muni_id,muni_upper,municipal,mapc,mf164,county_id,county,comm_type,comm_name,subtype_id,subtype,rpa_id,rpa_name,mpo_id,mpo_name,region_id,region,subreg_id,subregion,cousub_id,cousubname
138,HOPEDALE,Hopedale,0,1,27,Worcester County,4,Developing Suburbs,6,Maturing New England Town,3,Central Massachusetts Planning Commission,3,Central Massachusetts,402,Central Massachusetts,,"",30945,Hopedale town
139,HOPKINTON,Hopkinton,1,1,17,Middlesex County,4,Developing Suburbs,7,Country Suburb,7,Metropolitan Area Planning Council,7,Boston Region,352,MAPC,361,South West (SWAP) Subregion,31085,Hopkinton town
140,HUBBARDSTON,Hubbardston,0,0,27,Worcester County,5,Rural Towns,8,Rural Town,8,Montachusett Regional Planning Commission,8,Montachusett,402,Central Massachusetts,,"",31435,Hubbardston town
141,HUDSON,Hudson,1,1,17,Middlesex County,4,Developing Suburbs,6,Maturing New England Town,7,Metropolitan Area Planning Council,7,Boston Region,352,MAPC,356,MAGIC Subregion,31540,Hudson town
142,HULL,Hull,1,1,23,Plymouth County,3,Maturing Suburbs,4,Mature Suburb,7,Metropolitan Area Planning Council,7,Boston Region,352,MAPC,360,South Shore (SSC) Subregion,31645,Hull town
143,HUNTINGTON,Huntington,0,0,15,Hampshire County,5,Rural Towns,8,Rural Town,12,Pioneer Valley Planning Commission,12,Pioneer Valley,405,Western Massachusetts,,"",31785,Huntington town
144,IPSWICH,Ipswich,1,1,9,Essex County,4,Developing Suburbs,6,Maturing New England Town,7,Metropolitan Area Planning Council,7,Boston Region,352,MAPC,358,North Shore (NSTF) Subregion,32310,Ipswich town
145,KINGSTON,Kingston,0,1,23,Plymouth County,4,Developing Suburbs,6,Maturing New England Town,11,Old Colony Planning Council,11,Old Colony,404,Southeastern Massachusetts,,"",33220,Kingston town
146,LAKEVILLE,Lakeville,0,1,23,Plymouth County,4,Developing Suburbs,6,Maturing New England Town,13,Southeastern Regional Planning & Economic Development District,13,Southeastern Massachusetts,413,Southeastern Massachusetts,,"",33920,Lakeville town
147,LANCASTER,Lancaster,0,1,27,Worcester County,4,Developing Suburbs,6,Maturing New England Town,8,Montachusett Regional Planning Commission,8,Montachusett,402,Central Massachusetts,,"",34165,Lancaster town
148,LANESBOROUGH,Lanesborough,0,0,3,Berkshire County,5,Rural Towns,8,Rural Town,1,Berkshire County Regional Planning Commission,1,Berkshire,405,Western Massachusetts,,"",34340,Lanesborough town
149,LAWRENCE,Lawrence,0,1,9,Essex County,2,Regional Urban Centers,9,Major Regional Urban Center,6,Merrimac Valley Planning Commission,6,Merrimac Valley,403,Northeastern Massachusetts,,"",34550,Lawrence city
150,LEE,Lee,0,0,3,Berkshire County,4,Developing Suburbs,6,Maturing New England Town,1,Berkshire County Regional Planning Commission,1,Berkshire,405,Western Massachusetts,,"",34655,Lee town
151,LEICESTER,Leicester,0,0,27,Worcester County,4,Developing Suburbs,6,Maturing New England Town,3,Central Massachusetts Planning Commission,3,Central Massachusetts,402,Central Massachusetts,,"",34795,Leicester town
152,LENOX,Lenox,0,0,3,Berkshire County,4,Developing Suburbs,6,Maturing New England Town,1,Berkshire County Regional Planning Commission,1,Berkshire,405,Western Massachusetts,,"",34970,Lenox town
153,LEOMINSTER,Leominster,0,0,27,Worcester County,2,Regional Urban Centers,2,Sub-Regional Urban Center,8,Montachusett Regional Planning Commission,8,Montachusett,402,Central Massachusetts,,"",35075,Leominster city
154,LEVERETT,Leverett,0,0,11,Franklin County,5,Rural Towns,8,Rural Town,4,Franklin County Commission,4,Franklin,405,Western Massachusetts,,"",35180,Leverett town
155,LEXINGTON,Lexington,1,1,17,Middlesex County,3,Maturing Suburbs,5,Established Suburb/Cape Cod Town,7,Metropolitan Area Planning Council,7,Boston Region,352,MAPC,356,MAGIC Subregion,35215,Lexington town
156,LEYDEN,Leyden,0,0,11,Franklin County,5,Rural Towns,8,Rural Town,4,Franklin County Commission,4,Franklin,405,Western Massachusetts,,"",35285,Leyden town
157,LINCOLN,Lincoln,1,1,17,Middlesex County,3,Maturing Suburbs,5,Established Suburb/Cape Cod Town,7,Metropolitan Area Planning Council,7,Boston Region,352,MAPC,356,MAGIC Subregion,35425,Lincoln town
158,LITTLETON,Littleton,1,1,17,Middlesex County,4,Developing Suburbs,6,Maturing New England Town,7,Metropolitan Area Planning Council,7,Boston Region,352,MAPC,356,MAGIC Subregion,35950,Littleton town
159,LONGMEADOW,Longmeadow,0,0,13,Hampden County,3,Maturing Suburbs,4,Mature Suburb,12,Pioneer Valley Planning Commission,12,Pioneer Valley,405,Western Massachusetts,,"",36300,Longmeadow town
160,LOWELL,Lowell,0,1,17,Middlesex County,2,Regional Urban Centers,9,Major Regional Urban Center,10,Northern Middlesex Area Council of Government,10,Northern Middlesex,403,Northeastern Massachusetts,,"",37000,Lowell city
161,LUDLOW,Ludlow,0,0,13,Hampden County,4,Developing Suburbs,6,Maturing New England Town,12,Pioneer Valley Planning Commission,12,Pioneer Valley,405,Western Massachusetts,,"",37175,Ludlow town
162,LUNENBURG,Lunenburg,0,0,27,Worcester County,4,Developing Suburbs,7,Country Suburb,8,Montachusett Regional Planning Commission,8,Montachusett,402,Central Massachusetts,,"",37420,Lunenburg town
163,LYNN,Lynn,1,1,9,Essex County,2,Regional Urban Centers,2,Sub-Regional Urban Center,7,Metropolitan Area Planning Council,7,Boston Region,352,MAPC,355,Inner Core (ICC) Subregion,37490,Lynn city
164,LYNNFIELD,Lynnfield,1,1,9,Essex County,3,Maturing Suburbs,5,Established Suburb/Cape Cod Town,7,Metropolitan Area Planning Council,7,Boston Region,352,MAPC,359,North Suburban (NSPC) Subregion,37560,Lynnfield town
165,MALDEN,Malden,1,1,17,Middlesex County,1,Inner Core,1,Metro Core Community,7,Metropolitan Area Planning Council,7,Boston Region,352,MAPC,355,Inner Core (ICC) Subregion,37875,Malden city
166,MANCHESTER,Manchester,1,1,9,Essex County,4,Developing Suburbs,6,Maturing New England Town,7,Metropolitan Area Planning Council,7,Boston Region,352,MAPC,358,North Shore (NSTF) Subregion,37995,Manchester-by-the-Sea town
167,MANSFIELD,Mansfield,0,1,5,Bristol County,3,Maturing Suburbs,5,Established Suburb/Cape Cod Town,13,Southeastern Regional Planning & Economic Development District,13,Southeastern Massachusetts,414,Southeastern Massachusetts,,"",38225,Mansfield town
168,MARBLEHEAD,Marblehead,1,1,9,Essex County,3,Maturing Suburbs,4,Mature Suburb,7,Metropolitan Area Planning Council,7,Boston Region,352,MAPC,358,North Shore (NSTF) Subregion,38400,Marblehead town
169,MARION,Marion,0,0,23,Plymouth County,4,Developing Suburbs,6,Maturing New England Town,13,Southeastern Regional Planning & Economic Development District,13,Southeastern Massachusetts,415,Southeastern Massachusetts,,"",38540,Marion town
170,MARLBOROUGH,Marlborough,1,1,17,Middlesex County,2,Regional Urban Centers,2,Sub-Regional Urban Center,7,Metropolitan Area Planning Council,7,Boston Region,352,MAPC,357,Metrowest Subregion,38715,Marlborough city
171,MARSHFIELD,Marshfield,1,1,23,Plymouth County,3,Maturing Suburbs,5,Established Suburb/Cape Cod Town,7,Metropolitan Area Planning Council,7,Boston Region,352,MAPC,360,South Shore (SSC) Subregion,38855,Marshfield town
172,MASHPEE,Mashpee,0,0,1,Barnstable County,3,Maturing Suburbs,5,Established Suburb/Cape Cod Town,2,Cape Cod Planning & Economic Development Commission,2,Cape Cod,412,Southeastern Massachusetts,,"",39100,Mashpee town
173,MATTAPOISETT,Mattapoisett,0,0,23,Plymouth County,4,Developing Suburbs,6,Maturing New England Town,13,Southeastern Regional Planning & Economic Development District,13,Southeastern Massachusetts,416,Southeastern Massachusetts,,"",39450,Mattapoisett town
174,MAYNARD,Maynard,1,1,17,Middlesex County,3,Maturing Suburbs,4,Mature Suburb,7,Metropolitan Area Planning Council,7,Boston Region,352,MAPC,356,MAGIC Subregion,39625,Maynard town
175,MEDFIELD,Medfield,1,1,21,Norfolk County,3,Maturing Suburbs,5,Established Suburb/Cape Cod Town,7,Metropolitan Area Planning Council,7,Boston Region,352,MAPC,362,Three Rivers (TRIC) Subregion,39765,Medfield town
176,MEDFORD,Medford,1,1,17,Middlesex County,1,Inner Core,3,Streetcar Suburb,7,Metropolitan Area Planning Council,7,Boston Region,352,MAPC,355,Inner Core (ICC) Subregion,39835,Medford city
177,MEDWAY,Medway,1,1,21,Norfolk County,4,Developing Suburbs,6,Maturing New England Town,7,Metropolitan Area Planning Council,7,Boston Region,352,MAPC,361,South West (SWAP) Subregion,39975,Medway town
178,MELROSE,Melrose,1,1,17,Middlesex County,1,Inner Core,3,Streetcar Suburb,7,Metropolitan Area Planning Council,7,Boston Region,352,MAPC,355,Inner Core (ICC) Subregion,40115,Melrose city
179,MENDON,Mendon,0,1,27,Worcester County,4,Developing Suburbs,7,Country Suburb,3,Central Massachusetts Planning Commission,3,Central Massachusetts,402,Central Massachusetts,,"",40255,Mendon town
180,MERRIMAC,Merrimac,0,1,9,Essex County,4,Developing Suburbs,6,Maturing New England Town,6,Merrimac Valley Planning Commission,6,Merrimac Valley,403,Northeastern Massachusetts,,"",40430,Merrimac town
181,METHUEN,Methuen,0,1,9,Essex County,2,Regional Urban Centers,2,Sub-Regional Urban Center,6,Merrimac Valley Planning Commission,6,Merrimac Valley,403,Northeastern Massachusetts,,"",40710,Methuen Town city
182,MIDDLEBOROUGH,Middleborough,0,1,23,Plymouth County,4,Developing Suburbs,7,Country Suburb,13,Southeastern Regional Planning & Economic Development District,13,Southeastern Massachusetts,417,Southeastern Massachusetts,,"",40850,Middleborough town
183,MIDDLEFIELD,Middlefield,0,0,15,Hampshire County,5,Rural Towns,8,Rural Town,12,Pioneer Valley Planning Commission,12,Pioneer Valley,405,Western Massachusetts,,"",40990,Middlefield town
184,MIDDLETON,Middleton,1,1,9,Essex County,4,Developing Suburbs,6,Maturing New England Town,7,Metropolitan Area Planning Council,7,Boston Region,352,MAPC,358,North Shore (NSTF) Subregion,41095,Middleton town
185,MILFORD,Milford,1,1,27,Worcester County,2,Regional Urban Centers,2,Sub-Regional Urban Center,7,Metropolitan Area Planning Council,7,Boston Region,352,MAPC,361,South West (SWAP) Subregion,41165,Milford town
186,MILLBURY,Millbury,0,0,27,Worcester County,4,Developing Suburbs,6,Maturing New England Town,3,Central Massachusetts Planning Commission,3,Central Massachusetts,402,Central Massachusetts,,"",41340,Millbury town
187,MILLIS,Millis,1,1,21,Norfolk County,4,Developing Suburbs,6,Maturing New England Town,7,Metropolitan Area Planning Council,7,Boston Region,352,MAPC,361,South West (SWAP) Subregion,41515,Millis town
188,MILLVILLE,Millville,0,1,27,Worcester County,4,Developing Suburbs,7,Country Suburb,3,Central Massachusetts Planning Commission,3,Central Massachusetts,402,Central Massachusetts,,"",41585,Millville town
189,MILTON,Milton,1,1,21,Norfolk County,3,Maturing Suburbs,5,Established Suburb/Cape Cod Town,7,Metropolitan Area Planning Council,7,Boston Region,352,MAPC,355,Inner Core (ICC) Subregion,41690,Milton town
190,MONROE,Monroe,0,0,11,Franklin County,5,Rural Towns,8,Rural Town,4,Franklin County Commission,4,Franklin,405,Western Massachusetts,,"",42040,Monroe town
191,MONSON,Monson,0,0,13,Hampden County,4,Developing Suburbs,7,Country Suburb,12,Pioneer Valley Planning Commission,12,Pioneer Valley,405,Western Massachusetts,,"",42145,Monson town
192,MONTAGUE,Montague,0,0,11,Franklin County,4,Developing Suburbs,6,Maturing New England Town,4,Franklin County Commission,4,Franklin,405,Western Massachusetts,,"",42285,Montague town
193,MONTEREY,Monterey,0,0,3,Berkshire County,5,Rural Towns,8,Rural Town,1,Berkshire County Regional Planning Commission,1,Berkshire,405,Western Massachusetts,,"",42460,Monterey town
194,MONTGOMERY,Montgomery,0,0,13,Hampden County,5,Rural Towns,8,Rural Town,12,Pioneer Valley Planning Commission,12,Pioneer Valley,405,Western Massachusetts,,"",42530,Montgomery town
195,MOUNT WASHINGTON,Mount Washington,0,0,3,Berkshire County,5,Rural Towns,8,Rural Town,1,Berkshire County Regional Planning Commission,1,Berkshire,405,Western Massachusetts,,"",43300,Mount Washington town
196,NAHANT,Nahant,1,1,9,Essex County,3,Maturing Suburbs,4,Mature Suburb,7,Metropolitan Area Planning Council,7,Boston Region,352,MAPC,358,North Shore (NSTF) Subregion,43580,Nahant town
197,NANTUCKET,Nantucket,0,0,19,Nantucket County,4,Developing Suburbs,6,Maturing New England Town,9,Nantucket Planning & Economic Development Commission,9,Nantucket,404,Southeastern Massachusetts,,"",43790,Nantucket town
198,NATICK,Natick,1,1,17,Middlesex County,3,Maturing Suburbs,4,Mature Suburb,7,Metropolitan Area Planning Council,7,Boston Region,352,MAPC,357,Metrowest Subregion,43895,Natick town
199,NEEDHAM,Needham,1,1,21,Norfolk County,3,Maturing Suburbs,4,Mature Suburb,7,Metropolitan Area Planning Council,7,Boston Region,352,MAPC,362,Three Rivers (TRIC) Subregion,44105,Needham town
200,NEW ASHFORD,New Ashford,0,0,3,Berkshire County,5,Rural Towns,8,Rural Town,1,Berkshire County Regional Planning Commission,1,Berkshire,405,Western Massachusetts,,"",44385,New Ashford town
201,NEW BEDFORD,New Bedford,0,0,5,Bristol County,2,Regional Urban Centers,9,Major Regional Urban Center,13,Southeastern Regional Planning & Economic Development District,13,Southeastern Massachusetts,418,Southeastern Massachusetts,,"",45000,New Bedford city
202,NEW BRAINTREE,New Braintree,0,0,27,Worcester County,5,Rural Towns,8,Rural Town,3,Central Massachusetts Planning Commission,3,Central Massachusetts,402,Central Massachusetts,,"",45105,New Braintree town
203,NEW MARLBOROUGH,New Marlborough,0,0,3,Berkshire County,5,Rural Towns,8,Rural Town,1,Berkshire County Regional Planning Commission,1,Berkshire,405,Western Massachusetts,,"",45420,New Marlborough town
204,NEW SALEM,New Salem,0,0,11,Franklin County,5,Rural Towns,8,Rural Town,4,Franklin County Commission,4,Franklin,405,Western Massachusetts,,"",45490,New Salem town
205,NEWBURY,Newbury,0,1,9,Essex County,4,Developing Suburbs,7,Country Suburb,6,Merrimac Valley Planning Commission,6,Merrimac Valley,403,Northeastern Massachusetts,,"",45175,Newbury town
206,NEWBURYPORT,Newburyport,0,1,9,Essex County,2,Regional Urban Centers,2,Sub-Regional Urban Center,6,Merrimac Valley Planning Commission,6,Merrimac Valley,403,Northeastern Massachusetts,,"",45245,Newburyport city
207,NEWTON,Newton,1,1,17,Middlesex County,1,Inner Core,3,Streetcar Suburb,7,Metropolitan Area Planning Council,7,Boston Region,352,MAPC,355,Inner Core (ICC) Subregion,45560,Newton city
208,NORFOLK,Norfolk,1,1,21,Norfolk County,4,Developing Suburbs,6,Maturing New England Town,7,Metropolitan Area Planning Council,7,Boston Region,352,MAPC,361,South West (SWAP) Subregion,46050,Norfolk town
209,NORTH ADAMS,North Adams,0,0,3,Berkshire County,2,Regional Urban Centers,2,Sub-Regional Urban Center,1,Berkshire County Regional Planning Commission,1,Berkshire,405,Western Massachusetts,,"",46225,North Adams city
210,NORTH ANDOVER,North Andover,0,1,9,Essex County,4,Developing Suburbs,6,Maturing New England Town,6,Merrimac Valley Planning Commission,6,Merrimac Valley,403,Northeastern Massachusetts,,"",46365,North Andover town
211,NORTH ATTLEBOROUGH,North Attleborough,0,1,5,Bristol County,4,Developing Suburbs,6,Maturing New England Town,13,Southeastern Regional Planning & Economic Development District,13,Southeastern Massachusetts,419,Southeastern Massachusetts,,"",46575,North Attleborough town
212,NORTH BROOKFIELD,North Brookfield,0,0,27,Worcester County,4,Developing Suburbs,6,Maturing New England Town,3,Central Massachusetts Planning Commission,3,Central Massachusetts,402,Central Massachusetts,,"",47135,North Brookfield town
213,NORTH READING,North Reading,1,1,17,Middlesex County,3,Maturing Suburbs,5,Established Suburb/Cape Cod Town,7,Metropolitan Area Planning Council,7,Boston Region,352,MAPC,359,North Suburban (NSPC) Subregion,48955,North Reading town
214,NORTHAMPTON,Northampton,0,0,15,Hampshire County,2,Regional Urban Centers,2,Sub-Regional Urban Center,12,Pioneer Valley Planning Commission,12,Pioneer Valley,405,Western Massachusetts,,"",46330,Northampton city
215,NORTHBOROUGH,Northborough,0,1,27,Worcester County,4,Developing Suburbs,6,Maturing New England Town,3,Central Massachusetts Planning Commission,3,Central Massachusetts,402,Central Massachusetts,,"",46820,Northborough town
216,NORTHBRIDGE,Northbridge,0,1,27,Worcester County,4,Developing Suburbs,6,Maturing New England Town,3,Central Massachusetts Planning Commission,3,Central Massachusetts,402,Central Massachusetts,,"",46925,Northbridge town
217,NORTHFIELD,Northfield,0,0,11,Franklin County,5,Rural Towns,8,Rural Town,4,Franklin County Commission,4,Franklin,405,Western Massachusetts,,"",47835,Northfield town
218,NORTON,Norton,0,1,5,Bristol County,4,Developing Suburbs,6,Maturing New England Town,13,Southeastern Regional Planning & Economic Development District,13,Southeastern Massachusetts,420,Southeastern Massachusetts,,"",49970,Norton town
219,NORWELL,Norwell,1,1,23,Plymouth County,4,Developing Suburbs,7,Country Suburb,7,Metropolitan Area Planning Council,7,Boston Region,352,MAPC,360,South Shore (SSC) Subregion,50145,Norwell town
220,NORWOOD,Norwood,1,1,21,Norfolk County,2,Regional Urban Centers,2,Sub-Regional Urban Center,7,Metropolitan Area Planning Council,7,Boston Region,352,MAPC,362,Three Rivers (TRIC) Subregion,50250,Norwood town
221,OAK BLUFFS,Oak Bluffs,0,0,7,Dukes County,4,Developing Suburbs,6,Maturing New England Town,5,Marthas Vineyard Commission,5,Marthas Vineyard,404,Southeastern Massachusetts,,"",50390,Oak Bluffs town
222,OAKHAM,Oakham,0,0,27,Worcester County,5,Rural Towns,8,Rural Town,3,Central Massachusetts Planning Commission,3,Central Massachusetts,402,Central Massachusetts,,"",50670,Oakham town
223,ORANGE,Orange,0,0,11,Franklin County,4,Developing Suburbs,6,Maturing New England Town,4,Franklin County Commission,4,Franklin,405,Western Massachusetts,,"",51265,Orange town
224,ORLEANS,Orleans,0,0,1,Barnstable County,3,Maturing Suburbs,5,Established Suburb/Cape Cod Town,2,Cape Cod Planning & Economic Development Commission,2,Cape Cod,413,Southeastern Massachusetts,,"",51440,Orleans town
225,OTIS,Otis,0,0,3,Berkshire County,5,Rural Towns,8,Rural Town,1,Berkshire County Regional Planning Commission,1,Berkshire,405,Western Massachusetts,,"",51580,Otis town
226,OXFORD,Oxford,0,0,27,Worcester County,4,Developing Suburbs,6,Maturing New England Town,3,Central Massachusetts Planning Commission,3,Central Massachusetts,402,Central Massachusetts,,"",51825,Oxford town
227,PALMER,Palmer,0,0,13,Hampden County,4,Developing Suburbs,6,Maturing New England Town,12,Pioneer Valley Planning Commission,12,Pioneer Valley,405,Western Massachusetts,,"",52144,Palmer Town city
228,PAXTON,Paxton,0,0,27,Worcester County,4,Developing Suburbs,7,Country Suburb,3,Central Massachusetts Planning Commission,3,Central Massachusetts,402,Central Massachusetts,,"",52420,Paxton town
229,PEABODY,Peabody,1,1,9,Essex County,2,Regional Urban Centers,2,Sub-Regional Urban Center,7,Metropolitan Area Planning Council,7,Boston Region,352,MAPC,358,North Shore (NSTF) Subregion,52490,Peabody city
230,PELHAM,Pelham,0,0,15,Hampshire County,5,Rural Towns,8,Rural Town,12,Pioneer Valley Planning Commission,12,Pioneer Valley,405,Western Massachusetts,,"",52560,Pelham town
232,PEPPERELL,Pepperell,0,1,17,Middlesex County,4,Developing Suburbs,7,Country Suburb,10,Northern Middlesex Area Council of Government,10,Northern Middlesex,403,Northeastern Massachusetts,,"",52805,Pepperell town
233,PERU,Peru,0,0,3,Berkshire County,5,Rural Towns,8,Rural Town,1,Berkshire County Regional Planning Commission,1,Berkshire,405,Western Massachusetts,,"",53050,Peru town
234,PETERSHAM,Petersham,0,0,27,Worcester County,5,Rural Towns,8,Rural Town,8,Montachusett Regional Planning Commission,8,Montachusett,402,Central Massachusetts,,"",53120,Petersham town
235,PHILLIPSTON,Phillipston,0,0,27,Worcester County,5,Rural Towns,8,Rural Town,8,Montachusett Regional Planning Commission,8,Montachusett,402,Central Massachusetts,,"",53225,Phillipston town
236,PITTSFIELD,Pittsfield,0,0,3,Berkshire County,2,Regional Urban Centers,2,Sub-Regional Urban Center,1,Berkshire County Regional Planning Commission,1,Berkshire,405,Western Massachusetts,,"",53960,Pittsfield city
237,PLAINFIELD,Plainfield,0,0,15,Hampshire County,5,Rural Towns,8,Rural Town,12,Pioneer Valley Planning Commission,12,Pioneer Valley,405,Western Massachusetts,,"",54030,Plainfield town
238,PLAINVILLE,Plainville,0,1,21,Norfolk County,4,Developing Suburbs,6,Maturing New England Town,13,Southeastern Regional Planning & Economic Development District,13,Southeastern Massachusetts,421,Southeastern Massachusetts,,"",54100,Plainville town
239,PLYMOUTH,Plymouth,0,1,23,Plymouth County,4,Developing Suburbs,6,Maturing New England Town,11,Old Colony Planning Council,11,Old Colony,404,Southeastern Massachusetts,,"",54310,Plymouth town
240,PLYMPTON,Plympton,0,1,23,Plymouth County,4,Developing Suburbs,7,Country Suburb,11,Old Colony Planning Council,11,Old Colony,404,Southeastern Massachusetts,,"",54415,Plympton town
241,PRINCETON,Princeton,0,0,27,Worcester County,5,Rural Towns,8,Rural Town,3,Central Massachusetts Planning Commission,3,Central Massachusetts,402,Central Massachusetts,,"",55395,Princeton town
242,PROVINCETOWN,Provincetown,0,0,1,Barnstable County,2,Regional Urban Centers,2,Sub-Regional Urban Center,2,Cape Cod Planning & Economic Development Commission,2,Cape Cod,414,Southeastern Massachusetts,,"",55500,Provincetown town
243,QUINCY,Quincy,1,1,21,Norfolk County,2,Regional Urban Centers,2,Sub-Regional Urban Center,7,Metropolitan Area Planning Council,7,Boston Region,352,MAPC,355,Inner Core (ICC) Subregion,55745,Quincy city
244,RANDOLPH,Randolph,1,1,21,Norfolk County,3,Maturing Suburbs,4,Mature Suburb,7,Metropolitan Area Planning Council,7,Boston Region,352,MAPC,362,Three Rivers (TRIC) Subregion,55955,Randolph town
245,RAYNHAM,Raynham,0,1,5,Bristol County,4,Developing Suburbs,6,Maturing New England Town,13,Southeastern Regional Planning & Economic Development District,13,Southeastern Massachusetts,422,Southeastern Massachusetts,,"",56060,Raynham town
246,READING,Reading,1,1,17,Middlesex County,3,Maturing Suburbs,4,Mature Suburb,7,Metropolitan Area Planning Council,7,Boston Region,352,MAPC,359,North Suburban (NSPC) Subregion,56130,Reading town
247,REHOBOTH,Rehoboth,0,0,5,Bristol County,4,Developing Suburbs,7,Country Suburb,13,Southeastern Regional Planning & Economic Development District,13,Southeastern Massachusetts,423,Southeastern Massachusetts,,"",56375,Rehoboth town
248,REVERE,Revere,1,1,25,Suffolk County,1,Inner Core,1,Metro Core Community,7,Metropolitan Area Planning Council,7,Boston Region,352,MAPC,355,Inner Core (ICC) Subregion,56585,Revere city
249,RICHMOND,Richmond,0,0,3,Berkshire County,5,Rural Towns,8,Rural Town,1,Berkshire County Regional Planning Commission,1,Berkshire,405,Western Massachusetts,,"",56795,Richmond town
250,ROCHESTER,Rochester,0,0,23,Plymouth County,4,Developing Suburbs,7,Country Suburb,13,Southeastern Regional Planning & Economic Development District,13,Southeastern Massachusetts,424,Southeastern Massachusetts,,"",57600,Rochester town
251,ROCKLAND,Rockland,1,1,23,Plymouth County,4,Developing Suburbs,6,Maturing New England Town,7,Metropolitan Area Planning Council,7,Boston Region,352,MAPC,360,South Shore (SSC) Subregion,57775,Rockland town
252,ROCKPORT,Rockport,1,1,9,Essex County,4,Developing Suburbs,6,Maturing New England Town,7,Metropolitan Area Planning Council,7,Boston Region,352,MAPC,358,North Shore (NSTF) Subregion,57880,Rockport town
253,ROWE,Rowe,0,0,11,Franklin County,5,Rural Towns,8,Rural Town,4,Franklin County Commission,4,Franklin,405,Western Massachusetts,,"",58335,Rowe town
254,ROWLEY,Rowley,0,1,9,Essex County,4,Developing Suburbs,7,Country Suburb,6,Merrimac Valley Planning Commission,6,Merrimac Valley,403,Northeastern Massachusetts,,"",58405,Rowley town
255,ROYALSTON,Royalston,0,0,27,Worcester County,5,Rural Towns,8,Rural Town,8,Montachusett Regional Planning Commission,8,Montachusett,402,Central Massachusetts,,"",58580,Royalston town
256,RUSSELL,Russell,0,0,13,Hampden County,5,Rural Towns,8,Rural Town,12,Pioneer Valley Planning Commission,12,Pioneer Valley,405,Western Massachusetts,,"",58650,Russell town
257,RUTLAND,Rutland,0,0,27,Worcester County,4,Developing Suburbs,6,Maturing New England Town,3,Central Massachusetts Planning Commission,3,Central Massachusetts,402,Central Massachusetts,,"",58825,Rutland town
258,SALEM,Salem,1,1,9,Essex County,2,Regional Urban Centers,2,Sub-Regional Urban Center,7,Metropolitan Area Planning Council,7,Boston Region,352,MAPC,358,North Shore (NSTF) Subregion,59105,Salem city
259,SALISBURY,Salisbury,0,1,9,Essex County,4,Developing Suburbs,6,Maturing New England Town,6,Merrimac Valley Planning Commission,6,Merrimac Valley,403,Northeastern Massachusetts,,"",59245,Salisbury town
260,SANDISFIELD,Sandisfield,0,0,3,Berkshire County,5,Rural Towns,8,Rural Town,1,Berkshire County Regional Planning Commission,1,Berkshire,405,Western Massachusetts,,"",59665,Sandisfield town
261,SANDWICH,Sandwich,0,0,1,Barnstable County,3,Maturing Suburbs,5,Established Suburb/Cape Cod Town,2,Cape Cod Planning & Economic Development Commission,2,Cape Cod,415,Southeastern Massachusetts,,"",59735,Sandwich town
262,SAUGUS,Saugus,1,1,9,Essex County,3,Maturing Suburbs,4,Mature Suburb,7,Metropolitan Area Planning Council,7,Boston Region,352,MAPC,355,Inner Core (ICC) Subregion,60015,Saugus town
263,SAVOY,Savoy,0,0,3,Berkshire County,5,Rural Towns,8,Rural Town,1,Berkshire County Regional Planning Commission,1,Berkshire,405,Western Massachusetts,,"",60225,Savoy town
264,SCITUATE,Scituate,1,1,23,Plymouth County,3,Maturing Suburbs,5,Established Suburb/Cape Cod Town,7,Metropolitan Area Planning Council,7,Boston Region,352,MAPC,360,South Shore (SSC) Subregion,60330,Scituate town
265,SEEKONK,Seekonk,0,0,5,Bristol County,4,Developing Suburbs,6,Maturing New England Town,13,Southeastern Regional Planning & Economic Development District,13,Southeastern Massachusetts,425,Southeastern Massachusetts,,"",60645,Seekonk town
266,SHARON,Sharon,1,1,21,Norfolk County,3,Maturing Suburbs,5,Established Suburb/Cape Cod Town,7,Metropolitan Area Planning Council,7,Boston Region,352,MAPC,362,Three Rivers (TRIC) Subregion,60785,Sharon town
267,SHEFFIELD,Sheffield,0,0,3,Berkshire County,5,Rural Towns,8,Rural Town,1,Berkshire County Regional Planning Commission,1,Berkshire,405,Western Massachusetts,,"",61065,Sheffield town
268,SHELBURNE,Shelburne,0,0,11,Franklin County,5,Rural Towns,8,Rural Town,4,Franklin County Commission,4,Franklin,405,Western Massachusetts,,"",61135,Shelburne town
269,SHERBORN,Sherborn,1,1,17,Middlesex County,4,Developing Suburbs,7,Country Suburb,7,Metropolitan Area Planning Council,7,Boston Region,352,MAPC,361,South West (SWAP) Subregion,61380,Sherborn town
270,SHIRLEY,Shirley,0,1,17,Middlesex County,4,Developing Suburbs,6,Maturing New England Town,8,Montachusett Regional Planning Commission,8,Montachusett,402,Central Massachusetts,,"",61590,Shirley town
271,SHREWSBURY,Shrewsbury,0,0,27,Worcester County,4,Developing Suburbs,6,Maturing New England Town,3,Central Massachusetts Planning Commission,3,Central Massachusetts,402,Central Massachusetts,,"",61800,Shrewsbury town
272,SHUTESBURY,Shutesbury,0,0,11,Franklin County,5,Rural Towns,8,Rural Town,4,Franklin County Commission,4,Franklin,405,Western Massachusetts,,"",61905,Shutesbury town
273,SOMERSET,Somerset,0,0,5,Bristol County,2,Regional Urban Centers,2,Sub-Regional Urban Center,13,Southeastern Regional Planning & Economic Development District,13,Southeastern Massachusetts,426,Southeastern Massachusetts,,"",62430,Somerset town
