,quadkey,avg_d_kbps,avg_u_kbps,avg_lat_ms,tests,devices,geometry,STATEFP,COUNTYFP,COUNTYNS,GEOID,NAMELSAD
397366,0302332121320320,119841,29124,16,13,4,"POLYGON ((-71.16943359375 42.3341843859394, -71.1639404296875 42.3341843859394, -71.1639404296875 42.330123546342, -71.16943359375 42.330123546342, -71.16943359375 42.3341843859394))",25,017,00606935,25017,Middlesex County
397445,0302332103233022,58945,11837,12,39,3,"POLYGON ((-71.2353515625 42.5733097370664, -71.2298583984375 42.5733097370664, -71.2298583984375 42.5692643721938, -71.2353515625 42.5692643721938, -71.2353515625 42.5733097370664))",25,017,00606935,25017,Middlesex County
398170,0302332121123033,116025,47376,12,110,10,"POLYGON ((-71.1309814453125 42.4437279375248, -71.12548828125 42.4437279375248, -71.12548828125 42.4396741781494, -71.1309814453125 42.4396741781494, -71.1309814453125 42.4437279375248))",25,017,00606935,25017,Middlesex County
399367,0302332120313220,184037,258534,20,3,1,"POLYGON ((-71.4111328125 42.3666616637327, -71.4056396484375 42.3666616637327, -71.4056396484375 42.36260292172, -71.4111328125 42.36260292172, -71.4111328125 42.3666616637327))",25,017,00606935,25017,Middlesex County
400757,0302332121133210,138414,63998,13,43,18,"POLYGON ((-71.048583984375 42.4396741781494, -71.0430908203125 42.4396741781494, -71.0430908203125 42.4356201564998, -71.048583984375 42.4356201564998, -71.048583984375 42.4396741781494))",25,017,00606935,25017,Middlesex County
400866,0302332121300322,174570,108770,6,28,8,"POLYGON ((-71.16943359375 42.3950655156512, -71.1639404296875 42.3950655156512, -71.1639404296875 42.391008609205, -71.16943359375 42.391008609205, -71.16943359375 42.3950655156512))",25,017,00606935,25017,Middlesex County
400887,0302332102132302,79200,89330,8,2,2,"POLYGON ((-71.43310546875 42.6945486620769, -71.4276123046875 42.6945486620769, -71.4276123046875 42.6905111699824, -71.43310546875 42.6905111699824, -71.43310546875 42.6945486620769))",25,017,00606935,25017,Middlesex County
402021,0302332121101313,185233,106095,11,51,8,"POLYGON ((-71.1090087890625 42.5328442817131, -71.103515625 42.5328442817131, -71.103515625 42.5287962932037, -71.1090087890625 42.5287962932037, -71.1090087890625 42.5328442817131))",25,017,00606935,25017,Middlesex County
402194,0302332121101333,153312,61199,11,37,16,"POLYGON ((-71.1090087890625 42.5247480423482, -71.103515625 42.5247480423482, -71.103515625 42.5206995291497, -71.1090087890625 42.5206995291497, -71.1090087890625 42.5247480423482))",25,017,00606935,25017,Middlesex County
402760,0302332102132322,160796,23699,10,2,1,"POLYGON ((-71.43310546875 42.6864734154178, -71.4276123046875 42.6864734154178, -71.4276123046875 42.6824353983862, -71.43310546875 42.6824353983862, -71.43310546875 42.6864734154178))",25,017,00606935,25017,Middlesex County
402912,0302332102333322,136185,16991,9,21,4,"POLYGON ((-71.38916015625 42.5571267033212, -71.3836669921875 42.5571267033212, -71.3836669921875 42.5530802889558, -71.38916015625 42.5530802889558, -71.38916015625 42.5571267033212))",25,017,00606935,25017,Middlesex County
402966,0302332102333120,216071,98883,9,7,4,"POLYGON ((-71.38916015625 42.5773548395578, -71.3836669921875 42.5773548395578, -71.3836669921875 42.5733097370664, -71.38916015625 42.5733097370664, -71.38916015625 42.5773548395578))",25,017,00606935,25017,Middlesex County
404005,0302332121032133,174806,160024,8,7,5,"POLYGON ((-71.2408447265625 42.4437279375248, -71.2353515625 42.4437279375248, -71.2353515625 42.4396741781494, -71.2408447265625 42.4396741781494, -71.2408447265625 42.4437279375248))",25,017,00606935,25017,Middlesex County
404153,0302332121300213,131200,80944,9,41,12,"POLYGON ((-71.1749267578125 42.403178541828, -71.16943359375 42.403178541828, -71.16943359375 42.39912215986, -71.1749267578125 42.39912215986, -71.1749267578125 42.403178541828))",25,017,00606935,25017,Middlesex County
404379,0302332121211022,189741,87187,8,34,15,"POLYGON ((-71.2353515625 42.4112905190282, -71.2298583984375 42.4112905190282, -71.2298583984375 42.4072346615519, -71.2353515625 42.4072346615519, -71.2353515625 42.4112905190282))",25,017,00606935,25017,Middlesex County
405564,0302332121010210,186065,19103,12,9,3,"POLYGON ((-71.268310546875 42.5368920078731, -71.2628173828125 42.5368920078731, -71.2628173828125 42.5328442817131, -71.268310546875 42.5328442817131, -71.268310546875 42.5368920078731))",25,017,00606935,25017,Middlesex County
406389,0302332121112231,76444,47940,11,7,5,"POLYGON ((-71.0870361328125 42.4964029409371, -71.08154296875 42.4964029409371, -71.08154296875 42.4923525914282, -71.0870361328125 42.4923525914282, -71.0870361328125 42.4964029409371))",25,017,00606935,25017,Middlesex County
406584,0302332121033302,186510,100529,9,64,14,"POLYGON ((-71.21337890625 42.4356201564998, -71.2078857421875 42.4356201564998, -71.2078857421875 42.4315658725792, -71.21337890625 42.4315658725792, -71.21337890625 42.4356201564998))",25,017,00606935,25017,Middlesex County
408018,0302332121031323,155957,69063,10,54,14,"POLYGON ((-71.2078857421875 42.4599403522166, -71.202392578125 42.4599403522166, -71.202392578125 42.4558876419717, -71.2078857421875 42.4558876419717, -71.2078857421875 42.4599403522166))",25,017,00606935,25017,Middlesex County
408639,0302332103202222,156273,62039,8,13,7,"POLYGON ((-71.3671875 42.6218336489166, -71.3616943359375 42.6218336489166, -71.3616943359375 42.6177914328235, -71.3671875 42.6177914328235, -71.3671875 42.6218336489166))",25,017,00606935,25017,Middlesex County
409847,0302332121312233,118113,109284,10,38,24,"POLYGON ((-71.0870361328125 42.36260292172, -71.08154296875 42.36260292172, -71.08154296875 42.3585439174971, -71.0870361328125 42.3585439174971, -71.0870361328125 42.36260292172))",25,017,00606935,25017,Middlesex County
409979,0302332121303222,169622,77157,11,80,33,"POLYGON ((-71.1474609375 42.36260292172, -71.1419677734375 42.36260292172, -71.1419677734375 42.3585439174971, -71.1474609375 42.3585439174971, -71.1474609375 42.36260292172))",25,017,00606935,25017,Middlesex County
411406,0302332121300123,116523,43990,8,44,14,"POLYGON ((-71.1639404296875 42.4112905190282, -71.158447265625 42.4112905190282, -71.158447265625 42.4072346615519, -71.1639404296875 42.4072346615519, -71.1639404296875 42.4112905190282))",25,017,00606935,25017,Middlesex County
411514,0302332122112031,128898,94255,10,76,26,"POLYGON ((-71.4385986328125 42.252917783302, -71.43310546875 42.252917783302, -71.43310546875 42.2488517007209, -71.4385986328125 42.2488517007209, -71.4385986328125 42.252917783302))",25,017,00606935,25017,Middlesex County
412689,0302332103202113,122487,13870,13,37,22,"POLYGON ((-71.3287353515625 42.6460814345807, -71.3232421875 42.6460814345807, -71.3232421875 42.6420407930443, -71.3287353515625 42.6420407930443, -71.3287353515625 42.6460814345807))",25,017,00606935,25017,Middlesex County
412775,0302332121322012,191406,78661,10,52,19,"POLYGON ((-71.180419921875 42.322001080603, -71.1749267578125 42.322001080603, -71.1749267578125 42.3179394544685, -71.180419921875 42.3179394544685, -71.180419921875 42.322001080603))",25,017,00606935,25017,Middlesex County
413749,0302332120001110,212404,15343,15,15,3,"POLYGON ((-71.641845703125 42.5530802889558, -71.6363525390625 42.5530802889558, -71.6363525390625 42.5490336122251, -71.641845703125 42.5490336122251, -71.641845703125 42.5530802889558))",25,017,00606935,25017,Middlesex County
414756,0302332121312303,157242,44533,13,155,79,"POLYGON ((-71.0760498046875 42.370720143532, -71.070556640625 42.370720143532, -71.070556640625 42.3666616637327, -71.0760498046875 42.3666616637327, -71.0760498046875 42.370720143532))",25,017,00606935,25017,Middlesex County
414850,0302332120300103,72652,5914,11,6,2,"POLYGON ((-71.5155029296875 42.4194014472248, -71.510009765625 42.4194014472248, -71.510009765625 42.4153461142536, -71.5155029296875 42.4153461142536, -71.5155029296875 42.4194014472248))",25,017,00606935,25017,Middlesex County
415288,0302332122101320,135587,194862,4,10,5,"POLYGON ((-71.47705078125 42.2691794924351, -71.4715576171875 42.2691794924351, -71.4715576171875 42.2651144583376, -71.47705078125 42.2651144583376, -71.47705078125 42.2691794924351))",25,017,00606935,25017,Middlesex County
415602,0302332121310102,144801,50280,32,31,17,"POLYGON ((-71.08154296875 42.4194014472248, -71.0760498046875 42.4194014472248, -71.0760498046875 42.4153461142536, -71.08154296875 42.4153461142536, -71.08154296875 42.4194014472248))",25,017,00606935,25017,Middlesex County
415618,0302332121233110,64409,43607,12,65,14,"POLYGON ((-71.202392578125 42.326062444562, -71.1968994140625 42.326062444562, -71.1968994140625 42.322001080603, -71.202392578125 42.322001080603, -71.202392578125 42.326062444562))",25,017,00606935,25017,Middlesex County
416068,0302332120310323,144413,29837,10,19,4,"POLYGON ((-71.4276123046875 42.3950655156512, -71.422119140625 42.3950655156512, -71.422119140625 42.391008609205, -71.4276123046875 42.391008609205, -71.4276123046875 42.3950655156512))",25,017,00606935,25017,Middlesex County
419273,0302332120303133,117294,11749,14,2,1,"POLYGON ((-71.4605712890625 42.378836316476, -71.455078125 42.378836316476, -71.455078125 42.3747783611142, -71.4605712890625 42.3747783611142, -71.4605712890625 42.378836316476))",25,017,00606935,25017,Middlesex County
419279,0302332121311213,261160,88605,17,32,16,"POLYGON ((-71.0430908203125 42.403178541828, -71.03759765625 42.403178541828, -71.03759765625 42.39912215986, -71.0430908203125 42.39912215986, -71.0430908203125 42.403178541828))",25,017,00606935,25017,Middlesex County
420227,0302332121312000,179758,22567,11,94,36,"POLYGON ((-71.103515625 42.391008609205, -71.0980224609375 42.391008609205, -71.0980224609375 42.3869514405248, -71.103515625 42.3869514405248, -71.103515625 42.391008609205))",25,017,00606935,25017,Middlesex County
420603,0302332121211113,146268,72469,18,17,7,"POLYGON ((-71.1968994140625 42.4194014472248, -71.19140625 42.4194014472248, -71.19140625 42.4153461142536, -71.1968994140625 42.4153461142536, -71.1968994140625 42.4194014472248))",25,017,00606935,25017,Middlesex County
420919,0302332121303101,130735,14257,15,56,29,"POLYGON ((-71.1199951171875 42.391008609205, -71.114501953125 42.391008609205, -71.114501953125 42.3869514405248, -71.1199951171875 42.3869514405248, -71.1199951171875 42.391008609205))",25,017,00606935,25017,Middlesex County
421537,0302332121213302,180845,60750,12,74,30,"POLYGON ((-71.21337890625 42.370720143532, -71.2078857421875 42.370720143532, -71.2078857421875 42.3666616637327, -71.21337890625 42.3666616637327, -71.21337890625 42.370720143532))",25,017,00606935,25017,Middlesex County
421871,0302332121310233,118575,38090,10,37,9,"POLYGON ((-71.0870361328125 42.3950655156512, -71.08154296875 42.3950655156512, -71.08154296875 42.391008609205, -71.0870361328125 42.391008609205, -71.0870361328125 42.3950655156512))",25,017,00606935,25017,Middlesex County
422038,0302332121320013,193381,33982,13,54,27,"POLYGON ((-71.1749267578125 42.3544846510674, -71.16943359375 42.3544846510674, -71.16943359375 42.3504251224346, -71.1749267578125 42.3504251224346, -71.1749267578125 42.3544846510674))",25,017,00606935,25017,Middlesex County
423350,0302332121120221,199690,55797,8,3,3,"POLYGON ((-71.1859130859375 42.4639928001706, -71.180419921875 42.4639928001706, -71.180419921875 42.4599403522166, -71.1859130859375 42.4599403522166, -71.1859130859375 42.4639928001706))",25,017,00606935,25017,Middlesex County
423489,0302332122111201,170467,29869,12,71,26,"POLYGON ((-71.4056396484375 42.2773087742371, -71.400146484375 42.2773087742371, -71.400146484375 42.2732442644027, -71.4056396484375 42.2732442644027, -71.4056396484375 42.2773087742371))",25,017,00606935,25017,Middlesex County
423721,0302332121121122,133697,40497,7,3,2,"POLYGON ((-71.12548828125 42.4761485702545, -71.1199951171875 42.4761485702545, -71.1199951171875 42.4720969091929, -71.12548828125 42.4720969091929, -71.12548828125 42.4761485702545))",25,017,00606935,25017,Middlesex County
423858,0302332103201023,182029,14672,14,61,15,"POLYGON ((-71.3177490234375 42.6703197725191, -71.312255859375 42.6703197725191, -71.312255859375 42.6662807056493, -71.3177490234375 42.6662807056493, -71.3177490234375 42.6703197725191))",25,017,00606935,25017,Middlesex County
424546,0302332120103321,347866,152936,7,8,4,"POLYGON ((-71.4715576171875 42.4964029409371, -71.466064453125 42.4964029409371, -71.466064453125 42.4923525914282, -71.4715576171875 42.4923525914282, -71.4715576171875 42.4964029409371))",25,017,00606935,25017,Middlesex County
424817,0302332103212100,133628,139490,8,36,2,"POLYGON ((-71.25732421875 42.6501218136802, -71.2518310546875 42.6501218136802, -71.2518310546875 42.6460814345807, -71.25732421875 42.6460814345807, -71.25732421875 42.6501218136802))",25,017,00606935,25017,Middlesex County
425032,0302332120121203,215829,97794,5,6,3,"POLYGON ((-71.4935302734375 42.4680449858305, -71.488037109375 42.4680449858305, -71.488037109375 42.4639928001706, -71.4935302734375 42.4639928001706, -71.4935302734375 42.4680449858305))",25,017,00606935,25017,Middlesex County
426261,0302332102333013,29680,11584,14,2,1,"POLYGON ((-71.3946533203125 42.5813996796651, -71.38916015625 42.5813996796651, -71.38916015625 42.5773548395578, -71.3946533203125 42.5773548395578, -71.3946533203125 42.5813996796651))",25,017,00606935,25017,Middlesex County
426423,0302332103213230,226457,125089,9,6,4,"POLYGON ((-71.224365234375 42.6258756025914, -71.2188720703125 42.6258756025914, -71.2188720703125 42.6218336489166, -71.224365234375 42.6218336489166, -71.224365234375 42.6258756025914))",25,017,00606935,25017,Middlesex County
426987,0302332103022331,123225,11948,13,26,3,"POLYGON ((-71.3287353515625 42.6905111699824, -71.3232421875 42.6905111699824, -71.3232421875 42.6864734154178, -71.3287353515625 42.6864734154178, -71.3287353515625 42.6905111699824))",25,017,00606935,25017,Middlesex County
427018,0302332121223021,77067,47118,9,24,9,"POLYGON ((-71.3177490234375 42.3179394544685, -71.312255859375 42.3179394544685, -71.312255859375 42.3138775661619, -71.3177490234375 42.3138775661619, -71.3177490234375 42.3179394544685))",25,017,00606935,25017,Middlesex County
427316,0302332102312333,51798,35338,14,2,1,"POLYGON ((-71.4166259765625 42.6218336489166, -71.4111328125 42.6218336489166, -71.4111328125 42.6177914328235, -71.4166259765625 42.6177914328235, -71.4166259765625 42.6218336489166))",25,017,00606935,25017,Middlesex County
427543,0302332102331122,260800,85928,14,45,8,"POLYGON ((-71.38916015625 42.6056632100641, -71.3836669921875 42.6056632100641, -71.3836669921875 42.601619944328, -71.38916015625 42.601619944328, -71.38916015625 42.6056632100641))",25,017,00606935,25017,Middlesex County
427774,0302332121211213,167845,61341,8,26,7,"POLYGON ((-71.2188720703125 42.403178541828, -71.21337890625 42.403178541828, -71.21337890625 42.39912215986, -71.2188720703125 42.39912215986, -71.2188720703125 42.403178541828))",25,017,00606935,25017,Middlesex County
428462,0302332121211031,162017,122408,10,25,6,"POLYGON ((-71.2188720703125 42.4153461142536, -71.21337890625 42.4153461142536, -71.21337890625 42.4112905190282, -71.2188720703125 42.4112905190282, -71.2188720703125 42.4153461142536))",25,017,00606935,25017,Middlesex County
429566,0302332103232000,240784,92665,10,31,3,"POLYGON ((-71.279296875 42.5854442573849, -71.2738037109375 42.5854442573849, -71.2738037109375 42.5813996796651, -71.279296875 42.5813996796651, -71.279296875 42.5854442573849))",25,017,00606935,25017,Middlesex County
435598,0302332121031010,242521,20843,11,76,22,"POLYGON ((-71.224365234375 42.4883019796022, -71.2188720703125 42.4883019796022, -71.2188720703125 42.4842511054625, -71.224365234375 42.4842511054625, -71.224365234375 42.4883019796022))",25,017,00606935,25017,Middlesex County
435848,0302332102132022,290872,21328,12,8,8,"POLYGON ((-71.455078125 42.7026228588439, -71.4495849609375 42.7026228588439, -71.4495849609375 42.6985858916984, -71.455078125 42.6985858916984, -71.455078125 42.7026228588439))",25,017,00606935,25017,Middlesex County
436326,0302332121312010,183053,14269,12,86,45,"POLYGON ((-71.092529296875 42.391008609205, -71.0870361328125 42.391008609205, -71.0870361328125 42.3869514405248, -71.092529296875 42.3869514405248, -71.092529296875 42.391008609205))",25,017,00606935,25017,Middlesex County
436392,0302332103332101,148009,62079,13,9,4,"POLYGON ((-71.0760498046875 42.5854442573849, -71.070556640625 42.5854442573849, -71.070556640625 42.5813996796651, -71.0760498046875 42.5813996796651, -71.0760498046875 42.5854442573849))",25,017,00606935,25017,Middlesex County
