ProviderNumber,ProviderName
17195,"JAMES-TOWER - James Tower Media Design"
17196,"COD-GE-IL - College of duPage"
17197,"DAEDELUS - The Daedelus Group"
17198,"INNOVATIONSLAB - Nortel Networks"
17199,"SWAGELOK - Swagelok Company"
17200,"SEATTLECOLL - Seattle Community College District"
17201,"GGC-6 - Georgia Gulf Corporation"
17202,"FGCU-FTM1 - Florida Gulf Coast University"
17204,"Nominum Global NameServer network"
17205,"CORP BANCA, C.A."
17207,"COLOR-COLL - Colorado College"
17208,"PROJESOM INTERNET LTDA"
17209,"NORTHWEST-EVALUATION-ASSOCIATION - NORTHWEST EVALUATION ASSOCIATION"
17211,"GTEC-ORG-ARIN - Grafton Technologies, Inc."
17212,"UHC1700 - University Healthsystem Cosortium"
17213,"FILTRONAPT-RIC - Filtrona Porous Technologies, Corp."
17214,"GUIDEWIRE - Guidewire Software, Inc."
17215,"AMEREN-AS3 - Ameren Corp."
17216,"DC74-AS - DC74 LLC"
17217,"ADMWORLD - ARCHER DANIELS MIDLAND"
17218,"AS-DIGITAL-HIGHWAY-LLC - Digital Highway, LLC"
17221,"GRAUBARD - Graubard, Mollen & Miller, LLP."
17222,"Mundivox do Brasil Ltda"
17223,"LATISYS-CHICAGO - Latisys-Chicago, LLC"
17224,"ATT-CERFNET-BLOCK - AT&T Enhanced Network Services"
17225,"ATT-CERFNET-BLOCK - AT&T Enhanced Network Services"
17226,"ATT-CERFNET-BLOCK - AT&T Enhanced Network Services"
17227,"ATT-CERFNET-BLOCK - AT&T Enhanced Network Services"
17228,"ATT-CERFNET-BLOCK - AT&T Enhanced Network Services"
17229,"ATT-CERFNET-BLOCK - AT&T Enhanced Network Services"
17230,"ATT-CERFNET-BLOCK - AT&T Enhanced Network Services"
17231,"ATT-CERFNET-BLOCK - AT&T Enhanced Network Services"
17232,"AT&T US"
17233,"ATT-CERFNET-BLOCK - AT&T Enhanced Network Services"
17234,"GAC - Gustavus Adolphus College"
17235,"COMTIME - Commercial Timesharing, Inc."
17236,"TULSAL-74103 - Tulsa City-County Library"
17238,"CSEG-1 - Columbia Southern Education Group, Inc."
17239,"HIGHSPEEDWEB - High Speed Web/Genesis 2 Networks"
17240,"CLASSMATES-1 - Classmates Online Inc."
17241,"QUANTALGO - Quantalgo Ventures, Inc."
17242,"UNIPAC - UNIPAC Service Corporation"
17243,"BRTRC - BRTRC"
17244,"MCNEESE - McNeese State University"
17245,"APEX - Apex Clearing Solutions, LLC"
17246,"VOXITYNET - Voxity Telecom, Inc"
17247,"TU - The Times Union"
17248,"INTERGLOBECOMMUNICATIONSINC - InterGlobe Communications, Inc."
17249,"BURSATEC, S.A. DE C.V."
17250,"ADETEL, S.A. DE C.V."
17251,"MONST-3AS - Monster Worldwide, Inc."
17252,"VDI - Virtual Development INC"
17253,"COMMUNIGROUP - TEC of Jackson, Inc."
17254,"TNE-GLOBAL-TELECOM-LLC - TNE Global Telecom, LLC."
17255,"Diveo Uruguay"
17256,"CIC-SCCA-AS - Creative Interconnect Communications LLC"
17257,"Collective Mind Chile S.A."
17258,"ATT-MOBILITY-LLC-AS17258 - AT&T Mobility LLC"
17259,"ELYNX-CORP-NET - eLynx Ltd."
17261,"CHEMOILUS - Chemoil Corporation"
17262,"CARNEGIEHALL-NY-881 - Carnegie Hall"
17263,"CLFH-ASN-NM - CITYLINK FIBER HOLDINGS, INC."
17264,"CERNER-COM - Cerner Corporation"
17265,"GGC-6 - Georgia Gulf Corporation"
17266,"HOSTSERVE-NET-AS - Networx Internet & Networking Solutions Inc."
17268,"COSMOCOM - CosmoCom, Inc."
17269,"NCFB-ASN - North Carolina Farm Bureau Mutual Insurance Company Inc"
17270,"NYSTRS-AS1 - New York State Teachers' Retirement System"
17271,"MSH - Management Sciences for Health, Inc."
17272,"ROTH-NET - ROTH CAPITAL PARTNERS, LLC"
17273,"CTX-MORTGAGE - CTX Mortgage Company, LLC"
17274,"RWBAIRD - Robert W. Baird"
17275,"FMAC-I-BILLING - Federal Home Loan Mortgage Corporation"
17276,"SEIC-CORP-1 - SEI Investments"
17277,"CHARTER-17277 - Charter Communications"
17278,"IONACOLLEGE - Iona College"
17279,"KANSAS-BROADBAND-INTERNET - Propel Wireless Internet, LLC"
17280,"ASN-PRIORITY-HEALTH - Priority Health"
17281,"AS-15 - CONSORTIUM FOR WORKER EDUCATION"
17282,"HSNI-LLC - HSN Interactive LLC"
17283,"MARKET-FACTS - Synovate, Inc."
17284,"VONAGE-17284 - Vonage Holdings, Inc."
17285,"VIAMEDIA-LEX-KY - Viamedia, Inc."
17286,"PCRMC-ROLLA - Phelps County Regional Medical Center"
17287,"Universidad de Carabobo"
17288,"KANAKUKMINISTRIES - Kanakuk Ministries"
17289,"VERMILLION-AS - Vermillion Asset Management, LLC"
17290,"BLUE-MOUNTAIN - Bluemountain.com a division of Excite At Home Corp."
17291,"MCMILLIN-SANANTONIO - McMillin Texas Homes, LLC"
17292,"INFOED-INTERNATIONAL - InfoEd International Inc"
17293,"VTXC - VTX Communications"
17294,"CARL - Colorado Alliance of Research Libraries"
17295,"EHI-CALLCENTER - eHealthInsurance Services Inc."
17297,"ACS-COC-TX - CITY OF CARROLLTON - TEXAS"
17298,"ROEHL-AS - ROEHL TRANSPORT, INC."
17299,"IPASS-4 - iPass Incorporated"
17301,"FASTENAL - Fastenal Company"
17302,"HARTE-HANKS - Harte-Hanks Inc."
17303,"MAILMESSENGER - Mailmessenger Networks, Inc."
17305,"WORLDPOST-AS-01 - WorldPost Technologies, Inc."
17306,"NETCONX - JAB Wireless, INC."
17307,"VIRTELA-NET-VCODEN1 Virtela Communications"
17308,"WTI-ASN - WTI, LLC"
17309,"AS7260 - Roosevelt University"
17310,"BVU-2 - BRISTOL VIRGINIA UTILITIES"
17311,"ECMC-BGP - Erie County Medical Center"
17312,"TERNETCONNEC"
17313,"THECBEGROUP - THE CBE GROUP, INC"
17314,"REDHAT-HOSTED - Red Hat, Inc."
17315,"RECYCLEBANK - RecycleBank"
17316,"AETHERQUEST - AetherQuest Solutions, Inc."
17318,"DOMAINTOOLS - DomainTools, LLC"
17319,"MTPCS-ASN - MTPCS LLC"
17320,"CFCU - Coastal Federal Credit Union"
17321,"GAZILLION - Gazillion Entertainment"
17322,"NAVIGY-HOLDINGS - Navigy Holdings, Inc."
17323,"ARA-SWD - Applied Research Associates"
17324,"ALNET - Albert Einstein College of Medicine"
17325,"AUTOPARTINTL - AUTOPART INTERNATIONAL INC"
17326,"CONCORDIA-COLLEGE - Concordia College"
17327,"TSTC-AS - Texas State Technical College at Waco"
17328,"MANULIFE - The Manufacturers Life Insurance Company"
17330,"FIREEYE-AS - FireEye, Inc."
17331,"MINDBYTES-BCP1 - Mindbytes Consultants, Inc."
17332,"SCIENTECH - Scientech,Inc."
17333,"COLLEGE-OF-SAINT-MARY - College of Saint Mary"
17334,"AKAM-SOS-AS17334 - Akamai Technologies, Inc."
17335,"TPLLC-NJ - Third Point LLC"
17336,"PMG-NOR - Poli Mortgage Group Inc."
17337,"J-WASN - J-W Operating Company"
17338,"AS17338 - AOScloud, LLC."
17339,"SAFELITE - Safelite Glass Corp."
17340,"AS-ZERIT - ZER IT LLC"
17341,"STORAGECRAFT-DRAPER - StorageCraft Technology Corporation"
17343,"SFWMD - South Florida Water Management District"
17344,"ENGLEWD-AS - Englewood Hospital"
17345,"PHONEFACTOR-02 - PhoneFactor, Inc."
17346,"BITNIK - Bitnik, Inc"
17347,"PEPCO - Potomac Electric Power Company"
17348,"FULLS-2-AS - FULL SPECTRUM COMMUNICATIONS, INC."
17349,"SUNGARD-AMS-DOM - Sungard Data Systems"
17350,"KMV-LLC - Moody's KMV"
17351,"VAMPCOMM - VAMP Communications, Inc."
17352,"APPLICATIONX - Application X"
17354,"DAKOTA - DakotaPro.biz"
17355,"WSD - Wayzata School District, ISD #284"
17356,"VERMONT-TELE - Vermont Telephone Company, Inc."
17357,"AS-DCI-31 - Development Corporation for Israel"
17358,"ETOLL1 - eToll, Inc."
17359,"TELOV-FL-TPA - Telovations, Inc."
17360,"PNCBANK-RIV - PNC BANK NA"
17361,"BRASS - Sungard Trading System (ASC)"
17362,"NESTEGG - Nestegg, LLC"
17363,"FORTRESSITX-LA - FortressITX"
17364,"SOKA-UNIVERSITY-OF-AMERICA - Soka University of America"
17365,"CITY-OF-FRESNO - City of Fresno"
17366,"ARINCASN - ARINC, Inc."
17367,"382-COM-NY - 382 Communications Corporation"
17368,"TWRS-1V - Towerstream I, Inc."
17369,"CHAPNET - Chapman University"
17370,"MCAFEE-COM - McAfee, Inc."
17371,"BMO-TOR1 - Bank of Montreal"
17372,"BANK-OF-MONTREAL BANK OF MONTREAL IRELAND PLC"
17373,"MCI-COV - MCI WorldCom"
17374,"WALMART - WALMART.COM"
17375,"EXPERIS-DATA-CENTERS-OF-VA-DR-SOLUTIONS - Virginia DR Solutions, LLC"
17376,"Laissez Faire City"
17377,"PWI-DFW - Penson Financial Services, Inc."
17378,"DBSINTL1 - DBS INTERNATIONAL"
17379,"Intelig Telecomunicações Ltda."
17380,"PROJ-MUT-TEL - Project Mutual Telephone Cooperative Association, Inc."
17381,"AS-WSI-ECOM-WEST - Williams-Sonoma"
17382,"HEALTHNOW-NY-AS - HEALTHNOW NEW YORK, INC."
17383,"SBLI-USA - SBLI USA Mutual life Insurnace Company, Inc."
17384,"DIGITEC-INTERACTIVE - Digitec Interactive, LLC"
17385,"ORBITEL - Orbitel Communications, LLC"
17386,"GRAINGER - W.W.GRAINGER"
17387,"ROMANAS - Roman & Associates"
17388,"HOVERNET-AS - Hover Networks, Inc."
17389,"IHS-GROUP - Information Handling Services"
17390,"AT-AND-T AT&T GLOBAL NETWORK SERVICES"
17391,"CPWR-DTW-ASN01 - Compuware Corporation"
17392,"HOLW-GOLD - Holwell Shuster & Goldberg LLP"
17393,"SERVERGRID - The Aldridge Company"
17394,"NETAPP-AS-1 - NetApp, Inc."
17395,"BSTZ-AS - Blakely Sokoloff Taylor & Zafman, LLP"
17396,"TL5-1 - Tech Level 5, LLC"
17397,"OPTIMAL-PAYMENTS - SUREFIRE COMMERCE"
17398,"IPASS-COM - iPass Incorporated"
17399,"BT LATAM Venezuela, S.A."
17400,"EBONET"
17401,"ERTACH S.A."
17402,"EMBARQ-CHSK - Embarq Corporation"
17403,"HSIS-AS - HyperSurf Internet Services, Inc."
17404,"CENTERPOINT-SBW - Centerpoint Marketing, Inc."
17406,"EPSCU - PSCU Service Centers Inc."
17407,"CHERRYROAD-TECH - CherryRoad Technologies, Inc."
17408,"ABOVE-AS-AP AboveNet Communications Taiwan"
17409,"EFTEL-AS-AP EFTel Pty Ltd"
17410,"ASN-NZDG-AP  # AS-NZDG-AP CONVERTED TO ASN-NZDG-AP FOR RPSL COMPLIANCE Anchor House, Hamilton, New Zealand."
17411,"IO-GLOBAL-AP Internet Service Provider"
17412,"WOOSHWIRELESSNZ Woosh Wireless"
17413,"TWART-TW GRADE Technology CO., Ltd."
17414,"SUIO-TW Suio Inc., ADSL Internet Service Provider,"
17415,"TWC-TW Trans World Communication Co., Ltd."
17416,"DWINS-TW DWINS Digital Service Corp.,"
17417,"DYXNET-TW Diyixian.COM (TW) Ltd."
17418,"TAT-TW TRANSASIA INFORMATION SERVICES INC."
17419,"HINET-IPV6-TW HiNet IPv6 Service Network.,"
17420,"ACCSI-TW Acer CyberCenter Services, Inc."
17421,"EMOME-TW Long Distance & Mobile Business Group,"
17422,"PCSNET-TW PACIFIC COMPUTER SYSTEMS INC."
17423,"SUREPREP-AS-AP Sureprep AS"
17424,"GEIS-ASPACHK-AS GEIO ASPAC regional office"
17425,"EPA-AS-TH Provincial Electricity Authority of Thailand."
17426,"PRIMENET-AS-AP Primesoftex Ltd"
17427,"THSUZUKI-AS-AP Thai Suzuki Motor Co.,Ltd."
17428,"CHINA-ABITCOOL 21Vianet.Co.,Ltd"
17429,"BGCTVNET BEIJING GEHUA CATV NETWORK CO.LTD"
17430,"GWBN-CHENGDU Great Wall Broadband Network Service Co.,Ltd"
17431,"TONET Beijing TONEK Information Technology Development Company"
17433,"PHILWEB-AP PhilWeb.Com, Inc."
17434,"RBA-AUS-AP RESERVE BANK OF AUSTRALIA"
17435,"WXC-AS-NZ WorldxChange Communications LTD"
17436,"ICICIBANK-AS ICICIBANK Ltd, Banking, Mumbai"
17437,"ROTHSCHILDAM-AS-AP Rothschild Asset Management"
17438,"IPNET-MELB-AS-AP Melbourne POP"
17439,"NETMAGIC-AP Netmagic Datacenter Mumbai"
17440,"PRONET-AP Putrabu Rajasa Galuh, PT"
17441,"SAWASDEESHOP-AS-AP INTERNET SERVICE PROVIDER"
17442,"CHINANETCENTER-AP Internet Service Provider in China"
17443,"KARNET-AP Karuturi Telecom Pvt Ltd"
17444,"NWT-AS-AP AS number for New World Telephone Ltd."
17446,"POWERLAN-AS-MEL Powerlan Limited"
17447,"NET4-IN Net4India Ltd"
17448,"WEB-COM-AS-AP Web.com.ph Inc."
17449,"DAH-PRIVATEBANK-AS-AP D.A.H. Private Bank"
17450,"ANGKASA-KOMUNIKASI-ID PT Angkasa Komunikasi Global Utama"
17451,"BIZNET-AS-AP BIZNET NETWORKS"
17452,"BITSTOP-AS-AP Bitstop Inc"
17453,"CYQ-AS AUTONOMOUS SYTEM FOR MUMBAI-IDC"
17454,"HASINDONET-AS-ID-AP PT Hasindo Net"
17456,"PDSGUAM-USTRANSPORT-AS-GU-AP Pacific Data Systems"
17457,"YAHOO-AU-AP internet content provider"
17458,"CWNETDG-IO-AP Cable and Wireless"
17459,"M2TELECOMMUNICATIONS-AP M2 Telecommunications Group Ltd"
17460,"AYD-AS-AP Customer name is Ayudhya Capital Auto Lease Public Company Limited which is one financial in Thailand. His website is http://www.krungsriauto.com. Address of company is 3rd Fl., 87/1 Capital Tower and 30th Fl., 87/2 CRC Tower ,All Seasons Place ,Wireless Road.,Lumpini,Pathumwan,Bangkok 10330"
17461,"DPWSAU-AP NSW Department of Commerce"
17462,"INDIGO-AS-AP 8.1 Graphix Row"
17464,"TMIDC-AP Hosting Services (MYLOCA),"
17465,"ASIANET Cable ISP in India"
17466,"GLOBAL-GECIS The AS number for GECIS global for their internet peering"
17467,"HWC-AS-AP Hostworks Pty Ltd"
17468,"TRUE-SERVICE1-AS-AP True Internet Co.,Ltd."
17469,"ACCESSTEL-AS-AP Access Telecom (BD) Ltd."
17470,"ETISALATLK-AS Etisalat Lanka (Pvt) Ltd."
17471,"CYBERNET-BD-AS Grameen Cybernet Ltd. Bangladesh. AS for local peering and transit. Dhaka"
17472,"BNZ-NZ Bank of New Zealand NZ-based networks"
17473,"E2-CLOUD-AS-AP emPOWER Data Services"
17474,"CONCEPT-NET-AS-NZ-AP ConceptNet Limited. Internet Service Provider. New Zealand"
17475,"PENINSULA-CSLOX-AS-TH Siam Chaopraya Holdings Co.,Ltd (The Peninsula Bangkok)"
17476,"INFODYNE-TRANSIT-AS InfoDyne, Inc. Internet and Managed Services"
17477,"MCT-SYDNEY Macquarie Telecom"
17478,"ICS-AS-AP International Community School which is K-12"
17479,"CMU-TH-AP Chiang Mai University"
17480,"CANL CANL"
17481,"ITBASECAMP-AS-AP I.T. Basecamp Pty Ltd"
17482,"HOTON-AS-AP HOTON GUANGZHOU"
17483,"CITYSERV-AS-AP CityOnline Services Ltd"
17484,"WELLINGTONLOOP-NZ-AP The Wellington Schools Loop Network, "
17485,"TID-HK-AP Trade and Industry Department, the Government of the Hong Kong Special Administrative Region"
17486,"SWIFTEL1-AP People Telecom Pty. Ltd."
17487,"ICBCASIA-AP Industrial and Commercial Bank"
17488,"HATHWAY-NET-AP Hathway IP Over Cable Internet"
17489,"NIIT-CSLOX-AS-TH NIIT Technologies (Thailand) Ltd."
17490,"ETFIBER-AS Broadhand IP Network based DWDM"
17491,"CONSULTTECH-AP CONSULTTECH AS Number"
17492,"VECTOR-COMMUNICATIONS-AS Vector Communications LTD."
17493,"AMAZON-AP-RESOURCES-AS-AP-SIN Amazon Asia-Pacific Resources Private Limited"
17494,"BTTB-AS-AP Telecom Operator & Internet Service Provider as well"
17495,"GATEWAY-AP BROADBAND WIRELESSS INTERNET SERVICE PROVIDER"
17496,"VISION-AU Leica Microsystems Biosystems Division Melbourne and Invetech"
17497,"ENTERPRISEITPTYLTD-AS-AP Enterprise IT Pty Ltd. ISP and Hosting Centre Albury"
17498,"CINENET-AS-AP Cinenet Systems Pty Ltd"
17499,"CLUB21-CSLOXINFO-AS-TH Club21"
17500,"TELSTRAGLOBAL-IX-HK-AP Reach Networks HK Ltd."
17501,"WLINK-NEPAL-AS-AP WorldLink Communications Pvt Ltd"
17502,"ASIAINFRA-TW-AP AsiaInfra International Ltd."
17503,"JPNIC-JP-ASN-BLOCK Japan Network Information Center"
17504,"NETCOM NRI Netcom, Ltd."
17505,"SBMOBILE SOFTBANK MOBILE Corp."
17506,"UCOM UCOM Corp."
17507,"JPNIC-JP-ASN-BLOCK Japan Network Information Center"
17508,"JPNIC-JP-ASN-BLOCK Japan Network Information Center"
17509,"STARNET STARNET Co.,Ltd."
17510,"ISID INFORMATION SERVICES INTERNATIONAL - DENTSU, LTD."
17511,"K-OPTICOM K-Opticom Corporation"
17512,"JAL Japan Airlines International Co., Ltd."
17513,"KIDS-NET Kids-way Corporation"
17514,"AICS Otsuka Corp."
17515,"JPNIC-JP-ASN-BLOCK Japan Network Information Center"
17516,"NTTCOMWARE NTT COMWARE CORPORATION"
17517,"JPNIC-JP-ASN-BLOCK Japan Network Information Center"
17518,"SHIOJIRI Shiojiri City"
17519,"JPNIC-JP-ASN-BLOCK Japan Network Information Center"
17520,"JPNIC-JP-ASN-BLOCK Japan Network Information Center"
17521,"KUT Kochi University of Technology"
17522,"NTT-WEST NIPPON TELEGRAPH AND TELEPHONE WEST CORPORATION"
17523,"AOYAMA Aoyama Gakuin University"
17524,"DSN DS Networks"
17525,"M-NET Japan Cablenet Limited"
17526,"JPNIC-JP-ASN-BLOCK Japan Network Information Center"
17527,"MEDIAS CHITA MEDIAS NETWORK INC."
17528,"COSMOS-NET Okinawa Tele Message Corporation"
17529,"MEDIACAT COMMUNITY NETWORK CENTER INC."
17530,"NNS Nihon Network Service Co, .Ltd."
17531,"JPNIC-JP-ASN-BLOCK Japan Network Information Center"
17532,"T-KOUGEI Tokyo Polytechnic University"
17533,"JPNIC-JP-ASN-BLOCK Japan Network Information Center"
17534,"NSK NSK Co.,Ltd."
17535,"GENISYST-AS-AP Genisyst Pty Ltd"
17536,"TVP-HOLDING-COMPANY-AP TVP HOLDING COMPANY-AP"
17537,"JOSNSCHKAS-AP Jardine OneSolution"
17538,"CIRCLECOM-AS-ID-AP PT. Circlecom Nusantara Indonesia"
17539,"ASN-NCKHI-AP NetSol Connect"
17540,"MTL-AP Modern Terminals Limited"
17541,"PACCESS-AS Professional Access,"
17542,"HORTRESEARCH-AS-NZ-AP HortResearch Limited"
17543,"MELB-IT-US-AS Melbourne IT US"
17544,"INTELSAT-AP ASN for Intelsat Asia-Pac Network"
17545,"DATACOMMALAYSIA-AS-AP Datacom - Malaysia"
17546,"JIGSAW-NON-AP Jigsaw Technology, Sydney"
17547,"QALA-SG-AP M1 CONNECT PTE. LTD."
17548,"ATOSINFOTECH-SG-AP ATOS Information Technology (Singapore) Pte Ltd"
17549,"NCS-SG-AP IDC of NCS in Singapore"
17550,"SMC-AS-AP San Miguel Corporation"
17551,"DCSINTERNET-AS-AP DCS Internet"
17552,"TRUE-AS-AP True Internet Co.,Ltd."
17553,"IPBNET-AS-AP Bogor Agricultural University"
17554,"CITIC-HK-AP Citic Telecom International (Data) Limited."
17555,"SPRINGFIELD-AS-AP Springfield NOC"
17556,"TRUE-SUB1-AS-AP TRUE INTERNET Co.,Ltd."
17557,"PKTELECOM-AS-PK Pakistan Telecommunication Company Limited"
17558,"GLOBALONE-SG-AP Orange Business VPN Gallery"
17559,"SPECTUM-NON-AP Spectrums Core Network"
17560,"ASN-PACIFIC-INTERNET-IX Pacific Internet Ltd"
17561,"DOFWA-AP Department of Finance - Western Australia"
17562,"DATACOM-SYSTEMS Datacom Systems (NSW)"
17563,"NEXLINX-AS-AP Autonomous System Number for Nexlinx"
17564,"GITN-PCN-AS-AP GITN (M) Sdn. Bhd."
17565,"ADC-BUDDYB-AS Advance Datanetwork Communications Co.,Ltd. BuddyB service. Bangkok"
17566,"POWERLAN-SYD-AS Powerlan Limited"
17567,"IREX-AS-KR Airport Railroad Co ltd"
17568,"SCCK-AS-KR Standard Chatered Capital (Korea)"
17569,"AJMOTOR-AS-KR AJOU MOTOR COLLEGE"
17570,"SKGLOBAL-AS-KR SK Global co., Ltd"
17571,"HANACARDEMS HANASK card"
17572,"HDLNET-AS-KR Hyundai Logistics"
17573,"MINS-AS-KR Qrix Daegu, inc"
17574,"SMGCC-AS-KR Seoul Metropolitan Government Computer Center"
17575,"CAUNET-AS-KR CHUNG-ANG UNIVERSITY"
17576,"KOSEF-AS-KR Korea Science and Engineering Foundation"
17577,"GIGAPASS-AS-KR YOUNGNAM CABLE NETWORK"
17578,"HALLA-AS-KR CHEJU HALLA UNIVERSITY"
17579,"KREONET2-AS-KR Korea Institute of Science and Technology Information"
17580,"KRNIC-AS-BLOCK KRNIC"
17581,"HCH-AS-KR SUSUNG BROADCASTING CO., LTD."
17582,"KIC-AS-KR Korea Investment Corporation"
17583,"KCNNET-AS-KR Keumgang Cable Network"
17584,"ICE-AS-KR Inchon Metropolitan  Office Of Education"
17585,"PPS-AS-KR Public Procurement Service The Republic of Korea"
17586,"NARASPEEDNET-AS-KR Nara Cable TV Inc"
17587,"EDUHANSOL-AS-KR HANSOL GYOYOOK"
17588,"DAEGUBANK-AS-KR The Daegu Bank, Ltd"
17589,"GABIA-AS-KR GABIA Inc."
17590,"KGPC-AS-KR Korea Game Promotion Center"
17591,"KRFNET-AS-KR korea Research Foundation"
17592,"IBK-AS-KR Industrial Bank of Korea"
17593,"NONGSHIM-AS-KR NDS Coporation"
17594,"INTERTNS-AS-KR INNOSOFT. INC."
17595,"KINSNET-AS-KR Korea Institute of Nuclear Safety"
17596,"CST21-AS-KR Computer Solution Technology co.,ltd."
17597,"SAEROMNET-AS-KR TBROAD Saerom Broadcasting"
17598,"YBN-AS-KR YBN"
17599,"YUHAN-AS-KR Yuhan College"
17600,"ENVICO-AS-KR Korea Environment & Resources Corporation"
17601,"KCGF-AS-KR KOREA CREDIT GUARANTEE FUND"
17602,"GNEDU-AS-KR Kyongnam Education Science Research-center"
17603,"KUMOH-AS-KR Kumoh National University Technology"
17604,"KIISS-AS-KR NCA"
17605,"MJIDC-AS-KR Myongji college"
17606,"HJS-AS-KR Hanjing Shipping"
17607,"ATT7192-AS-KR ATT GNS korea"
17608,"ABN-AS-KR ABN"
17609,"SILLAUNIVERSITY-AS-KR Silla Univ."
17610,"ABRAIN-AS-KR ABRAIN"
17611,"GWANAKGU-AS-KR Gwanak-Gu OFFICE"
17612,"MAPOGU-AS-KR Mapo-gu Office"
17613,"CICKOREA-AS-KR CICKOREA"
17614,"GEUMGANG-AS-KR Geumgang University"
17615,"CJU-AS-KR Cheongju University"
17616,"HICARDIRECT-AS-KR Hyundai Hicar Direct Car Insurance Co.,ltd"
17617,"NYP-AS-AP Nanyang Polytechnic"
17618,"DTF-WA-GOV-AU-AP Department of Treasury & Finance, Western Australia"
17619,"POWERNETIX-AS POWERNETIX"
17620,"CNCGROUP-BJ CNCGROUP IP network of Beijing region MAN network"
17621,"CNCGROUP-SH China Unicom Shanghai network"
17622,"CNCGROUP-GZ China Unicom Guangzhou network"
17623,"CNCGROUP-SZ China Unicom Shenzen network"
17624,"QUALCOMM-BLR-AS-AP Qualcomm Inc. Bangalore AS, Developer of CDMA Technology India"
17625,"BLAZENET-IN-AP BlazeNet's Network"
17627,"MTT-AS-AP Dialog Broadband Networks (Pvt.) Ltd."
17628,"PERTHIX-AS-AP Perth iX"
17629,"BACKBONE-WUHAN-AP Backbone of Wuhan Metropolitan Area Network"
17630,"HKEDCITY-AS-HK-AP Hong Kong Education City Ltd"
17631,"IBS-AS-AP Internet Business Solutions"
17632,"BCLNET-AS-AU Barristers Chambers' Limited"
17633,"CHINATELECOM-SD-AS-AP ASN for Shandong Provincial Net of CT"
17634,"CENTRALTRADING-CSLOXINFO-TH-AS Central Trading Co.,Ltd."
17635,"EMERGE-AS-AP Emerge Technologies Pty Ltd"
17636,"T-SYSTEMS-SG T-SYSTEMS SINGAPORE for BOSCH"
17637,"RDSL-AS-VIC1-AP Autonomous System number for Melbourne POA."
17638,"CHINATELECOM-TJ-AS-AP ASN for TIANJIN Provincial Net of CT"
17639,"COMCLARK-AS ComClark Network & Technology Corp."
17640,"AMNET-AU-AP Amnet IT Services Pty Ltd"
17641,"MGH-INFOTECH-AS-AP MGH INFOTECH LTD. Infotech AS"
17642,"RDSL-NATIONAL-AS Request Broadband BGP AS number"
17643,"RDSL-AS-WA1 RequestDSL BGP AS# for Perth POA"
17644,"IQNET-AS-AP Iqnet Pty Ltd"
17645,"NTT-SG-AP ASN - NTT SINGAPORE PTE LTD"
17646,"WAVE-NZ-AS-AP Wave Internet Services Network"
17647,"CSC-AU-AP CSC Australia"
17648,"HECL-AS HUGHES ESCORTS COMMUNICATIONS LIMITED IS A SATELLITE BASED BROADBAND ISP & ASP"
17649,"DMZGLOBAL-AP DMZGlobal Ltd"
17650,"GLOBALONE-MY-AP Orange Business"
17651,"ABOVENET-AS-AP-2 AboveNet Communications Taiwan"
17652,"MauritiusTelecom"
17653,"GCHK-HK-AP GlobeCast Hong Kong"
17654,"WESTERNPOWER-AU-AP Western Power Corporation"
17655,"GDEAGLE Guang Dong Eagle Communications Co., Ltd."
17656,"MOEBIUS-NZ-AP Moebius Systems Ltd"
17657,"IBM-HK-AP e-Business Hosting Services"
17658,"PRIMANET-AS PrimaNet - PT. Khasanah Timur Indonesia"
17659,"MAINT-AU-NEWSAT NewSat Ltd"
17660,"DRUKNET-AS DrukNet ISP"
17661,"EDGE-JP AS for DATAHOTEL, which is one of iDC in Japan,"
17662,"NETSTAR-AP NetStar Networks Systems Integrator Sydney Head Office"
17663,"HNZC-PRIMARY-AS-AP Housing New Zealand Corporation Internet"
17664,"CYBER-AP Cyber Solutions Inc."
17665,"IN2CABLE-AP AS Number of In2cable.com (India) Ltd."
