City/Town,Ward,Pct,"Joseph R. Biden, Jr.",Donald J. Trump,Jo Jorgensen,Howard Hawkins,All Others,No Preference,Blanks,Total Votes Cast,Biden Percentage,Trump Percentage,Total,White,Black or African American,American Indian and Alaska Native,Asian,Native Hawaiian and Other Pacific Islander,Some Other Race,Two or More Races,Total.1,White (alone),Black or African American (alone),Hispanic or Latino (alone),American Indian and Alaska Native (alone),Asian (alone),Native Hawaiian and Other Pacific Islander (alone),Some Other Race/Ethnicity (alone),Two or More Races/Ethnicities (alone),Black Percentage,Native American Percentage,Asian Percentage,Native Hawaiian/Pacific Islander Percentage,Other Race Percentage,Two or more races Percentage,Hispanic Percentage,White Percentage
Boston,14,7,657,47,5,2,1,0,1,713,92.14586255,6.591865358,1388,94,1085,7,10,0,126,66,1388,20,1016,286,7,7,0,11,41,78.17,0.5,0.72,0,9.08,4.76,20.61,6.77
Boston,14,8,797,33,7,5,3,0,2,847,94.09681228,3.896103896,1494,147,1206,2,12,1,84,42,1494,93,1162,190,2,11,0,5,31,80.72,0.13,0.8,0.07,5.62,2.81,12.72,9.84
Boston,14,9,739,48,1,5,4,0,6,803,92.02988792,5.97758406,1384,102,931,12,17,0,242,80,1384,13,844,459,5,17,0,19,27,67.27,0.87,1.23,0,17.49,5.78,33.16,7.37
Boston,14,10,816,71,2,2,2,0,1,894,91.27516779,7.941834452,1937,205,1254,12,17,3,350,96,1937,26,1131,661,9,16,3,36,55,64.74,0.62,0.88,0.15,18.07,4.96,34.12,10.58
Boston,14,11,772,43,4,3,3,0,8,833,92.67707083,5.162064826,1307,42,1065,3,10,0,121,66,1307,20,992,224,2,10,0,20,39,81.48,0.23,0.77,0,9.26,5.05,17.14,3.21
Boston,14,12,450,19,2,6,2,0,2,481,93.55509356,3.95010395,809,28,680,1,9,0,74,17,809,3,646,121,1,9,0,25,4,84.05,0.12,1.11,0,9.15,2.1,14.96,3.46
Boston,14,13,640,31,4,5,0,0,5,685,93.43065693,4.525547445,1206,38,1024,6,11,0,73,54,1206,18,973,149,1,11,0,17,37,84.91,0.5,0.91,0,6.05,4.48,12.35,3.15
Boston,14,14,773,28,4,1,2,0,2,810,95.43209877,3.456790123,1350,10,1203,3,5,0,86,43,1350,5,1127,179,2,5,0,3,29,89.11,0.22,0.37,0,6.37,3.19,13.26,0.74
Boston,15,1,908,78,4,1,3,0,4,998,90.98196393,7.815631263,1938,266,969,9,44,0,507,143,1938,130,874,554,7,44,0,223,106,50,0.46,2.27,0,26.16,7.38,28.59,13.73
Boston,15,2,618,47,1,3,0,0,7,676,91.42011834,6.952662722,1270,74,787,5,8,0,297,99,1270,34,749,206,3,8,0,176,94,61.97,0.39,0.63,0,23.39,7.8,16.22,5.83
Boston,15,3,363,45,4,1,0,0,1,414,87.68115942,10.86956522,875,75,418,3,31,0,260,88,875,56,383,164,3,28,0,163,78,47.77,0.34,3.54,0,29.71,10.06,18.74,8.57
Boston,15,4,1029,205,7,5,8,0,10,1264,81.40822785,16.21835443,2477,366,912,2,389,1,562,245,2477,262,855,397,2,389,0,366,206,36.82,0.08,15.7,0.04,22.69,9.89,16.03,14.78
Boston,15,5,754,76,7,2,2,0,3,844,89.33649289,9.004739336,1661,214,964,13,92,0,261,117,1661,72,878,422,7,92,0,115,75,58.04,0.78,5.54,0,15.71,7.04,25.41,12.88
Boston,15,6,315,221,2,5,2,0,3,548,57.48175182,40.32846715,1038,329,154,1,459,0,57,38,1038,313,144,75,1,459,0,11,35,14.84,0.1,44.22,0,5.49,3.66,7.23,31.7
Boston,15,7,615,57,4,3,1,0,3,683,90.04392387,8.345534407,1305,165,660,3,22,0,329,126,1305,126,608,222,1,21,0,228,99,50.57,0.23,1.69,0,25.21,9.66,17.01,12.64
Boston,15,8,482,171,5,1,2,0,4,665,72.48120301,25.71428571,1319,208,562,6,302,2,169,70,1319,133,531,236,6,300,2,56,55,42.61,0.45,22.9,0.15,12.81,5.31,17.89,15.77
Boston,15,9,499,153,5,5,2,0,2,666,74.92492492,22.97297297,1362,266,472,5,353,1,200,65,1362,239,457,181,3,351,0,90,41,34.65,0.37,25.92,0.07,14.68,4.77,13.29,19.53
Boston,16,1,556,218,6,1,4,0,6,791,70.29077118,27.56005057,1581,388,444,5,566,0,125,53,1581,327,419,192,4,561,0,35,43,28.08,0.32,35.8,0,7.91,3.35,12.14,24.54
Boston,16,2,479,213,12,4,7,0,2,717,66.80613668,29.70711297,961,580,123,2,187,0,49,20,961,546,115,76,1,187,0,24,12,12.8,0.21,19.46,0,5.1,2.08,7.91,60.35
Boston,16,3,800,211,7,7,3,0,3,1031,77.59456838,20.46556741,1745,341,736,5,475,0,109,79,1745,313,709,122,2,475,0,58,66,42.18,0.29,27.22,0,6.25,4.53,6.99,19.54
Boston,16,4,752,200,8,0,3,0,5,968,77.68595041,20.66115702,2177,685,688,9,481,0,211,103,2177,624,657,210,5,477,0,120,84,31.6,0.41,22.09,0,9.69,4.73,9.65,31.47
Boston,16,5,788,255,5,3,3,0,5,1059,74.40982059,24.07932011,1213,723,186,4,178,0,85,37,1213,688,167,126,2,178,0,24,28,15.33,0.33,14.67,0,7.01,3.05,10.39,59.6
Boston,16,6,1021,297,9,11,9,0,11,1358,75.18409426,21.87039764,2277,580,881,4,577,1,146,88,2277,502,816,260,3,577,1,57,61,38.69,0.18,25.34,0.04,6.41,3.86,11.42,25.47
Boston,16,7,647,329,12,7,11,0,4,1010,64.05940594,32.57425743,1361,1032,184,3,93,2,36,11,1361,1006,170,61,2,91,2,19,10,13.52,0.22,6.83,0.15,2.65,0.81,4.48,75.83
Boston,16,8,828,290,14,7,9,0,8,1156,71.62629758,25.08650519,1548,922,358,7,162,0,42,57,1548,901,331,93,7,161,0,10,45,23.13,0.45,10.47,0,2.71,3.68,6.01,59.56
Boston,16,9,698,512,16,3,6,0,8,1243,56.154465,41.19066774,1655,1514,55,3,51,0,15,17,1655,1490,54,45,0,51,0,2,13,3.32,0.18,3.08,0,0.91,1.03,2.72,91.48
Boston,16,10,657,397,14,7,7,0,7,1089,60.33057851,36.45546373,1559,1191,184,1,116,2,32,33,1559,1158,174,70,1,116,1,10,29,11.8,0.06,7.44,0.13,2.05,2.12,4.49,76.4
Boston,16,11,761,364,9,6,5,0,6,1151,66.1164205,31.6246742,1575,1084,283,5,140,0,33,30,1575,1049,272,78,5,135,0,14,22,17.97,0.32,8.89,0,2.1,1.9,4.95,68.83
Boston,16,12,524,497,8,4,8,0,4,1045,50.14354067,47.55980861,1289,1208,46,4,16,0,9,6,1289,1197,45,15,4,16,0,6,6,3.57,0.31,1.24,0,0.7,0.47,1.16,93.72
Boston,17,1,679,56,3,2,1,0,0,741,91.63292848,7.557354926,1313,132,961,16,4,0,132,68,1313,44,927,243,4,4,0,32,59,73.19,1.22,0.3,0,10.05,5.18,18.51,10.05
Boston,17,2,530,65,2,6,0,0,3,606,87.45874587,10.72607261,983,85,617,6,93,2,124,56,983,55,563,176,1,91,0,51,46,62.77,0.61,9.46,0.2,12.61,5.7,17.9,8.65
Boston,17,3,1172,91,7,4,11,0,7,1292,90.7120743,7.043343653,1996,338,1383,2,40,3,151,79,1996,267,1330,273,1,40,0,35,50,69.29,0.1,2,0.15,7.57,3.96,13.68,16.93
Boston,17,4,1317,183,11,5,8,0,10,1534,85.85397653,11.92959583,2105,514,1236,10,160,0,102,83,2105,492,1190,145,10,158,0,45,65,58.72,0.48,7.6,0,4.85,3.94,6.89,24.42
Boston,17,5,552,31,1,4,0,0,2,590,93.55932203,5.254237288,981,48,777,9,17,1,86,43,981,20,718,189,3,17,1,6,27,79.2,0.92,1.73,0.1,8.77,4.38,19.27,4.89
Boston,17,6,864,74,6,2,3,0,1,950,90.94736842,7.789473684,1526,386,790,10,130,1,137,72,1526,329,745,220,8,130,0,36,58,51.77,0.66,8.52,0.07,8.98,4.72,14.42,25.29
Boston,17,7,467,27,0,0,4,0,1,499,93.58717435,5.410821643,803,44,684,4,10,0,28,33,803,40,660,59,3,10,0,12,19,85.18,0.5,1.25,0,3.49,4.11,7.35,5.48
Boston,17,8,773,53,5,5,1,0,3,840,92.02380952,6.30952381,1261,100,1002,9,10,0,91,49,1261,59,958,191,2,10,0,14,27,79.46,0.71,0.79,0,7.22,3.89,15.15,7.93
Boston,17,9,657,49,6,4,4,0,4,724,90.74585635,6.767955801,1032,430,463,3,55,0,49,32,1032,387,444,97,3,55,0,18,28,44.86,0.29,5.33,0,4.75,3.1,9.4,41.67
Boston,17,10,1002,63,2,5,2,0,5,1079,92.86376274,5.838739574,1842,111,1537,5,13,0,116,60,1842,68,1471,197,4,13,0,37,52,83.44,0.27,0.71,0,6.3,3.26,10.69,6.03
Boston,17,11,416,22,4,5,1,0,3,451,92.23946785,4.87804878,708,103,486,1,41,0,54,23,708,86,468,66,1,41,0,31,15,68.64,0.14,5.79,0,7.63,3.25,9.32,14.55
Boston,17,12,676,54,2,2,1,0,4,739,91.47496617,7.307171854,1011,132,750,2,45,0,45,37,1011,120,729,76,2,42,0,16,26,74.18,0.2,4.45,0,4.45,3.66,7.52,13.06
Boston,17,13,826,187,13,3,5,0,7,1041,79.34678194,17.96349664,1535,840,458,2,121,0,52,62,1535,812,440,96,2,120,0,14,51,29.84,0.13,7.88,0,3.39,4.04,6.25,54.72
Boston,17,14,853,127,10,4,4,0,2,1000,85.3,12.7,1412,429,821,0,70,3,45,44,1412,397,792,106,0,70,0,17,30,58.14,0,4.96,0.21,3.19,3.12,7.51,30.38
Boston,18,1,1305,81,2,6,3,0,2,1399,93.28091494,5.789849893,2382,221,1849,20,28,0,174,90,2382,166,1748,358,9,28,0,22,51,77.62,0.84,1.18,0,7.3,3.78,15.03,9.28
Boston,18,2,984,37,1,7,2,0,4,1035,95.07246377,3.574879227,1772,46,1598,8,17,1,51,51,1772,22,1544,131,4,16,0,12,43,90.18,0.45,0.96,0.06,2.88,2.88,7.39,2.6
Boston,18,3,1119,35,0,2,2,0,7,1165,96.05150215,3.004291845,2048,98,1776,19,18,2,68,67,2048,51,1727,178,15,17,2,7,51,86.72,0.93,0.88,0.1,3.32,3.27,8.69,4.79
Boston,18,4,1161,67,5,2,1,0,3,1239,93.70460048,5.407586764,2024,96,1764,5,9,0,95,55,2024,70,1711,168,5,9,0,21,40,87.15,0.25,0.44,0,4.69,2.72,8.3,4.74
Boston,18,5,1203,57,5,5,2,0,5,1277,94.20516836,4.463586531,1923,104,1681,24,4,0,56,54,1923,82,1630,147,10,4,0,13,37,87.42,1.25,0.21,0,2.91,2.81,7.64,5.41
Boston,18,6,1437,54,5,5,3,0,7,1511,95.10258107,3.573792191,1999,171,1672,8,13,0,69,66,1999,110,1632,184,7,13,0,6,47,83.64,0.4,0.65,0,3.45,3.3,9.2,8.55
Boston,18,7,1029,136,7,2,3,0,3,1180,87.20338983,11.52542373,1688,621,653,18,62,0,277,57,1688,410,584,587,8,59,0,17,23,38.68,1.07,3.67,0,16.41,3.38,34.77,36.79
Boston,18,8,1746,197,8,4,2,0,8,1965,88.85496183,10.02544529,3041,859,1642,15,58,2,356,109,3041,566,1548,791,5,57,2,16,56,54,0.49,1.91,0.07,11.71,3.58,26.01,28.25
Boston,18,9,963,191,6,7,7,0,4,1178,81.74872666,16.2139219,1606,960,372,7,41,1,160,65,1606,847,345,318,6,40,1,18,31,23.16,0.44,2.55,0.06,9.96,4.05,19.8,59.78
Boston,18,10,1517,244,5,9,14,0,14,1803,84.13754853,13.53300055,2337,1576,371,13,89,0,212,76,2337,1364,351,470,5,87,0,25,35,15.88,0.56,3.81,0,9.07,3.25,20.11,67.44
Boston,18,11,865,108,8,0,10,0,12,1003,86.24127617,10.76769691,1410,415,707,9,29,0,194,56,1410,298,664,390,4,28,0,7,19,50.14,0.64,2.06,0,13.76,3.97,27.66,29.43
Boston,18,12,987,194,6,6,3,0,1,1197,82.45614035,16.20718463,1777,951,600,11,40,1,114,60,1777,803,561,342,8,38,1,3,21,33.76,0.62,2.25,0.06,6.42,3.38,19.25,53.52
Boston,18,13,621,86,1,2,2,0,3,715,86.85314685,12.02797203,1147,381,578,3,33,0,116,36,1147,286,546,246,2,33,0,13,21,50.39,0.26,2.88,0,10.11,3.14,21.45,33.22
Boston,18,14,671,83,9,5,3,0,2,773,86.80465718,10.7373868,1284,345,692,5,23,0,169,50,1284,222,647,349,2,20,0,17,27,53.89,0.39,1.79,0,13.16,3.89,27.18,26.87
Boston,18,15,1068,84,4,2,2,0,4,1164,91.75257732,7.216494845,1723,301,1195,6,20,0,151,50,1723,215,1131,330,5,20,0,4,18,69.36,0.35,1.16,0,8.76,2.9,19.15,17.47
Boston,18,16,982,334,10,8,6,0,9,1349,72.79466271,24.7590808,1733,1194,380,8,39,5,73,34,1733,1118,355,191,2,38,0,7,22,21.93,0.46,2.25,0.29,4.21,1.96,11.02,68.9
Boston,18,17,983,200,10,5,5,0,8,1211,81.17258464,16.51527663,1650,689,665,10,44,1,171,70,1650,576,616,374,4,44,1,7,28,40.3,0.61,2.67,0.06,10.36,4.24,22.67,41.76
Boston,18,18,1233,242,8,5,8,0,6,1502,82.09054594,16.11185087,2356,1007,985,6,17,4,253,84,2356,827,913,537,4,17,0,16,42,41.81,0.25,0.72,0.17,10.74,3.57,22.79,42.74
Boston,18,19,1671,301,8,8,10,0,15,2013,83.01043219,14.95280676,2594,1046,1180,8,70,3,199,88,2594,864,1125,467,3,68,0,17,50,45.49,0.31,2.7,0.12,7.67,3.39,18,40.32
Boston,18,20,1158,437,19,8,6,0,8,1636,70.78239609,26.71149144,2279,1486,518,5,42,1,169,58,2279,1417,490,254,4,42,1,38,33,22.73,0.22,1.84,0.04,7.42,2.54,11.15,65.2
Boston,18,21,1311,59,4,6,5,0,5,1390,94.31654676,4.244604317,2119,111,1810,11,2,0,123,62,2119,61,1748,237,7,1,0,20,45,85.42,0.52,0.09,0,5.8,2.93,11.18,5.24
Boston,18,22,1031,330,12,9,8,0,9,1399,73.69549678,23.58827734,1753,1115,385,4,32,2,162,53,1753,945,355,387,1,28,2,10,25,21.96,0.23,1.83,0.11,9.24,3.02,22.08,63.61
Boston,18,23,885,112,4,3,4,0,7,1015,87.19211823,11.03448276,1195,255,743,6,11,0,148,32,1195,165,696,305,0,11,0,8,10,62.18,0.5,0.92,0,12.38,2.68,25.52,21.34
Boston,19,1,1036,40,12,10,4,0,0,1102,94.01088929,3.629764065,1990,1588,118,17,69,0,112,86,1990,1438,104,327,4,67,0,10,40,5.93,0.85,3.47,0,5.63,4.32,16.43,79.8
Boston,19,2,1095,216,10,4,17,0,13,1355,80.81180812,15.94095941,1878,1545,87,7,177,0,15,47,1878,1497,83,82,6,175,0,0,35,4.63,0.37,9.42,0,0.8,2.5,4.37,82.27
Boston,19,3,895,56,7,3,6,0,1,968,92.45867769,5.785123967,1308,1121,61,4,65,3,19,35,1308,1080,59,66,0,64,3,6,30,4.66,0.31,4.97,0.23,1.45,2.68,5.05,85.7
Boston,19,4,1262,29,6,12,6,0,5,1320,95.60606061,2.196969697,1234,1038,61,3,41,0,48,43,1234,980,57,114,2,41,0,5,35,4.94,0.24,3.32,0,3.89,3.48,9.24,84.12
Boston,19,5,1007,76,6,8,3,0,4,1104,91.21376812,6.884057971,1582,1239,158,8,70,0,71,36,1582,1125,143,209,5,70,0,8,22,9.99,0.51,4.42,0,4.49,2.28,13.21,78.32
Boston,19,6,1446,54,4,9,5,0,5,1523,94.9441891,3.545633618,1665,1390,123,8,69,0,33,42,1665,1319,110,125,6,69,0,6,30,7.39,0.48,4.14,0,1.98,2.52,7.51,83.48
Boston,19,7,1375,94,11,13,6,0,6,1505,91.36212625,6.245847176,1717,1105,211,8,136,0,184,73,1717,941,198,388,2,136,0,11,41,12.29,0.47,7.92,0,10.72,4.25,22.6,64.36
Boston,19,8,692,36,6,2,7,0,2,745,92.88590604,4.832214765,843,754,27,1,28,0,12,21,843,728,27,38,1,28,0,4,17,3.2,0.12,3.32,0,1.42,2.49,4.51,89.44
Boston,19,9,674,43,5,6,5,0,1,734,91.82561308,5.858310627,844,707,40,1,66,0,11,19,844,661,39,60,0,66,0,3,15,4.74,0.12,7.82,0,1.3,2.25,7.11,83.77
Boston,19,10,1214,161,5,3,4,0,8,1395,87.02508961,11.54121864,1817,1097,474,6,36,3,142,59,1817,928,425,394,4,35,3,6,22,26.09,0.33,1.98,0.17,7.82,3.25,21.68,60.37
Boston,19,11,1033,112,9,5,2,0,7,1168,88.44178082,9.589041096,1386,469,390,7,73,0,364,83,1386,232,342,694,2,73,0,7,36,28.14,0.51,5.27,0,26.26,5.99,50.07,33.84
Boston,19,12,864,110,2,4,1,0,4,985,87.71573604,11.16751269,1133,750,237,7,19,1,74,45,1133,656,220,212,5,18,1,1,20,20.92,0.62,1.68,0.09,6.53,3.97,18.71,66.2
Boston,19,13,732,105,4,6,5,0,2,854,85.71428571,12.29508197,1850,792,581,10,42,5,321,99,1850,516,516,732,2,42,4,9,29,31.41,0.54,2.27,0.27,17.35,5.35,39.57,42.81
Boston,20,1,1011,235,12,4,9,0,9,1280,78.984375,18.359375,1872,1672,79,4,55,0,44,18,1872,1603,71,115,1,54,0,13,15,4.22,0.21,2.94,0,2.35,0.96,6.14,89.32
Boston,20,2,1113,208,8,9,5,0,4,1347,82.62806236,15.44172235,1786,1285,248,9,67,0,120,57,1786,1129,218,333,3,66,0,7,30,13.89,0.5,3.75,0,6.72,3.19,18.65,71.95
Boston,20,3,926,382,13,13,5,0,2,1341,69.05294556,28.48620433,1967,1118,543,4,121,0,133,48,1967,1001,508,298,4,121,0,7,28,27.61,0.2,6.15,0,6.76,2.44,15.15,56.84
Boston,20,4,991,116,4,9,3,0,2,1125,88.08888889,10.31111111,1132,972,74,0,21,0,42,23,1132,941,69,85,0,21,0,3,13,6.54,0,1.86,0,3.71,2.03,7.51,85.87
Boston,20,5,927,401,8,3,5,0,11,1355,68.41328413,29.59409594,2961,2444,180,6,183,1,106,41,2961,2324,161,245,4,183,1,10,33,6.08,0.2,6.18,0.03,3.58,1.38,8.27,82.54
Boston,20,6,1056,342,20,10,9,0,12,1449,72.87784679,23.60248447,1978,1797,67,8,64,1,17,24,1978,1735,67,82,7,63,1,3,20,3.39,0.4,3.24,0.05,0.86,1.21,4.15,90.85
Boston,20,7,678,185,14,7,6,0,4,894,75.83892617,20.6935123,1072,977,41,4,28,0,13,9,1072,933,37,62,4,28,0,2,6,3.82,0.37,2.61,0,1.21,0.84,5.78,91.14
Boston,20,8,801,187,9,6,3,0,0,1006,79.6222664,18.58846918,1391,1117,113,8,45,0,70,38,1391,1056,102,162,1,45,0,2,23,8.12,0.58,3.24,0,5.03,2.73,11.65,80.3
Boston,20,9,865,227,3,9,5,0,6,1115,77.57847534,20.35874439,1481,1136,188,1,14,0,109,33,1481,1027,176,243,0,14,0,7,14,12.69,0.07,0.95,0,7.36,2.23,16.41,76.7
Boston,20,10,1118,487,18,5,11,0,12,1651,67.71653543,29.49727438,1488,1248,71,0,95,1,53,20,1488,1191,60,122,0,94,1,8,12,4.77,0,6.38,0.07,3.56,1.34,8.2,83.87
Boston,20,11,560,173,5,7,4,0,1,750,74.66666667,23.06666667,816,732,22,0,40,1,7,14,816,708,18,35,0,40,1,1,13,2.7,0,4.9,0.12,0.86,1.72,4.29,89.71
Boston,20,12,668,250,12,3,11,0,3,947,70.53854277,26.39915523,1044,989,15,0,30,0,5,5,1044,974,14,23,0,30,0,0,3,1.44,0,2.87,0,0.48,0.48,2.2,94.73
Boston,20,13,581,260,8,1,4,0,3,857,67.79463244,30.33838973,952,858,19,0,56,1,12,6,952,842,19,29,0,56,1,3,2,2,0,5.88,0.11,1.26,0.63,3.05,90.13
Boston,20,14,593,233,15,5,7,0,8,861,68.87340302,27.06155633,915,845,18,1,36,0,6,9,915,828,13,28,1,36,0,1,8,1.97,0.11,3.93,0,0.66,0.98,3.06,92.35
Boston,20,15,975,495,11,5,4,0,9,1499,65.04336224,33.02201468,2041,1593,160,7,186,0,69,26,2041,1525,140,154,4,185,0,8,25,7.84,0.34,9.11,0,3.38,1.27,7.55,78.05
Boston,20,16,962,551,27,7,12,0,14,1573,61.15702479,35.02860776,2031,1704,87,2,164,2,45,27,2031,1640,79,126,0,164,1,8,13,4.28,0.1,8.07,0.1,2.22,1.33,6.2,83.9
Boston,20,17,1167,536,19,5,5,0,11,1743,66.9535284,30.75157774,1926,1763,55,1,84,0,6,17,1926,1708,52,70,0,84,0,0,12,2.86,0.05,4.36,0,0.31,0.88,3.63,91.54
Boston,20,18,640,198,7,4,6,0,2,857,74.67911319,23.10385064,1041,908,48,7,59,0,8,11,1041,880,45,45,2,59,0,5,5,4.61,0.67,5.67,0,0.77,1.06,4.32,87.22
Boston,20,19,642,257,13,4,4,0,5,925,69.40540541,27.78378378,1038,961,11,0,56,0,4,6,1038,927,10,41,0,56,0,2,2,1.06,0,5.39,0,0.39,0.58,3.95,92.58
Boston,20,20,1079,381,8,7,7,0,7,1489,72.46474144,25.58764271,2367,1882,102,1,283,0,50,49,2367,1796,97,135,1,283,0,15,40,4.31,0.04,11.96,0,2.11,2.07,5.7,79.51
Boston,21,1,1248,93,12,7,8,0,3,1371,91.02844639,6.783369803,3936,2804,140,8,776,5,78,125,3936,2608,132,298,7,773,3,14,101,3.56,0.2,19.72,0.13,1.98,3.18,7.57,71.24
Boston,21,2,297,24,0,3,3,0,3,330,90,7.272727273,6796,4675,223,3,1512,0,115,268,6796,4319,204,525,2,1500,0,20,226,3.28,0.04,22.25,0,1.69,3.94,7.73,68.79
Boston,21,3,720,67,15,14,2,0,2,820,87.80487805,8.170731707,3700,2379,137,6,956,1,101,120,3700,2212,127,256,5,946,1,46,107,3.7,0.16,25.84,0.03,2.73,3.24,6.92,64.3
Boston,21,4,636,50,9,12,8,0,4,719,88.45618915,6.954102921,2966,1914,77,2,596,1,240,136,2966,1775,76,326,1,594,1,101,92,2.6,0.07,20.09,0.03,8.09,4.59,10.99,64.53
Boston,21,5,946,78,8,16,4,0,6,1058,89.41398866,7.372400756,2668,1915,106,2,511,3,64,67,2668,1792,98,184,0,507,2,29,56,3.97,0.07,19.15,0.11,2.4,2.51,6.9,71.78
Boston,21,6,715,73,6,13,6,0,0,813,87.94587946,8.979089791,2860,2162,94,5,405,3,108,83,2860,2024,89,216,2,404,3,51,71,3.29,0.17,14.16,0.1,3.78,2.9,7.55,75.59
Boston,21,7,930,109,11,10,7,0,4,1071,86.83473389,10.1774043,1555,1017,152,5,207,3,107,64,1555,858,131,290,2,206,3,16,49,9.77,0.32,13.31,0.19,6.88,4.12,18.65,65.4
Boston,21,8,1180,94,11,11,16,0,10,1322,89.25869894,7.110438729,2811,2080,124,6,433,1,104,63,2811,1981,118,196,2,432,1,31,50,4.41,0.21,15.4,0.04,3.7,2.24,6.97,74
Boston,21,9,1158,148,11,13,7,0,8,1345,86.09665428,11.00371747,2881,1824,255,11,555,1,140,95,2881,1691,230,304,4,553,1,24,74,8.85,0.38,19.26,0.03,4.86,3.3,10.55,63.31
Boston,21,10,839,135,5,8,5,0,6,998,84.06813627,13.52705411,2112,1504,152,2,313,1,74,66,2112,1399,134,214,1,311,1,7,45,7.2,0.09,14.82,0.05,3.5,3.13,10.13,71.21
Boston,21,11,1153,123,13,6,14,0,4,1313,87.81416603,9.367859863,2664,1982,82,4,465,0,67,64,2664,1890,76,161,2,465,0,18,52,3.08,0.15,17.45,0,2.52,2.4,6.04,74.4
Boston,21,12,923,203,11,13,15,0,4,1169,78.95637297,17.36526946,2414,2051,85,2,198,2,36,40,2414,1972,76,126,1,196,2,8,33,3.52,0.08,8.2,0.08,1.49,1.66,5.22,84.96
Boston,21,13,1108,399,15,10,13,0,8,1553,71.34578236,25.69220863,2772,2133,52,1,502,1,39,44,2772,2088,48,76,0,502,1,17,40,1.88,0.04,18.11,0.04,1.41,1.59,2.74,76.95
Boston,21,14,681,73,7,10,5,0,4,780,87.30769231,9.358974359,1528,1253,44,2,175,0,20,34,1528,1197,42,83,2,175,0,2,27,2.88,0.13,11.45,0,1.31,2.23,5.43,82
Boston,21,15,828,73,9,14,7,0,3,934,88.6509636,7.815845824,1905,1545,54,6,236,2,32,30,1905,1488,53,87,4,235,2,11,25,2.83,0.31,12.39,0.1,1.68,1.57,4.57,81.1
Boston,21,16,1013,198,16,12,13,0,4,1256,80.65286624,15.76433121,5369,4299,265,4,567,0,88,146,5369,4024,248,393,4,564,0,11,125,4.94,0.07,10.56,0,1.64,2.72,7.32,80.07
Boston,22,1,1277,165,27,15,8,0,6,1498,85.24699599,11.01468625,5112,3220,357,17,1026,1,278,213,5112,2804,315,712,8,1022,1,68,182,6.98,0.33,20.07,0.02,5.44,4.17,13.93,62.99
Boston,22,2,1469,205,14,13,15,0,9,1725,85.15942029,11.88405797,2937,1933,163,8,404,2,315,112,2937,1738,146,480,3,401,2,98,69,5.55,0.27,13.76,0.07,10.73,3.81,16.34,65.82
Boston,22,3,1172,258,18,13,14,0,5,1480,79.18918919,17.43243243,2369,1875,78,3,306,0,73,34,2369,1787,70,157,3,305,0,21,26,3.29,0.13,12.92,0,3.08,1.44,6.63,79.15
Boston,22,4,913,159,20,9,5,0,6,1112,82.10431655,14.29856115,1406,1133,57,0,154,0,42,20,1406,1085,55,87,0,151,0,10,18,4.05,0,10.95,0,2.99,1.42,6.19,80.58
Boston,22,5,775,136,15,4,2,0,3,935,82.88770053,14.54545455,1642,1010,116,3,185,0,251,77,1642,894,99,270,1,184,0,136,58,7.06,0.18,11.27,0,15.29,4.69,16.44,61.51
Boston,22,6,747,130,8,15,4,0,3,907,82.35942668,14.33296582,1585,1157,41,1,221,0,117,48,1585,1066,32,169,1,221,0,58,38,2.59,0.06,13.94,0,7.38,3.03,10.66,73
Boston,22,7,1051,151,17,12,8,0,4,1243,84.5534996,12.14802896,2079,1628,118,4,160,1,121,47,2079,1552,109,164,3,159,1,52,39,5.68,0.19,7.7,0.05,5.82,2.26,7.89,78.31
Boston,22,8,713,192,19,3,4,0,9,940,75.85106383,20.42553191,2065,1583,61,1,357,0,26,37,2065,1505,58,108,1,354,0,8,31,2.95,0.05,17.29,0,1.26,1.79,5.23,76.66
Boston,22,9,797,219,14,14,8,0,5,1057,75.40208136,20.71901608,2018,1564,40,0,319,2,33,60,2018,1498,37,99,0,319,2,11,52,1.98,0,15.81,0.1,1.64,2.97,4.91,77.5
Boston,22,10,991,169,14,8,10,0,8,1200,82.58333333,14.08333333,2442,1984,90,1,250,0,73,44,2442,1842,81,207,1,248,0,34,29,3.69,0.04,10.24,0,2.99,1.8,8.48,81.24
Boston,22,11,703,158,8,8,7,0,6,890,78.98876404,17.75280899,1315,1019,66,5,155,0,29,41,1315,949,64,109,1,152,0,12,28,5.02,0.38,11.79,0,2.21,3.12,8.29,77.49
Boston,22,12,676,150,4,5,6,0,6,847,79.81109799,17.70956316,1646,1007,164,8,242,1,158,66,1646,903,138,299,5,242,0,29,30,9.96,0.49,14.7,0.06,9.6,4.01,18.17,61.18
