City/Town,Ward,Pct,Clinton/ Kaine,Trump/ Pence,Johnson/ Weld,Stein/ Baraka,Mcmullin/ Johnson,Kotlikoff/ Leamer,Feegbeh/ O'Brien,Moorehead/ Lilly,Schoenke/ Mitchel,All Others,No Preference,Blanks,Total Votes Cast,Clinton Percentage,Trump Percentage,Total,White,Black or African American,American Indian and Alaska Native,Asian,Native Hawaiian and Other Pacific Islander,Some Other Race,Two or More Races,Total.1,White (alone),Black or African American (alone),Hispanic or Latino (alone),American Indian and Alaska Native (alone),Asian (alone),Native Hawaiian and Other Pacific Islander (alone),Some Other Race/Ethnicity (alone),Two or More Races/Ethnicities (alone),Black Percentage,Native American Percentage,Asian Percentage,Native Hawaiian/Pacific Islander Percentage,Other Race Percentage,Two or more races Percentage,Hispanic Percentage,White Percentage
Boston,13,7,758,182,36,30,0,0,0,0,0,11,0,10,1027,73.80720545,17.72151899,1775,1010,199,1,431,0,79,55,1775,956,189,131,1,431,0,19,48,11.2,0.1,24.3,0,4.5,3.1,7.4,56.9
Boston,13,8,681,143,25,12,0,0,0,0,0,9,0,18,888,76.68918919,16.1036036,1511,770,187,3,368,4,113,66,1511,719,172,146,3,366,0,49,56,12.4,0.2,24.4,0.3,7.5,4.4,9.7,51
Boston,13,9,799,103,25,13,0,0,0,0,0,18,0,4,962,83.05613306,10.70686071,1683,742,249,7,429,5,185,66,1683,692,228,170,6,428,0,103,56,14.8,0.4,25.5,0.3,11,3.9,10.1,44.1
Boston,13,10,913,303,39,34,2,0,0,0,0,20,0,22,1333,68.49212303,22.73068267,1946,1510,122,0,218,2,46,48,1946,1466,116,95,0,218,2,10,39,6.3,0,11.2,0.1,2.4,2.5,4.9,77.6
Boston,14,1,1377,50,6,19,0,0,0,0,0,9,0,21,1482,92.91497976,3.373819163,2866,279,1824,19,37,5,557,145,2866,48,1688,920,9,35,1,93,72,63.6,0.7,1.3,0.2,19.4,5.1,32.1,9.7
Boston,14,2,1517,41,12,16,0,0,0,0,0,11,0,16,1613,94.0483571,2.541847489,2695,142,2164,17,10,0,235,127,2695,42,2041,450,11,10,0,62,79,80.3,0.6,0.4,0,8.7,4.7,16.7,5.3
Boston,14,3,762,9,3,6,0,0,0,0,0,4,0,4,788,96.70050761,1.14213198,1549,75,1077,23,18,1,277,78,1549,20,987,459,17,18,1,11,36,69.5,1.5,1.2,0.1,17.9,5,29.6,4.8
Boston,14,4,850,30,7,14,0,0,0,0,0,7,0,5,913,93.09967141,3.285870756,1654,124,1230,10,15,0,203,72,1654,49,1146,353,8,15,0,39,44,74.4,0.6,0.9,0,12.3,4.4,21.3,7.5
Boston,14,5,642,12,4,6,0,0,0,0,0,4,0,1,669,95.96412556,1.793721973,1439,36,1278,5,11,1,70,38,1439,9,1231,155,2,11,1,2,28,88.8,0.3,0.8,0.1,4.9,2.6,10.8,2.5
Boston,14,6,674,24,6,7,0,0,0,0,0,8,0,6,725,92.96551724,3.310344828,1174,75,947,4,6,1,89,52,1174,41,878,211,2,6,0,11,25,80.7,0.3,0.5,0.1,7.6,4.4,18,6.4
Boston,14,7,696,19,4,6,0,0,0,0,0,5,0,7,737,94.43690638,2.578018996,1388,94,1085,7,10,0,126,66,1388,20,1016,286,7,7,0,11,41,78.2,0.5,0.7,0,9.1,4.8,20.6,6.8
Boston,14,8,759,20,2,13,0,0,0,0,0,4,0,9,807,94.05204461,2.478314746,1494,147,1206,2,12,1,84,42,1494,93,1162,190,2,11,0,5,31,80.7,0.1,0.8,0.1,5.6,2.8,12.7,9.8
Boston,14,9,775,22,7,9,0,0,0,0,0,7,0,6,826,93.82566586,2.663438257,1384,102,931,12,17,0,242,80,1384,13,844,459,5,17,0,19,27,67.3,0.9,1.2,0,17.5,5.8,33.2,7.4
Boston,14,10,805,13,5,3,0,0,0,0,0,6,0,5,837,96.17682198,1.553166069,1937,205,1254,12,17,3,350,96,1937,26,1131,661,9,16,3,36,55,64.7,0.6,0.9,0.2,18.1,5,34.1,10.6
Boston,14,11,686,30,3,4,0,0,0,0,0,10,0,5,738,92.95392954,4.06504065,1307,42,1065,3,10,0,121,66,1307,20,992,224,2,10,0,20,39,81.5,0.2,0.8,0,9.3,5,17.1,3.2
Boston,14,12,484,11,2,3,0,0,0,0,0,3,0,3,506,95.65217391,2.173913043,809,28,680,1,9,0,74,17,809,3,646,121,1,9,0,25,4,84.1,0.1,1.1,0,9.1,2.1,15,3.5
Boston,14,13,664,16,6,11,0,0,0,0,0,3,0,9,709,93.65303244,2.256699577,1206,38,1024,6,11,0,73,54,1206,18,973,149,1,11,0,17,37,84.9,0.5,0.9,0,6.1,4.5,12.4,3.2
Boston,14,14,757,16,2,6,0,0,0,0,0,7,0,10,798,94.86215539,2.005012531,1350,10,1203,3,5,0,86,43,1350,5,1127,179,2,5,0,3,29,89.1,0.2,0.4,0,6.4,3.2,13.3,0.7
Boston,15,1,887,31,6,7,0,0,0,0,0,3,0,14,948,93.56540084,3.270042194,1938,266,969,9,44,0,507,143,1938,130,874,554,7,44,0,223,106,50,0.5,2.3,0,26.2,7.4,28.6,13.7
Boston,15,2,612,8,3,9,0,0,0,0,0,4,0,7,643,95.17884914,1.244167963,1270,74,787,5,8,0,297,99,1270,34,749,206,3,8,0,176,94,62,0.4,0.6,0,23.4,7.8,16.2,5.8
Boston,15,3,395,16,3,3,1,0,0,0,0,4,0,1,423,93.38061466,3.78250591,875,75,418,3,31,0,260,88,875,56,383,164,3,28,0,163,78,47.8,0.3,3.5,0,29.7,10.1,18.7,8.6
Boston,15,4,1069,90,14,21,0,0,0,0,0,13,0,10,1217,87.83894823,7.395234182,2477,366,912,2,389,1,562,245,2477,262,855,397,2,389,0,366,206,36.8,0.1,15.7,0,22.7,9.9,16,14.8
Boston,15,5,781,29,6,12,0,0,0,0,0,11,0,3,842,92.75534442,3.444180523,1661,214,964,13,92,0,261,117,1661,72,878,422,7,92,0,115,75,58,0.8,5.5,0,15.7,7,25.4,12.9
Boston,15,6,373,101,11,4,0,0,0,0,0,7,0,6,502,74.30278884,20.11952191,1038,329,154,1,459,0,57,38,1038,313,144,75,1,459,0,11,35,14.8,0.1,44.2,0,5.5,3.7,7.2,31.7
Boston,15,7,638,22,6,14,0,0,0,0,0,4,0,10,694,91.93083573,3.170028818,1305,165,660,3,22,0,329,126,1305,126,608,222,1,21,0,228,99,50.6,0.2,1.7,0,25.2,9.7,17,12.6
Boston,15,8,490,77,8,11,0,0,0,0,0,11,0,7,604,81.12582781,12.74834437,1319,208,562,6,302,2,169,70,1319,133,531,236,6,300,2,56,55,42.6,0.5,22.9,0.2,12.8,5.3,17.9,15.8
Boston,15,9,616,81,11,8,2,0,0,0,0,2,0,14,734,83.92370572,11.03542234,1362,266,472,5,353,1,200,65,1362,239,457,181,3,351,0,90,41,34.7,0.4,25.9,0.1,14.7,4.8,13.3,19.5
Boston,16,1,569,102,10,8,1,0,0,0,0,6,0,9,705,80.70921986,14.46808511,1581,388,444,5,566,0,125,53,1581,327,419,192,4,561,0,35,43,28.1,0.3,35.8,0,7.9,3.4,12.1,24.5
Boston,16,2,457,157,19,6,0,0,0,0,0,7,0,5,651,70.19969278,24.11674347,961,580,123,2,187,0,49,20,961,546,115,76,1,187,0,24,12,12.8,0.2,19.5,0,5.1,2.1,7.9,60.4
Boston,16,3,869,106,14,10,0,0,0,0,0,13,0,12,1024,84.86328125,10.3515625,1745,341,736,5,475,0,109,79,1745,313,709,122,2,475,0,58,66,42.2,0.3,27.2,0,6.2,4.5,7,19.5
Boston,16,4,696,111,19,19,0,0,0,0,0,5,0,10,860,80.93023256,12.90697674,2177,685,688,9,481,0,211,103,2177,624,657,210,5,477,0,120,84,31.6,0.4,22.1,0,9.7,4.7,9.6,31.5
Boston,16,5,779,175,23,12,0,0,0,0,0,9,0,17,1015,76.74876847,17.24137931,1213,723,186,4,178,0,85,37,1213,688,167,126,2,178,0,24,28,15.3,0.3,14.7,0,7,3.1,10.4,59.6
Boston,16,6,995,167,24,28,0,0,0,0,0,9,0,12,1235,80.56680162,13.52226721,2277,580,881,4,577,1,146,88,2277,502,816,260,3,577,1,57,61,38.7,0.2,25.3,0,6.4,3.9,11.4,25.5
Boston,16,7,589,305,34,13,0,0,0,0,0,18,0,12,971,60.65911432,31.41091658,1361,1032,184,3,93,2,36,11,1361,1006,170,61,2,91,2,19,10,13.5,0.2,6.8,0.1,2.6,0.8,4.5,75.8
Boston,16,8,748,241,36,25,1,0,0,1,0,27,0,17,1096,68.24817518,21.98905109,1548,922,358,7,162,0,42,57,1548,901,331,93,7,161,0,10,45,23.1,0.5,10.5,0,2.7,3.7,6,59.6
Boston,16,9,582,466,35,11,0,0,0,0,0,16,0,24,1134,51.32275132,41.09347443,1655,1514,55,3,51,0,15,17,1655,1490,54,45,0,51,0,2,13,3.3,0.2,3.1,0,0.9,1,2.7,91.5
Boston,16,10,576,331,22,13,0,0,0,0,0,10,0,12,964,59.75103734,34.33609959,1559,1191,184,1,116,2,32,33,1559,1158,174,70,1,116,1,10,29,11.8,0.1,7.4,0.1,2.1,2.1,4.5,76.4
Boston,16,11,749,291,34,20,0,0,0,0,0,20,0,13,1127,66.45962733,25.82076309,1575,1084,283,5,140,0,33,30,1575,1049,272,78,5,135,0,14,22,18,0.3,8.9,0,2.1,1.9,5,68.8
Boston,16,12,456,442,43,6,0,0,0,0,0,12,0,23,982,46.43584521,45.0101833,1289,1208,46,4,16,0,9,6,1289,1197,45,15,4,16,0,6,6,3.6,0.3,1.2,0,0.7,0.5,1.2,93.7
Boston,17,1,726,30,3,11,0,0,0,0,0,5,0,6,781,92.95774648,3.841229193,1313,132,961,16,4,0,132,68,1313,44,927,243,4,4,0,32,59,73.2,1.2,0.3,0,10.1,5.2,18.5,10.1
Boston,17,2,499,33,10,12,0,0,0,0,0,8,0,2,564,88.4751773,5.85106383,983,85,617,6,93,2,124,56,983,55,563,176,1,91,0,51,46,62.8,0.6,9.5,0.2,12.6,5.7,17.9,8.6
Boston,17,3,1143,50,11,13,0,0,0,0,0,15,0,10,1242,92.02898551,4.025764895,1996,338,1383,2,40,3,151,79,1996,267,1330,273,1,40,0,35,50,69.3,0.1,2,0.2,7.6,4,13.7,16.9
Boston,17,4,1169,112,16,17,0,0,0,0,0,12,0,13,1339,87.30395818,8.364451083,2105,514,1236,10,160,0,102,83,2105,492,1190,145,10,158,0,45,65,58.7,0.5,7.6,0,4.8,3.9,6.9,24.4
Boston,17,5,509,15,6,15,0,0,0,0,0,4,0,4,553,92.04339964,2.712477396,981,48,777,9,17,1,86,43,981,20,718,189,3,17,1,6,27,79.2,0.9,1.7,0.1,8.8,4.4,19.3,4.9
Boston,17,6,821,44,18,14,0,0,0,0,0,5,0,6,908,90.4185022,4.845814978,1526,386,790,10,130,1,137,72,1526,329,745,220,8,130,0,36,58,51.8,0.7,8.5,0.1,9,4.7,14.4,25.3
Boston,17,7,448,15,3,2,0,0,0,0,0,5,0,9,482,92.94605809,3.112033195,803,44,684,4,10,0,28,33,803,40,660,59,3,10,0,12,19,85.2,0.5,1.2,0,3.5,4.1,7.3,5.5
Boston,17,8,730,32,5,2,0,0,0,0,0,7,0,7,783,93.2311622,4.086845466,1261,100,1002,9,10,0,91,49,1261,59,958,191,2,10,0,14,27,79.5,0.7,0.8,0,7.2,3.9,15.1,7.9
Boston,17,9,634,39,8,12,0,0,0,0,0,4,0,2,699,90.70100143,5.579399142,1032,430,463,3,55,0,49,32,1032,387,444,97,3,55,0,18,28,44.9,0.3,5.3,0,4.7,3.1,9.4,41.7
Boston,17,10,1006,36,11,7,0,0,0,0,0,5,0,9,1074,93.66852886,3.351955307,1842,111,1537,5,13,0,116,60,1842,68,1471,197,4,13,0,37,52,83.4,0.3,0.7,0,6.3,3.3,10.7,6
Boston,17,11,389,14,7,6,0,0,0,0,0,4,0,4,424,91.74528302,3.301886792,708,103,486,1,41,0,54,23,708,86,468,66,1,41,0,31,15,68.6,0.1,5.8,0,7.6,3.2,9.3,14.5
Boston,17,12,612,39,4,9,0,0,0,0,0,9,0,5,678,90.26548673,5.752212389,1011,132,750,2,45,0,45,37,1011,120,729,76,2,42,0,16,26,74.2,0.2,4.5,0,4.5,3.7,7.5,13.1
Boston,17,13,752,143,12,18,0,0,0,0,0,21,0,15,961,78.25182102,14.88033299,1535,840,458,2,121,0,52,62,1535,812,440,96,2,120,0,14,51,29.8,0.1,7.9,0,3.4,4,6.3,54.7
Boston,17,14,835,106,16,9,0,0,0,0,0,10,0,7,983,84.94404883,10.78331638,1412,429,821,0,70,3,45,44,1412,397,792,106,0,70,0,17,30,58.1,0,5,0.2,3.2,3.1,7.5,30.4
Boston,18,1,1347,49,13,11,0,0,0,0,0,11,0,3,1434,93.93305439,3.417015342,2382,221,1849,20,28,0,174,90,2382,166,1748,358,9,28,0,22,51,77.6,0.8,1.2,0,7.3,3.8,15,9.3
Boston,18,2,961,18,5,9,0,0,0,0,0,13,0,5,1011,95.05440158,1.78041543,1772,46,1598,8,17,1,51,51,1772,22,1544,131,4,16,0,12,43,90.2,0.5,1,0.1,2.9,2.9,7.4,2.6
Boston,18,3,1096,18,7,11,0,0,0,0,0,6,0,10,1148,95.47038328,1.567944251,2048,98,1776,19,18,2,68,67,2048,51,1727,178,15,17,2,7,51,86.7,0.9,0.9,0.1,3.3,3.3,8.7,4.8
Boston,18,4,1075,34,6,10,0,0,0,0,0,8,0,7,1140,94.29824561,2.98245614,2024,96,1764,5,9,0,95,55,2024,70,1711,168,5,9,0,21,40,87.2,0.2,0.4,0,4.7,2.7,8.3,4.7
Boston,18,5,969,39,7,12,0,0,0,0,0,3,0,8,1038,93.35260116,3.757225434,1923,104,1681,24,4,0,56,54,1923,82,1630,147,10,4,0,13,37,87.4,1.2,0.2,0,2.9,2.8,7.6,5.4
Boston,18,6,1343,49,6,12,0,0,0,0,0,6,0,10,1426,94.17952314,3.436185133,1999,171,1672,8,13,0,69,66,1999,110,1632,184,7,13,0,6,47,83.6,0.4,0.7,0,3.5,3.3,9.2,8.6
Boston,18,7,932,107,10,10,1,0,0,0,0,7,0,9,1076,86.61710037,9.944237918,1688,621,653,18,62,0,277,57,1688,410,584,587,8,59,0,17,23,38.7,1.1,3.7,0,16.4,3.4,34.8,36.8
Boston,18,8,1646,147,23,21,0,0,0,0,0,10,0,11,1858,88.58988159,7.911733046,3041,859,1642,15,58,2,356,109,3041,566,1548,791,5,57,2,16,56,54,0.5,1.9,0.1,11.7,3.6,26,28.2
Boston,18,9,923,164,11,14,0,0,0,0,0,13,0,18,1143,80.75240595,14.34820647,1606,960,372,7,41,1,160,65,1606,847,345,318,6,40,1,18,31,23.2,0.4,2.6,0.1,10,4,19.8,59.8
Boston,18,10,1321,201,38,24,0,0,0,0,0,22,0,19,1625,81.29230769,12.36923077,2337,1576,371,13,89,0,212,76,2337,1364,351,470,5,87,0,25,35,15.9,0.6,3.8,0,9.1,3.3,20.1,67.4
Boston,18,11,851,87,14,12,0,0,0,0,0,10,0,7,981,86.74821611,8.868501529,1410,415,707,9,29,0,194,56,1410,298,664,390,4,28,0,7,19,50.1,0.6,2.1,0,13.8,4,27.7,29.4
Boston,18,12,926,187,19,15,0,0,0,0,0,7,0,8,1162,79.69018933,16.0929432,1777,951,600,11,40,1,114,60,1777,803,561,342,8,38,1,3,21,33.8,0.6,2.3,0.1,6.4,3.4,19.2,53.5
Boston,18,13,574,59,10,14,1,0,0,0,0,6,0,6,670,85.67164179,8.805970149,1147,381,578,3,33,0,116,36,1147,286,546,246,2,33,0,13,21,50.4,0.3,2.9,0,10.1,3.1,21.4,33.2
Boston,18,14,616,67,6,12,0,0,0,0,0,5,0,5,711,86.63853727,9.423347398,1284,345,692,5,23,0,169,50,1284,222,647,349,2,20,0,17,27,53.9,0.4,1.8,0,13.2,3.9,27.2,26.9
Boston,18,15,919,67,10,9,0,0,0,0,0,12,0,8,1025,89.65853659,6.536585366,1723,301,1195,6,20,0,151,50,1723,215,1131,330,5,20,0,4,18,69.4,0.3,1.2,0,8.8,2.9,19.2,17.5
Boston,18,16,836,346,30,22,1,0,0,0,0,22,0,20,1277,65.46593579,27.09475333,1733,1194,380,8,39,5,73,34,1733,1118,355,191,2,38,0,7,22,21.9,0.5,2.3,0.3,4.2,2,11,68.9
Boston,18,17,935,171,27,20,0,0,0,0,0,8,0,14,1175,79.57446809,14.55319149,1650,689,665,10,44,1,171,70,1650,576,616,374,4,44,1,7,28,40.3,0.6,2.7,0.1,10.4,4.2,22.7,41.8
Boston,18,18,1120,205,29,13,0,0,0,0,0,10,0,14,1391,80.51761323,14.73759885,2356,1007,985,6,17,4,253,84,2356,827,913,537,4,17,0,16,42,41.8,0.3,0.7,0.2,10.7,3.6,22.8,42.7
Boston,18,19,1463,260,31,37,0,0,0,0,0,21,0,19,1831,79.90169306,14.19989077,2594,1046,1180,8,70,3,199,88,2594,864,1125,467,3,68,0,17,50,45.5,0.3,2.7,0.1,7.7,3.4,18,40.3
Boston,18,20,1023,430,37,11,0,0,0,0,0,26,0,20,1547,66.12798966,27.79573368,2279,1486,518,5,42,1,169,58,2279,1417,490,254,4,42,1,38,33,22.7,0.2,1.8,0,7.4,2.5,11.1,65.2
Boston,18,21,1223,38,7,12,0,0,0,0,0,16,0,12,1308,93.50152905,2.905198777,2119,111,1810,11,2,0,123,62,2119,61,1748,237,7,1,0,20,45,85.4,0.5,0.1,0,5.8,2.9,11.2,5.2
Boston,18,22,926,325,24,20,0,0,0,0,0,21,0,19,1335,69.36329588,24.34456929,1753,1115,385,4,32,2,162,53,1753,945,355,387,1,28,2,10,25,22,0.2,1.8,0.1,9.2,3,22.1,63.6
Boston,18,23,900,69,13,5,0,0,0,0,0,2,0,10,999,90.09009009,6.906906907,1195,255,743,6,11,0,148,32,1195,165,696,305,0,11,0,8,10,62.2,0.5,0.9,0,12.4,2.7,25.5,21.3
Boston,19,1,1008,29,26,28,0,0,0,0,0,9,0,4,1104,91.30434783,2.626811594,1990,1588,118,17,69,0,112,86,1990,1438,104,327,4,67,0,10,40,5.9,0.9,3.5,0,5.6,4.3,16.4,79.8
Boston,19,2,967,236,31,21,3,0,0,0,0,41,0,17,1316,73.48024316,17.9331307,1878,1545,87,7,177,0,15,47,1878,1497,83,82,6,175,0,0,35,4.6,0.4,9.4,0,0.8,2.5,4.4,82.3
Boston,19,3,772,62,20,22,0,0,0,0,0,14,0,8,898,85.9688196,6.904231626,1308,1121,61,4,65,3,19,35,1308,1080,59,66,0,64,3,6,30,4.7,0.3,5,0.2,1.5,2.7,5,85.7
Boston,19,4,1179,42,17,23,0,0,0,0,0,13,0,7,1281,92.03747073,3.278688525,1234,1038,61,3,41,0,48,43,1234,980,57,114,2,41,0,5,35,4.9,0.2,3.3,0,3.9,3.5,9.2,84.1
Boston,19,5,912,68,16,22,2,0,0,0,0,13,0,8,1041,87.60806916,6.532180596,1582,1239,158,8,70,0,71,36,1582,1125,143,209,5,70,0,8,22,10,0.5,4.4,0,4.5,2.3,13.2,78.3
Boston,19,6,1354,52,20,43,0,0,0,0,0,22,0,10,1501,90.20652898,3.464357095,1665,1390,123,8,69,0,33,42,1665,1319,110,125,6,69,0,6,30,7.4,0.5,4.1,0,2,2.5,7.5,83.5
Boston,19,7,1174,81,22,32,0,0,0,0,0,24,0,6,1339,87.67737117,6.049290515,1717,1105,211,8,136,0,184,73,1717,941,198,388,2,136,0,11,41,12.3,0.5,7.9,0,10.7,4.3,22.6,64.4
Boston,19,8,647,34,15,17,0,0,0,0,0,4,0,4,721,89.73647712,4.715672677,843,754,27,1,28,0,12,21,843,728,27,38,1,28,0,4,17,3.2,0.1,3.3,0,1.4,2.5,4.5,89.4
Boston,19,9,638,45,13,14,0,0,0,0,0,10,0,20,740,86.21621622,6.081081081,844,707,40,1,66,0,11,19,844,661,39,60,0,66,0,3,15,4.7,0.1,7.8,0,1.3,2.3,7.1,83.8
Boston,19,10,1091,142,32,24,0,0,0,0,0,10,0,13,1312,83.1554878,10.82317073,1817,1097,474,6,36,3,142,59,1817,928,425,394,4,35,3,6,22,26.1,0.3,2,0.2,7.8,3.2,21.7,60.4
Boston,19,11,1051,56,12,21,0,0,0,0,0,8,0,4,1152,91.23263889,4.861111111,1386,469,390,7,73,0,364,83,1386,232,342,694,2,73,0,7,36,28.1,0.5,5.3,0,26.3,6,50.1,33.8
Boston,19,12,807,106,7,13,3,0,0,0,0,9,0,8,953,84.67995803,11.1227702,1133,750,237,7,19,1,74,45,1133,656,220,212,5,18,1,1,20,20.9,0.6,1.7,0.1,6.5,4,18.7,66.2
Boston,19,13,737,83,9,12,1,0,0,0,0,7,0,9,858,85.8974359,9.673659674,1850,792,581,10,42,5,321,99,1850,516,516,732,2,42,4,9,29,31.4,0.5,2.3,0.3,17.4,5.4,39.6,42.8
Boston,20,1,895,231,32,19,1,0,0,0,0,16,0,9,1203,74.39733998,19.20199501,1872,1672,79,4,55,0,44,18,1872,1603,71,115,1,54,0,13,15,4.2,0.2,2.9,0,2.4,1,6.1,89.3
Boston,20,2,967,171,30,26,0,0,0,0,0,16,0,9,1219,79.32731747,14.02789171,1786,1285,248,9,67,0,120,57,1786,1129,218,333,3,66,0,7,30,13.9,0.5,3.8,0,6.7,3.2,18.6,71.9
Boston,20,3,787,339,30,23,4,0,0,0,0,19,0,18,1220,64.50819672,27.78688525,1967,1118,543,4,121,0,133,48,1967,1001,508,298,4,121,0,7,28,27.6,0.2,6.2,0,6.8,2.4,15.1,56.8
Boston,20,4,862,105,25,22,0,0,0,0,0,18,0,5,1037,83.1243973,10.12536162,1132,972,74,0,21,0,42,23,1132,941,69,85,0,21,0,3,13,6.5,0,1.9,0,3.7,2,7.5,85.9
Boston,20,5,757,381,29,15,0,0,0,0,0,30,0,19,1231,61.49471974,30.95044679,2961,2444,180,6,183,1,106,41,2961,2324,161,245,4,183,1,10,33,6.1,0.2,6.2,0,3.6,1.4,8.3,82.5
Boston,20,6,927,358,40,16,0,0,0,0,0,22,0,20,1383,67.02819957,25.8857556,1978,1797,67,8,64,1,17,24,1978,1735,67,82,7,63,1,3,20,3.4,0.4,3.2,0.1,0.9,1.2,4.1,90.8
Boston,20,7,590,207,23,14,2,0,0,0,0,9,0,16,861,68.52497096,24.04181185,1072,977,41,4,28,0,13,9,1072,933,37,62,4,28,0,2,6,3.8,0.4,2.6,0,1.2,0.8,5.8,91.1
Boston,20,8,704,183,26,10,0,0,0,0,0,14,0,15,952,73.94957983,19.22268908,1391,1117,113,8,45,0,70,38,1391,1056,102,162,1,45,0,2,23,8.1,0.6,3.2,0,5,2.7,11.6,80.3
Boston,20,9,778,211,22,8,0,0,0,0,0,18,0,10,1047,74.30754537,20.15281757,1481,1136,188,1,14,0,109,33,1481,1027,176,243,0,14,0,7,14,12.7,0.1,0.9,0,7.4,2.2,16.4,76.7
Boston,20,10,955,474,35,15,1,0,0,0,0,34,0,31,1545,61.81229773,30.67961165,1488,1248,71,0,95,1,53,20,1488,1191,60,122,0,94,1,8,12,4.8,0,6.4,0.1,3.6,1.3,8.2,83.9
Boston,20,11,470,165,16,7,0,0,0,0,0,7,0,7,672,69.94047619,24.55357143,816,732,22,0,40,1,7,14,816,708,18,35,0,40,1,1,13,2.7,0,4.9,0.1,0.9,1.7,4.3,89.7
Boston,20,12,549,263,38,15,1,0,0,0,0,23,0,12,901,60.93229745,29.18978912,1044,989,15,0,30,0,5,5,1044,974,14,23,0,30,0,0,3,1.4,0,2.9,0,0.5,0.5,2.2,94.7
Boston,20,13,508,229,23,6,0,0,0,0,0,21,0,15,802,63.34164589,28.55361596,952,858,19,0,56,1,12,6,952,842,19,29,0,56,1,3,2,2,0,5.9,0.1,1.3,0.6,3,90.1
Boston,20,14,459,245,33,9,0,0,0,0,0,15,0,16,777,59.07335907,31.53153153,915,845,18,1,36,0,6,9,915,828,13,28,1,36,0,1,8,2,0.1,3.9,0,0.7,1,3.1,92.3
Boston,20,15,878,462,47,16,0,0,0,0,0,7,0,22,1432,61.31284916,32.26256983,2041,1593,160,7,186,0,69,26,2041,1525,140,154,4,185,0,8,25,7.8,0.3,9.1,0,3.4,1.3,7.5,78
Boston,20,16,845,510,59,15,0,0,0,0,0,30,0,27,1486,56.8640646,34.32032301,2031,1704,87,2,164,2,45,27,2031,1640,79,126,0,164,1,8,13,4.3,0.1,8.1,0.1,2.2,1.3,6.2,83.9
Boston,20,17,1030,488,60,18,0,0,0,0,0,26,0,20,1642,62.72838002,29.71985384,1926,1763,55,1,84,0,6,17,1926,1708,52,70,0,84,0,0,12,2.9,0.1,4.4,0,0.3,0.9,3.6,91.5
Boston,20,18,550,174,17,14,0,0,0,0,0,9,0,14,778,70.6940874,22.36503856,1041,908,48,7,59,0,8,11,1041,880,45,45,2,59,0,5,5,4.6,0.7,5.7,0,0.8,1.1,4.3,87.2
Boston,20,19,527,246,26,7,0,0,0,0,0,17,0,23,846,62.29314421,29.07801418,1038,961,11,0,56,0,4,6,1038,927,10,41,0,56,0,2,2,1.1,0,5.4,0,0.4,0.6,3.9,92.6
Boston,20,20,964,363,39,15,0,0,0,0,0,20,0,9,1410,68.36879433,25.74468085,2367,1882,102,1,283,0,50,49,2367,1796,97,135,1,283,0,15,40,4.3,0,12,0,2.1,2.1,5.7,79.5
Boston,21,1,983,89,42,18,0,0,0,0,0,22,0,5,1159,84.81449525,7.67903365,3936,2804,140,8,776,5,78,125,3936,2608,132,298,7,773,3,14,101,3.6,0.2,19.7,0.1,2,3.2,7.6,71.2
Boston,21,2,472,41,17,9,0,0,0,0,0,9,0,6,554,85.19855596,7.400722022,6796,4675,223,3,1512,0,115,268,6796,4319,204,525,2,1500,0,20,226,3.3,0,22.2,0,1.7,3.9,7.7,68.8
Boston,21,3,689,80,23,21,1,0,0,0,0,15,0,2,831,82.91215403,9.626955475,3700,2379,137,6,956,1,101,120,3700,2212,127,256,5,946,1,46,107,3.7,0.2,25.8,0,2.7,3.2,6.9,64.3
Boston,21,4,577,44,26,30,0,0,0,0,0,11,0,1,689,83.74455733,6.386066763,2966,1914,77,2,596,1,240,136,2966,1775,76,326,1,594,1,101,92,2.6,0.1,20.1,0,8.1,4.6,11,64.5
Boston,21,5,936,78,33,25,0,0,0,0,0,27,0,4,1103,84.85947416,7.071622847,2668,1915,106,2,511,3,64,67,2668,1792,98,184,0,507,2,29,56,4,0.1,19.2,0.1,2.4,2.5,6.9,71.8
Boston,21,6,657,93,18,23,0,0,0,0,0,15,0,5,811,81.01109741,11.46732429,2860,2162,94,5,405,3,108,83,2860,2024,89,216,2,404,3,51,71,3.3,0.2,14.2,0.1,3.8,2.9,7.6,75.6
Boston,21,7,875,72,25,25,0,0,0,0,0,14,0,7,1018,85.95284872,7.072691552,1555,1017,152,5,207,3,107,64,1555,858,131,290,2,206,3,16,49,9.8,0.3,13.3,0.2,6.9,4.1,18.6,65.4
Boston,21,8,1001,80,40,36,0,0,0,0,0,17,0,12,1186,84.40134907,6.745362563,2811,2080,124,6,433,1,104,63,2811,1981,118,196,2,432,1,31,50,4.4,0.2,15.4,0,3.7,2.2,7,74
Boston,21,9,987,104,40,22,0,0,0,0,0,15,0,6,1174,84.07155026,8.858603066,2881,1824,255,11,555,1,140,95,2881,1691,230,304,4,553,1,24,74,8.9,0.4,19.3,0,4.9,3.3,10.6,63.3
Boston,21,10,861,131,27,15,3,0,0,0,0,7,0,11,1055,81.61137441,12.41706161,2112,1504,152,2,313,1,74,66,2112,1399,134,214,1,311,1,7,45,7.2,0.1,14.8,0,3.5,3.1,10.1,71.2
Boston,21,11,988,112,48,23,0,0,0,0,0,22,0,9,1202,82.19633943,9.317803661,2664,1982,82,4,465,0,67,64,2664,1890,76,161,2,465,0,18,52,3.1,0.2,17.5,0,2.5,2.4,6,74.4
