City/Town,Ward,Pct,Clinton/ Kaine,Trump/ Pence,Johnson/ Weld,Stein/ Baraka,Mcmullin/ Johnson,Kotlikoff/ Leamer,Feegbeh/ O'Brien,Moorehead/ Lilly,Schoenke/ Mitchel,All Others,No Preference,Blanks,Total Votes Cast,,
Rochester,-,1,1368.00,1743.00,161.00,50.00,0.00,0.00,0.00,0.00,0.00,45.00,0.00,67.00,3434.00,,
Rockland,-,1,811.00,753.00,84.00,19.00,3.00,0.00,0.00,0.00,0.00,34.00,0.00,14.00,1718.00,,
Rockland,-,2,852.00,829.00,76.00,16.00,2.00,0.00,0.00,0.00,0.00,20.00,0.00,17.00,1812.00,,
Rockland,-,3,583.00,515.00,67.00,21.00,3.00,0.00,0.00,0.00,0.00,22.00,0.00,6.00,1217.00,,
Rockland,-,4,672.00,633.00,73.00,21.00,3.00,0.00,0.00,0.00,0.00,25.00,0.00,10.00,1437.00,,
Rockland,-,5,705.00,774.00,76.00,18.00,3.00,0.00,0.00,0.00,0.00,37.00,0.00,17.00,1630.00,,
Rockland,-,6,780.00,809.00,88.00,20.00,2.00,0.00,0.00,0.00,0.00,25.00,0.00,23.00,1747.00,,
Rockport,-,1,773.00,338.00,46.00,25.00,0.00,0.00,0.00,0.00,0.00,24.00,0.00,21.00,1227.00,,
Rockport,-,2,1103.00,464.00,74.00,27.00,0.00,0.00,0.00,0.00,0.00,28.00,0.00,27.00,1723.00,,
Rockport,-,3,1246.00,569.00,105.00,27.00,0.00,0.00,0.00,0.00,0.00,43.00,0.00,36.00,2026.00,,
Rowe,-,1,122.00,99.00,7.00,7.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,3.00,241.00,,
Rowley,-,1,1679.00,1809.00,221.00,53.00,0.00,0.00,0.00,0.00,0.00,96.00,0.00,47.00,3905.00,,
Royalston,-,1,193.00,179.00,20.00,11.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,6.00,414.00,,
Royalston,-,2,121.00,142.00,12.00,5.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,3.00,288.00,,
Russell,-,1,278.00,480.00,50.00,13.00,2.00,0.00,0.00,0.00,0.00,9.00,0.00,16.00,848.00,,
Rutland,-,1,624.00,778.00,107.00,17.00,6.00,0.00,0.00,0.00,0.00,22.00,0.00,24.00,1578.00,,
Rutland,-,2,693.00,844.00,112.00,29.00,7.00,0.00,0.00,0.00,0.00,25.00,0.00,30.00,1740.00,,
Rutland,-,3,705.00,722.00,109.00,27.00,7.00,0.00,0.00,0.00,0.00,39.00,0.00,21.00,1630.00,,
Salem,1,1,1270.00,468.00,69.00,42.00,6.00,0.00,0.00,0.00,0.00,25.00,0.00,25.00,1905.00,,
Salem,1,2,836.00,83.00,19.00,14.00,0.00,0.00,0.00,0.00,0.00,9.00,0.00,9.00,970.00,,
Salem,2,1,1332.00,350.00,64.00,45.00,4.00,0.00,0.00,0.00,0.00,45.00,0.00,21.00,1861.00,,
Salem,2,2,1428.00,298.00,73.00,39.00,9.00,0.00,0.00,0.00,0.00,36.00,0.00,25.00,1908.00,,
Salem,3,1,939.00,329.00,46.00,34.00,2.00,0.00,0.00,0.00,0.00,21.00,0.00,12.00,1383.00,,
Salem,3,2,902.00,476.00,41.00,12.00,2.00,0.00,0.00,0.00,0.00,19.00,0.00,15.00,1467.00,,
Salem,4,1,941.00,503.00,51.00,21.00,2.00,0.00,0.00,0.00,0.00,23.00,0.00,20.00,1561.00,,
Salem,4,2,890.00,590.00,52.00,20.00,1.00,0.00,0.00,0.00,0.00,16.00,0.00,29.00,1598.00,,
Salem,5,1,1145.00,392.00,47.00,38.00,4.00,0.00,0.00,0.00,0.00,24.00,0.00,25.00,1675.00,,
Salem,5,2,1066.00,277.00,50.00,34.00,1.00,0.00,0.00,0.00,0.00,15.00,0.00,14.00,1457.00,,
Salem,6,1,1102.00,459.00,69.00,41.00,3.00,0.00,0.00,0.00,0.00,23.00,0.00,21.00,1718.00,,
Salem,6,2,972.00,402.00,61.00,29.00,2.00,0.00,0.00,0.00,0.00,25.00,0.00,17.00,1508.00,,
Salem,7,1,1067.00,366.00,59.00,21.00,0.00,0.00,0.00,0.00,0.00,23.00,0.00,22.00,1558.00,,
Salem,7,2,1060.00,465.00,49.00,11.00,0.00,0.00,0.00,0.00,0.00,9.00,0.00,20.00,1614.00,,
Salisbury,-,1,825.00,740.00,78.00,25.00,0.00,0.00,0.00,0.00,0.00,36.00,0.00,22.00,1726.00,,
Salisbury,-,2,726.00,726.00,65.00,27.00,0.00,0.00,0.00,0.00,0.00,39.00,0.00,24.00,1607.00,,
Salisbury,-,3,547.00,783.00,73.00,19.00,0.00,0.00,0.00,0.00,0.00,28.00,0.00,27.00,1477.00,,
Sandisfield,-,1,254.00,190.00,22.00,12.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,6.00,488.00,,
Sandwich,-,1,1247.00,988.00,76.00,31.00,0.00,0.00,0.00,0.00,0.00,34.00,0.00,39.00,2415.00,,
Sandwich,-,2,1160.00,990.00,76.00,23.00,0.00,0.00,0.00,0.00,0.00,29.00,0.00,59.00,2337.00,,
Sandwich,-,3,967.00,937.00,89.00,26.00,0.00,0.00,0.00,0.00,0.00,27.00,0.00,30.00,2076.00,,
Sandwich,-,4,946.00,1011.00,87.00,19.00,0.00,0.00,0.00,0.00,0.00,29.00,0.00,30.00,2122.00,,
Sandwich,-,5,899.00,936.00,103.00,22.00,0.00,0.00,0.00,0.00,0.00,22.00,0.00,43.00,2025.00,,
Sandwich,-,6,798.00,984.00,79.00,22.00,0.00,0.00,0.00,0.00,0.00,34.00,0.00,31.00,1948.00,,
Saugus,-,1,631.00,642.00,42.00,17.00,0.00,0.00,0.00,0.00,0.00,18.00,0.00,32.00,1382.00,,
Saugus,-,2,658.00,662.00,45.00,17.00,0.00,0.00,0.00,0.00,0.00,24.00,0.00,21.00,1427.00,,
Saugus,-,3,643.00,671.00,52.00,25.00,0.00,0.00,0.00,0.00,0.00,9.00,0.00,39.00,1439.00,,
Saugus,-,4,565.00,650.00,31.00,6.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,45.00,1307.00,,
Saugus,-,5,615.00,897.00,47.00,18.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,46.00,1623.00,,
Saugus,-,6,677.00,700.00,55.00,16.00,0.00,0.00,0.00,0.00,0.00,15.00,0.00,22.00,1485.00,,
Saugus,-,7,613.00,898.00,37.00,13.00,0.00,0.00,0.00,0.00,0.00,21.00,0.00,35.00,1617.00,,
Saugus,-,8,673.00,712.00,44.00,14.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.00,1484.00,,
Saugus,-,9,681.00,838.00,30.00,13.00,0.00,0.00,0.00,0.00,0.00,9.00,0.00,40.00,1611.00,,
Saugus,-,10,629.00,635.00,31.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.00,1343.00,,
Savoy,-,1,184.00,163.00,24.00,11.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,17.00,401.00,,
Scituate,-,1,1064.00,827.00,83.00,40.00,7.00,0.00,0.00,0.00,0.00,37.00,0.00,46.00,2104.00,,
Scituate,-,2,1054.00,764.00,97.00,16.00,2.00,0.00,0.00,0.00,0.00,36.00,0.00,40.00,2009.00,,
Scituate,-,3,1132.00,689.00,83.00,25.00,8.00,0.00,0.00,0.00,0.00,35.00,0.00,36.00,2008.00,,
Scituate,-,4,1065.00,812.00,90.00,20.00,0.00,0.00,0.00,0.00,0.00,28.00,0.00,44.00,2059.00,,
Scituate,-,5,1119.00,653.00,102.00,30.00,7.00,0.00,0.00,0.00,0.00,24.00,0.00,40.00,1975.00,,
Scituate,-,6,1078.00,712.00,87.00,15.00,2.00,0.00,0.00,0.00,0.00,36.00,0.00,30.00,1960.00,,
Seekonk,-,1,823.00,932.00,78.00,30.00,0.00,0.00,0.00,0.00,0.00,24.00,0.00,23.00,1910.00,,
Seekonk,-,2,1018.00,963.00,98.00,31.00,0.00,0.00,0.00,0.00,0.00,35.00,0.00,23.00,2168.00,,
Seekonk,-,3,907.00,846.00,65.00,22.00,0.00,0.00,0.00,0.00,0.00,28.00,0.00,16.00,1884.00,,
Seekonk,-,4,915.00,831.00,81.00,23.00,0.00,0.00,0.00,0.00,0.00,40.00,0.00,25.00,1915.00,,
Sharon,-,1,1557.00,438.00,84.00,33.00,8.00,0.00,0.00,0.00,0.00,38.00,0.00,26.00,2184.00,,
Sharon,-,2,1374.00,504.00,60.00,14.00,4.00,0.00,0.00,0.00,0.00,30.00,0.00,25.00,2011.00,,
Sharon,-,3,1535.00,512.00,104.00,18.00,7.00,0.00,0.00,0.00,0.00,55.00,0.00,32.00,2263.00,,
Sharon,-,4,1480.00,449.00,77.00,33.00,2.00,0.00,0.00,0.00,0.00,31.00,0.00,25.00,2097.00,,
Sharon,-,5,1273.00,544.00,79.00,26.00,1.00,0.00,0.00,0.00,0.00,11.00,0.00,39.00,1973.00,,
Sheffield,-,1,1242.00,530.00,80.00,46.00,0.00,0.00,0.00,0.00,0.00,17.00,0.00,27.00,1942.00,,
Shelburne,-,1,821.00,230.00,49.00,51.00,0.00,0.00,0.00,0.00,0.00,26.00,0.00,20.00,1197.00,,
Sherborn,-,1,1766.00,617.00,197.00,23.00,12.00,0.00,0.00,0.00,0.00,29.00,0.00,79.00,2723.00,,
Shirley,-,1,1637.00,1432.00,214.00,49.00,14.00,0.00,0.00,0.00,0.00,55.00,0.00,49.00,3450.00,,
Shrewsbury,-,1,1214.00,885.00,111.00,26.00,6.00,0.00,0.00,0.00,0.00,56.00,0.00,41.00,2339.00,,
Shrewsbury,-,2,967.00,639.00,78.00,13.00,6.00,0.00,0.00,0.00,0.00,15.00,0.00,21.00,1739.00,,
Shrewsbury,-,3,838.00,586.00,77.00,15.00,6.00,0.00,0.00,0.00,0.00,28.00,0.00,19.00,1569.00,,
Shrewsbury,-,4,1007.00,702.00,83.00,27.00,5.00,0.00,0.00,0.00,0.00,26.00,0.00,24.00,1874.00,,
Shrewsbury,-,5,999.00,532.00,74.00,25.00,5.00,0.00,0.00,0.00,0.00,33.00,0.00,24.00,1692.00,,
Shrewsbury,-,6,1131.00,692.00,96.00,20.00,3.00,0.00,0.00,0.00,0.00,25.00,0.00,31.00,1998.00,,
Shrewsbury,-,7,1234.00,860.00,130.00,18.00,8.00,0.00,0.00,0.00,0.00,72.00,0.00,39.00,2361.00,,
Shrewsbury,-,8,1262.00,808.00,106.00,20.00,3.00,0.00,0.00,0.00,0.00,47.00,0.00,42.00,2288.00,,
Shrewsbury,-,9,875.00,454.00,47.00,15.00,6.00,0.00,0.00,0.00,0.00,15.00,0.00,11.00,1423.00,,
Shrewsbury,-,10,1093.00,650.00,92.00,18.00,5.00,0.00,0.00,0.00,0.00,34.00,0.00,32.00,1924.00,,
Shutesbury,-,1,980.00,142.00,38.00,83.00,0.00,0.00,0.00,0.00,0.00,22.00,0.00,17.00,1282.00,,
Somerset,-,1,993.00,958.00,80.00,21.00,5.00,0.00,0.00,0.00,0.00,13.00,0.00,42.00,2112.00,,
Somerset,-,2,1070.00,972.00,62.00,26.00,0.00,0.00,0.00,0.00,0.00,26.00,0.00,60.00,2216.00,,
Somerset,-,3,1076.00,912.00,33.00,74.00,2.00,0.00,0.00,0.00,0.00,18.00,0.00,32.00,2147.00,,
Somerset,-,4,903.00,855.00,70.00,18.00,2.00,0.00,0.00,0.00,0.00,22.00,0.00,40.00,1910.00,,
Somerset,-,5,859.00,869.00,85.00,30.00,2.00,0.00,0.00,0.00,0.00,13.00,0.00,34.00,1892.00,,
Somerville,1,1,1032.00,199.00,34.00,28.00,4.00,0.00,0.00,0.00,0.00,20.00,0.00,16.00,1333.00,,
Somerville,1,2,1318.00,293.00,58.00,25.00,1.00,0.00,0.00,0.00,0.00,28.00,0.00,27.00,1750.00,,
Somerville,1,3,1041.00,193.00,31.00,25.00,3.00,0.00,0.00,0.00,0.00,13.00,0.00,21.00,1327.00,,
Somerville,2,1,1617.00,133.00,44.00,49.00,2.00,0.00,0.00,0.00,0.00,26.00,0.00,11.00,1882.00,,
Somerville,2,2,1915.00,147.00,44.00,66.00,0.00,0.00,0.00,0.00,0.00,35.00,0.00,23.00,2230.00,,
Somerville,2,3,1797.00,176.00,71.00,57.00,2.00,0.00,0.00,0.00,0.00,28.00,0.00,20.00,2151.00,,
Somerville,3,1,1598.00,163.00,33.00,40.00,4.00,0.00,0.00,0.00,0.00,24.00,0.00,21.00,1883.00,,
Somerville,3,2,1652.00,202.00,54.00,40.00,3.00,0.00,0.00,0.00,0.00,24.00,0.00,24.00,1999.00,,
Somerville,3,3,1903.00,175.00,53.00,58.00,4.00,0.00,0.00,0.00,0.00,36.00,0.00,26.00,2255.00,,
Somerville,4,1,1054.00,231.00,30.00,15.00,3.00,1.00,0.00,0.00,0.00,11.00,0.00,24.00,1369.00,,
Somerville,4,2,1243.00,190.00,44.00,40.00,1.00,0.00,0.00,0.00,0.00,18.00,0.00,24.00,1560.00,,
Somerville,4,3,1432.00,233.00,48.00,33.00,5.00,0.00,0.00,0.00,0.00,30.00,0.00,21.00,1802.00,,
Somerville,5,1,1643.00,260.00,63.00,45.00,5.00,1.00,0.00,0.00,0.00,25.00,0.00,27.00,2069.00,,
Somerville,5,2,1956.00,227.00,77.00,42.00,4.00,1.00,0.00,0.00,0.00,24.00,0.00,22.00,2353.00,,
Somerville,5,3,2000.00,182.00,66.00,44.00,0.00,0.00,0.00,0.00,0.00,44.00,0.00,22.00,2358.00,,
Somerville,6,1,2183.00,159.00,79.00,50.00,5.00,0.00,0.00,0.00,0.00,31.00,0.00,20.00,2527.00,,
Somerville,6,2,2012.00,179.00,75.00,58.00,2.00,0.00,0.00,0.00,0.00,33.00,0.00,14.00,2373.00,,
Somerville,6,3,1270.00,120.00,40.00,32.00,5.00,0.00,0.00,0.00,0.00,14.00,0.00,15.00,1496.00,,
Somerville,7,1,1974.00,203.00,69.00,33.00,1.00,0.00,0.00,0.00,0.00,29.00,0.00,26.00,2335.00,,
Somerville,7,2,1535.00,171.00,40.00,32.00,4.00,0.00,0.00,0.00,0.00,19.00,0.00,30.00,1831.00,,
Somerville,7,3,1565.00,292.00,56.00,29.00,2.00,0.00,0.00,0.00,0.00,27.00,0.00,20.00,1991.00,,
S. Hadley,-,A,1053.00,645.00,85.00,49.00,0.00,0.00,0.00,0.00,0.00,48.00,0.00,24.00,1904.00,,
S. Hadley,-,B,1161.00,715.00,69.00,37.00,0.00,0.00,0.00,0.00,0.00,35.00,0.00,24.00,2041.00,,
S. Hadley,-,C,1016.00,815.00,117.00,27.00,0.00,0.00,0.00,0.00,0.00,37.00,0.00,29.00,2041.00,,
S. Hadley,-,D,812.00,344.00,34.00,24.00,0.00,0.00,0.00,0.00,0.00,35.00,0.00,17.00,1266.00,,
S. Hadley,-,E,1166.00,735.00,78.00,43.00,0.00,0.00,0.00,0.00,0.00,32.00,0.00,32.00,2086.00,,
Southampton,-,1,1744.00,1692.00,193.00,64.00,0.00,0.00,0.00,0.00,0.00,92.00,0.00,56.00,3841.00,,
Southborough,-,1,1236.00,653.00,121.00,20.00,0.00,0.00,0.00,0.00,0.00,45.00,0.00,38.00,2113.00,,
Southborough,-,2,1128.00,615.00,102.00,23.00,0.00,0.00,0.00,0.00,0.00,63.00,0.00,32.00,1963.00,,
Southborough,-,3,1166.00,630.00,105.00,13.00,0.00,0.00,0.00,0.00,0.00,62.00,0.00,31.00,2007.00,,
Southbridge,-,1,769.00,510.00,85.00,25.00,2.00,0.00,0.00,0.00,0.00,18.00,0.00,18.00,1427.00,,
Southbridge,-,2,722.00,411.00,66.00,15.00,3.00,0.00,0.00,0.00,0.00,18.00,0.00,14.00,1249.00,,
Southbridge,-,3,685.00,600.00,64.00,21.00,1.00,0.00,0.00,0.00,0.00,17.00,0.00,19.00,1407.00,,
Southbridge,-,4,811.00,764.00,111.00,22.00,2.00,0.00,0.00,0.00,0.00,33.00,0.00,25.00,1768.00,,
Southbridge,-,5,727.00,301.00,48.00,27.00,0.00,0.00,0.00,0.00,0.00,19.00,0.00,8.00,1130.00,,
Southwick,-,1,644.00,1150.00,93.00,28.00,4.00,0.00,0.00,0.00,0.00,27.00,0.00,29.00,1975.00,,
Southwick,-,2,548.00,866.00,91.00,27.00,0.00,0.00,0.00,0.00,0.00,28.00,0.00,17.00,1577.00,,
Southwick,-,3,667.00,945.00,83.00,18.00,1.00,0.00,0.00,0.00,0.00,32.00,0.00,29.00,1775.00,,
Spencer,-,1,593.00,748.00,74.00,11.00,0.00,0.00,0.00,0.00,0.00,17.00,0.00,25.00,1468.00,,
Spencer,-,2,517.00,670.00,72.00,16.00,3.00,0.00,0.00,0.00,0.00,22.00,0.00,22.00,1322.00,,
Spencer,-,3,542.00,859.00,71.00,29.00,3.00,0.00,0.00,0.00,0.00,32.00,0.00,19.00,1555.00,,
Spencer,-,4,613.00,768.00,79.00,27.00,4.00,0.00,0.00,0.00,0.00,23.00,0.00,16.00,1530.00,,
Springfield,1,A,664.00,25.00,8.00,9.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,9.00,717.00,,
Springfield,1,B,686.00,62.00,13.00,8.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,4.00,781.00,,
Springfield,1,C,550.00,47.00,9.00,11.00,0.00,0.00,0.00,0.00,0.00,7.00,0.00,6.00,630.00,,
Springfield,1,D,626.00,49.00,7.00,3.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,13.00,702.00,,
Springfield,1,E,694.00,62.00,13.00,7.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,6.00,787.00,,
Springfield,1,F,613.00,44.00,10.00,3.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,13.00,688.00,,
Springfield,1,G,674.00,69.00,16.00,16.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,10.00,793.00,,
Springfield,1,H,676.00,62.00,12.00,8.00,0.00,0.00,0.00,0.00,0.00,11.00,0.00,5.00,774.00,,
Springfield,2,A,577.00,105.00,9.00,9.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,4.00,712.00,,
Springfield,2,B,816.00,222.00,23.00,17.00,0.00,0.00,0.00,0.00,0.00,12.00,0.00,15.00,1105.00,,
Springfield,2,C,532.00,127.00,17.00,17.00,0.00,0.00,0.00,0.00,0.00,13.00,0.00,14.00,720.00,,
Springfield,2,D,718.00,224.00,35.00,8.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,15.00,1006.00,,
Springfield,2,E,648.00,238.00,32.00,17.00,0.00,0.00,0.00,0.00,0.00,15.00,0.00,15.00,965.00,,
Springfield,2,F,804.00,179.00,34.00,13.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,10.00,1050.00,,
Springfield,2,G,717.00,313.00,33.00,19.00,0.00,0.00,0.00,0.00,0.00,16.00,0.00,12.00,1110.00,,
Springfield,2,H,709.00,262.00,29.00,13.00,0.00,0.00,0.00,0.00,0.00,12.00,0.00,7.00,1032.00,,
Springfield,3,A,545.00,68.00,5.00,12.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,8.00,646.00,,
Springfield,3,B,570.00,49.00,9.00,9.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,2.00,645.00,,
Springfield,3,C,429.00,44.00,3.00,12.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,2.00,498.00,,
Springfield,3,D,569.00,41.00,11.00,11.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,10.00,648.00,,
Springfield,3,E,481.00,46.00,11.00,9.00,0.00,0.00,0.00,0.00,0.00,7.00,0.00,10.00,564.00,,
Springfield,3,F,441.00,67.00,13.00,9.00,0.00,0.00,0.00,0.00,0.00,9.00,0.00,5.00,544.00,,
Springfield,3,G,401.00,49.00,11.00,8.00,0.00,0.00,0.00,0.00,0.00,7.00,0.00,10.00,486.00,,
Springfield,3,H,550.00,90.00,8.00,10.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,8.00,674.00,,
Springfield,4,A,678.00,77.00,20.00,10.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,11.00,804.00,,
Springfield,4,B,773.00,46.00,13.00,10.00,0.00,0.00,0.00,0.00,0.00,11.00,0.00,9.00,862.00,,
Springfield,4,C,618.00,19.00,8.00,10.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,6.00,666.00,,
Springfield,4,D,659.00,30.00,11.00,7.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,3.00,716.00,,
Springfield,4,E,584.00,28.00,8.00,10.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,7.00,642.00,,
Springfield,4,F,227.00,17.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,248.00,,
Springfield,4,G,769.00,54.00,12.00,8.00,0.00,0.00,0.00,0.00,0.00,12.00,0.00,2.00,857.00,,
Springfield,4,H,658.00,30.00,7.00,8.00,0.00,0.00,0.00,0.00,0.00,7.00,0.00,6.00,716.00,,
Springfield,5,A,712.00,64.00,12.00,8.00,0.00,0.00,0.00,0.00,0.00,9.00,0.00,4.00,809.00,,
Springfield,5,B,775.00,172.00,26.00,11.00,0.00,0.00,0.00,0.00,0.00,12.00,0.00,14.00,1010.00,,
Springfield,5,C,612.00,209.00,21.00,19.00,0.00,0.00,0.00,0.00,0.00,21.00,0.00,13.00,895.00,,
Springfield,5,D,687.00,386.00,40.00,18.00,0.00,0.00,0.00,0.00,0.00,23.00,0.00,15.00,1169.00,,
Springfield,5,E,897.00,174.00,22.00,17.00,0.00,0.00,0.00,0.00,0.00,9.00,0.00,18.00,1137.00,,
Springfield,5,F,774.00,255.00,30.00,23.00,0.00,0.00,0.00,0.00,0.00,18.00,0.00,11.00,1111.00,,
Springfield,5,G,680.00,488.00,47.00,12.00,0.00,0.00,0.00,0.00,0.00,27.00,0.00,14.00,1268.00,,
Springfield,5,H,525.00,360.00,38.00,23.00,0.00,0.00,0.00,0.00,0.00,14.00,0.00,15.00,975.00,,
Springfield,6,A,581.00,113.00,16.00,6.00,0.00,0.00,0.00,0.00,0.00,7.00,0.00,8.00,731.00,,
Springfield,6,B,672.00,234.00,20.00,18.00,0.00,0.00,0.00,0.00,0.00,14.00,0.00,19.00,977.00,,
Springfield,6,C,597.00,212.00,29.00,16.00,0.00,0.00,0.00,0.00,0.00,14.00,0.00,6.00,874.00,,
Springfield,6,D,680.00,428.00,44.00,15.00,0.00,0.00,0.00,0.00,0.00,19.00,0.00,11.00,1197.00,,
Springfield,6,E,539.00,91.00,19.00,13.00,0.00,0.00,0.00,0.00,0.00,9.00,0.00,9.00,680.00,,
Springfield,6,F,587.00,113.00,31.00,17.00,0.00,0.00,0.00,0.00,0.00,13.00,0.00,11.00,772.00,,
Springfield,6,G,560.00,184.00,19.00,23.00,0.00,0.00,0.00,0.00,0.00,11.00,0.00,11.00,808.00,,
Springfield,6,H,678.00,341.00,32.00,19.00,0.00,0.00,0.00,0.00,0.00,25.00,0.00,16.00,1111.00,,
Springfield,7,A,638.00,335.00,37.00,11.00,0.00,0.00,0.00,0.00,0.00,9.00,0.00,17.00,1047.00,,
Springfield,7,B,770.00,438.00,39.00,20.00,0.00,0.00,0.00,0.00,0.00,23.00,0.00,21.00,1311.00,,
Springfield,7,C,717.00,427.00,51.00,16.00,0.00,0.00,0.00,0.00,0.00,29.00,0.00,8.00,1248.00,,
Springfield,7,D,630.00,409.00,36.00,20.00,0.00,0.00,0.00,0.00,0.00,15.00,0.00,24.00,1134.00,,
Springfield,7,E,650.00,184.00,20.00,15.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,10.00,887.00,,
Springfield,7,F,736.00,471.00,48.00,17.00,0.00,0.00,0.00,0.00,0.00,19.00,0.00,23.00,1314.00,,
Springfield,7,G,683.00,532.00,56.00,25.00,0.00,0.00,0.00,0.00,0.00,25.00,0.00,21.00,1342.00,,
Springfield,7,H,356.00,187.00,16.00,13.00,0.00,0.00,0.00,0.00,0.00,9.00,0.00,5.00,586.00,,
Springfield,8,A,623.00,264.00,45.00,14.00,0.00,0.00,0.00,0.00,0.00,7.00,0.00,14.00,967.00,,
Springfield,8,B,651.00,215.00,21.00,12.00,0.00,0.00,0.00,0.00,0.00,12.00,0.00,6.00,917.00,,
Springfield,8,C,776.00,121.00,27.00,8.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,9.00,951.00,,
Springfield,8,D,480.00,113.00,18.00,10.00,0.00,0.00,0.00,0.00,0.00,7.00,0.00,9.00,637.00,,
Springfield,8,E,501.00,152.00,20.00,16.00,0.00,0.00,0.00,0.00,0.00,16.00,0.00,8.00,713.00,,
Springfield,8,F,575.00,280.00,32.00,17.00,0.00,0.00,0.00,0.00,0.00,9.00,0.00,9.00,922.00,,
Springfield,8,G,681.00,265.00,19.00,15.00,0.00,0.00,0.00,0.00,0.00,17.00,0.00,16.00,1013.00,,
Springfield,8,H,662.00,169.00,26.00,12.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,6.00,885.00,,
Sterling,-,1,1081.00,1083.00,176.00,29.00,0.00,0.00,0.00,0.00,0.00,42.00,0.00,33.00,2444.00,,
Sterling,-,2,1081.00,1244.00,168.00,35.00,0.00,0.00,0.00,0.00,0.00,52.00,0.00,42.00,2622.00,,
Stockbridge,-,1,965.00,252.00,29.00,30.00,0.00,0.00,0.00,0.00,0.00,16.00,0.00,13.00,1305.00,,
Stoneham,-,1,970.00,697.00,74.00,17.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,47.00,1805.00,,
Stoneham,-,2,1093.00,685.00,77.00,17.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,76.00,1948.00,,
Stoneham,-,3,1069.00,874.00,81.00,17.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,76.00,2117.00,,
Stoneham,-,4,877.00,699.00,71.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,53.00,1710.00,,
Stoneham,-,5,946.00,840.00,68.00,11.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,68.00,1933.00,,
Stoneham,-,6,986.00,756.00,72.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,72.00,1906.00,,
Stoneham,-,7,1021.00,692.00,82.00,18.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,61.00,1874.00,,
Stoughton,-,1,1220.00,642.00,69.00,21.00,1.00,0.00,0.00,0.00,0.00,34.00,0.00,25.00,2012.00,,
Stoughton,-,2,1032.00,597.00,56.00,25.00,0.00,0.00,0.00,0.00,0.00,11.00,0.00,49.00,1770.00,,
Stoughton,-,3,1058.00,628.00,70.00,16.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,68.00,1840.00,,
Stoughton,-,4,1084.00,839.00,80.00,17.00,0.00,0.00,0.00,0.00,0.00,29.00,0.00,59.00,2108.00,,
Stoughton,-,5,908.00,598.00,55.00,24.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,46.00,1631.00,,
Stoughton,-,6,1311.00,714.00,83.00,23.00,0.00,0.00,0.00,0.00,0.00,12.00,0.00,47.00,2190.00,,
Stoughton,-,7,982.00,483.00,67.00,20.00,0.00,0.00,0.00,0.00,0.00,11.00,0.00,40.00,1603.00,,
Stoughton,-,8,856.00,419.00,62.00,16.00,0.00,0.00,0.00,0.00,0.00,21.00,0.00,20.00,1394.00,,
Stow,-,1,1391.00,686.00,135.00,34.00,9.00,0.00,0.00,0.00,0.00,47.00,0.00,34.00,2336.00,,
Stow,-,2,1317.00,575.00,151.00,36.00,6.00,0.00,0.00,0.00,0.00,44.00,0.00,22.00,2151.00,,
