City/Town,Ward,Pct,Republican,Democratic,Falchuk/ Jennings,Lively/ Saunders,Mccormick/ Post,All Others,Blanks,Total Votes Cast
W. Springfield,-,4,543.00,401.00,95.00,44.00,6.00,1.00,29.00,1119.00
W. Springfield,-,5,979.00,508.00,118.00,12.00,22.00,0.00,36.00,1675.00
W. Springfield,-,6,819.00,438.00,130.00,27.00,14.00,0.00,29.00,1457.00
W. Springfield,-,7,969.00,470.00,102.00,15.00,12.00,1.00,32.00,1601.00
W. Springfield,-,8,405.00,274.00,66.00,26.00,4.00,0.00,8.00,783.00
W. Stockbridge,-,1,142.00,476.00,11.00,11.00,14.00,0.00,23.00,677.00
W. Tisbury,-,1,369.00,984.00,35.00,7.00,16.00,0.00,26.00,1437.00
Westborough,-,1,489.00,379.00,25.00,8.00,9.00,0.00,12.00,922.00
Westborough,-,2,537.00,391.00,23.00,8.00,5.00,0.00,14.00,978.00
Westborough,-,3,619.00,563.00,43.00,10.00,7.00,4.00,26.00,1272.00
Westborough,-,4,932.00,613.00,30.00,4.00,7.00,1.00,11.00,1598.00
Westborough,-,5,1048.00,586.00,34.00,7.00,2.00,2.00,14.00,1693.00
Westfield,1,A,702.00,400.00,117.00,29.00,17.00,0.00,27.00,1292.00
Westfield,1,B,620.00,358.00,89.00,24.00,11.00,2.00,25.00,1129.00
Westfield,2,A,204.00,252.00,73.00,22.00,10.00,0.00,7.00,568.00
Westfield,2,B,442.00,311.00,75.00,29.00,11.00,0.00,16.00,884.00
Westfield,3,A,215.00,209.00,50.00,15.00,8.00,1.00,24.00,522.00
Westfield,3,B,558.00,394.00,102.00,26.00,12.00,0.00,20.00,1112.00
Westfield,4,A,266.00,183.00,49.00,12.00,2.00,1.00,15.00,528.00
Westfield,4,B,898.00,494.00,133.00,27.00,16.00,2.00,18.00,1588.00
Westfield,5,A,872.00,457.00,109.00,34.00,12.00,1.00,31.00,1516.00
Westfield,5,B,902.00,388.00,98.00,17.00,13.00,0.00,21.00,1439.00
Westfield,6,A,738.00,346.00,97.00,37.00,16.00,4.00,27.00,1265.00
Westfield,6,B,575.00,283.00,62.00,18.00,9.00,0.00,24.00,971.00
Westford,-,1,1036.00,566.00,59.00,8.00,8.00,0.00,8.00,1685.00
Westford,-,2,893.00,544.00,69.00,18.00,13.00,1.00,17.00,1555.00
Westford,-,3,948.00,590.00,47.00,7.00,12.00,0.00,10.00,1614.00
Westford,-,4,874.00,576.00,43.00,8.00,9.00,1.00,19.00,1530.00
Westford,-,5,871.00,608.00,39.00,13.00,7.00,0.00,20.00,1558.00
Westford,-,6,795.00,509.00,34.00,9.00,9.00,0.00,5.00,1361.00
Westhampton,-,1,353.00,377.00,59.00,11.00,9.00,0.00,19.00,828.00
Westminster,-,1,889.00,471.00,52.00,17.00,14.00,1.00,13.00,1457.00
Westminster,-,2,1002.00,499.00,71.00,24.00,16.00,0.00,16.00,1628.00
Weston,-,1,685.00,554.00,32.00,2.00,5.00,0.00,13.00,1291.00
Weston,-,2,649.00,435.00,30.00,6.00,8.00,2.00,7.00,1137.00
Weston,-,3,701.00,350.00,19.00,2.00,1.00,1.00,8.00,1082.00
Weston,-,4,802.00,384.00,19.00,5.00,2.00,1.00,8.00,1221.00
Westport,-,A,434.00,477.00,22.00,18.00,11.00,0.00,23.00,985.00
Westport,-,B,670.00,579.00,23.00,22.00,13.00,0.00,24.00,1331.00
Westport,-,C,404.00,449.00,20.00,26.00,10.00,0.00,18.00,927.00
Westport,-,D,431.00,467.00,18.00,26.00,12.00,0.00,24.00,978.00
Westport,-,E,624.00,582.00,19.00,25.00,13.00,0.00,20.00,1283.00
Westwood,-,1,1084.00,631.00,45.00,9.00,8.00,1.00,11.00,1789.00
Westwood,-,2,1104.00,621.00,29.00,6.00,7.00,0.00,13.00,1780.00
Westwood,-,3,1080.00,639.00,36.00,9.00,7.00,0.00,19.00,1790.00
Westwood,-,4,1004.00,489.00,16.00,4.00,6.00,2.00,12.00,1533.00
Weymouth,-,1,580.00,441.00,62.00,9.00,9.00,0.00,9.00,1110.00
Weymouth,-,2,685.00,533.00,63.00,16.00,8.00,1.00,13.00,1319.00
Weymouth,-,3,750.00,497.00,63.00,7.00,12.00,2.00,9.00,1340.00
Weymouth,-,4,676.00,416.00,42.00,10.00,6.00,0.00,6.00,1156.00
Weymouth,-,5,398.00,459.00,35.00,14.00,6.00,0.00,10.00,922.00
Weymouth,-,6,670.00,532.00,57.00,4.00,13.00,2.00,18.00,1296.00
Weymouth,-,7,549.00,413.00,40.00,7.00,5.00,0.00,7.00,1021.00
Weymouth,-,8,527.00,470.00,38.00,13.00,12.00,0.00,9.00,1069.00
Weymouth,-,9,760.00,483.00,42.00,16.00,3.00,0.00,13.00,1317.00
Weymouth,-,10,422.00,380.00,36.00,6.00,9.00,2.00,9.00,864.00
Weymouth,-,11,614.00,414.00,41.00,13.00,13.00,2.00,7.00,1104.00
Weymouth,-,12,706.00,477.00,36.00,11.00,11.00,3.00,14.00,1258.00
Weymouth,-,13,384.00,342.00,22.00,6.00,7.00,1.00,10.00,772.00
Weymouth,-,14,479.00,344.00,26.00,5.00,7.00,2.00,12.00,875.00
Weymouth,-,15,673.00,513.00,32.00,8.00,12.00,1.00,11.00,1250.00
Weymouth,-,16,781.00,496.00,59.00,14.00,10.00,1.00,12.00,1373.00
Weymouth,-,17,469.00,332.00,30.00,7.00,9.00,0.00,3.00,850.00
Weymouth,-,18,831.00,499.00,59.00,10.00,8.00,1.00,12.00,1420.00
Whately,-,1,286.00,383.00,51.00,6.00,9.00,1.00,12.00,748.00
Whitman,-,1,849.00,518.00,46.00,12.00,12.00,1.00,21.00,1459.00
Whitman,-,2,740.00,385.00,39.00,11.00,9.00,0.00,14.00,1198.00
Whitman,-,3,763.00,429.00,46.00,6.00,15.00,1.00,11.00,1271.00
Whitman,-,4,722.00,462.00,54.00,16.00,12.00,0.00,11.00,1277.00
Wilbraham,-,A,851.00,471.00,105.00,30.00,12.00,0.00,28.00,1497.00
Wilbraham,-,B,856.00,463.00,109.00,33.00,15.00,0.00,37.00,1513.00
Wilbraham,-,C,901.00,426.00,100.00,28.00,11.00,2.00,26.00,1494.00
Wilbraham,-,D,1047.00,469.00,92.00,11.00,11.00,1.00,29.00,1660.00
Williamsburg,-,1,345.00,810.00,68.00,11.00,6.00,3.00,14.00,1257.00
Williamstown,-,1,278.00,761.00,16.00,2.00,3.00,0.00,8.00,1068.00
Williamstown,-,2,58.00,357.00,4.00,0.00,3.00,1.00,8.00,431.00
Williamstown,-,3,213.00,770.00,17.00,6.00,7.00,0.00,12.00,1025.00
Wilmington,-,1,898.00,544.00,46.00,9.00,10.00,0.00,22.00,1529.00
Wilmington,-,2,903.00,523.00,35.00,4.00,14.00,0.00,21.00,1500.00
Wilmington,-,3,870.00,441.00,61.00,10.00,8.00,0.00,7.00,1397.00
Wilmington,-,4,945.00,545.00,52.00,8.00,13.00,0.00,32.00,1595.00
Wilmington,-,5,834.00,558.00,52.00,13.00,14.00,1.00,28.00,1500.00
Wilmington,-,6,889.00,579.00,42.00,9.00,6.00,0.00,16.00,1541.00
Winchendon,-,1,387.00,222.00,27.00,9.00,12.00,1.00,11.00,669.00
Winchendon,-,1A,116.00,87.00,6.00,1.00,1.00,0.00,2.00,213.00
Winchendon,-,2,551.00,314.00,44.00,14.00,8.00,5.00,10.00,946.00
Winchendon,-,3,564.00,316.00,36.00,18.00,9.00,1.00,9.00,953.00
Winchester,-,1,627.00,544.00,31.00,5.00,5.00,0.00,14.00,1226.00
Winchester,-,2,489.00,477.00,19.00,5.00,7.00,0.00,13.00,1010.00
Winchester,-,3,620.00,701.00,32.00,4.00,3.00,0.00,7.00,1367.00
Winchester,-,4,776.00,567.00,16.00,2.00,9.00,0.00,7.00,1377.00
Winchester,-,5,760.00,439.00,26.00,5.00,4.00,0.00,6.00,1240.00
Winchester,-,6,814.00,433.00,25.00,3.00,5.00,0.00,10.00,1290.00
Winchester,-,7,788.00,522.00,26.00,0.00,3.00,0.00,10.00,1349.00
Winchester,-,8,472.00,394.00,28.00,6.00,7.00,0.00,18.00,925.00
Windsor,-,1,108.00,195.00,11.00,8.00,5.00,0.00,2.00,329.00
Winthrop,-,1,633.00,502.00,47.00,5.00,9.00,3.00,20.00,1219.00
Winthrop,-,2,624.00,407.00,25.00,7.00,3.00,1.00,10.00,1077.00
Winthrop,-,3,484.00,479.00,43.00,6.00,8.00,3.00,13.00,1036.00
Winthrop,-,4,475.00,481.00,25.00,8.00,8.00,0.00,15.00,1012.00
Winthrop,-,5,638.00,508.00,24.00,6.00,6.00,2.00,15.00,1199.00
Winthrop,-,6,471.00,448.00,44.00,8.00,9.00,2.00,11.00,993.00
Woburn,1,1,427.00,369.00,21.00,3.00,4.00,1.00,7.00,832.00
Woburn,1,2,538.00,470.00,28.00,8.00,6.00,0.00,11.00,1061.00
Woburn,2,1,516.00,454.00,28.00,10.00,7.00,1.00,12.00,1028.00
Woburn,2,2,268.00,350.00,27.00,6.00,8.00,0.00,8.00,667.00
Woburn,3,1,537.00,359.00,34.00,6.00,6.00,2.00,14.00,958.00
Woburn,3,2,704.00,500.00,30.00,7.00,10.00,0.00,13.00,1264.00
Woburn,4,1,637.00,429.00,24.00,5.00,11.00,3.00,15.00,1124.00
Woburn,4,2,445.00,416.00,39.00,7.00,10.00,0.00,8.00,925.00
Woburn,5,1,432.00,405.00,30.00,8.00,11.00,0.00,3.00,889.00
Woburn,5,2,635.00,459.00,38.00,10.00,11.00,0.00,12.00,1165.00
Woburn,6,1,239.00,266.00,18.00,5.00,5.00,2.00,6.00,541.00
Woburn,6,2,558.00,387.00,24.00,4.00,7.00,0.00,15.00,995.00
Woburn,7,1,780.00,469.00,20.00,9.00,4.00,1.00,13.00,1296.00
Woburn,7,2,665.00,439.00,22.00,13.00,5.00,1.00,8.00,1153.00
Worcester,1,1,689.00,689.00,54.00,17.00,5.00,2.00,11.00,1467.00
Worcester,1,2,790.00,646.00,43.00,9.00,12.00,0.00,19.00,1519.00
Worcester,1,3,505.00,351.00,19.00,5.00,4.00,1.00,4.00,889.00
Worcester,1,4,608.00,721.00,55.00,11.00,8.00,6.00,15.00,1424.00
Worcester,1,5,537.00,532.00,45.00,9.00,7.00,1.00,11.00,1142.00
Worcester,2,1,591.00,589.00,50.00,7.00,9.00,1.00,9.00,1256.00
Worcester,2,2,598.00,621.00,37.00,10.00,12.00,1.00,16.00,1295.00
Worcester,2,3,568.00,512.00,39.00,8.00,14.00,1.00,18.00,1160.00
Worcester,2,4,227.00,544.00,33.00,10.00,13.00,4.00,8.00,839.00
Worcester,2,5,89.00,339.00,13.00,10.00,4.00,2.00,8.00,465.00
Worcester,3,1,314.00,426.00,37.00,15.00,7.00,1.00,12.00,812.00
Worcester,3,2,82.00,136.00,15.00,1.00,0.00,0.00,4.00,238.00
Worcester,3,3,256.00,335.00,27.00,4.00,11.00,0.00,10.00,643.00
Worcester,3,4,104.00,286.00,14.00,6.00,2.00,0.00,5.00,417.00
Worcester,3,5,323.00,389.00,29.00,7.00,10.00,2.00,10.00,770.00
Worcester,4,1,155.00,284.00,18.00,5.00,5.00,1.00,7.00,475.00
Worcester,4,2,249.00,336.00,17.00,5.00,6.00,1.00,13.00,627.00
Worcester,4,3,82.00,296.00,7.00,2.00,7.00,2.00,8.00,404.00
Worcester,4,4,333.00,314.00,13.00,6.00,5.00,1.00,10.00,682.00
Worcester,4,5,419.00,427.00,29.00,5.00,11.00,0.00,17.00,908.00
Worcester,5,1,203.00,332.00,17.00,4.00,6.00,1.00,7.00,570.00
Worcester,5,2,403.00,450.00,34.00,8.00,9.00,2.00,7.00,913.00
Worcester,5,3,629.00,496.00,37.00,6.00,9.00,2.00,10.00,1189.00
Worcester,5,4,549.00,434.00,30.00,9.00,7.00,2.00,16.00,1047.00
Worcester,5,5,501.00,503.00,30.00,7.00,13.00,0.00,13.00,1067.00
Worcester,6,1,105.00,201.00,10.00,2.00,7.00,0.00,7.00,332.00
Worcester,6,2,158.00,319.00,27.00,5.00,8.00,2.00,4.00,523.00
Worcester,6,3,219.00,308.00,26.00,7.00,7.00,0.00,12.00,579.00
Worcester,6,4,152.00,187.00,8.00,4.00,4.00,1.00,2.00,358.00
Worcester,6,5,347.00,419.00,26.00,2.00,10.00,1.00,10.00,815.00
Worcester,7,1,390.00,570.00,38.00,9.00,5.00,0.00,17.00,1029.00
Worcester,7,2,233.00,332.00,19.00,7.00,5.00,0.00,14.00,610.00
Worcester,7,3,373.00,498.00,23.00,8.00,4.00,2.00,12.00,920.00
Worcester,7,4,393.00,446.00,41.00,9.00,12.00,2.00,11.00,914.00
Worcester,7,5,451.00,472.00,37.00,13.00,7.00,1.00,15.00,996.00
Worcester,8,1,116.00,203.00,13.00,10.00,3.00,0.00,7.00,352.00
Worcester,8,2,70.00,204.00,14.00,6.00,3.00,0.00,7.00,304.00
Worcester,8,3,44.00,239.00,6.00,4.00,3.00,0.00,9.00,305.00
Worcester,8,4,141.00,366.00,17.00,3.00,10.00,0.00,13.00,550.00
Worcester,8,5,162.00,235.00,9.00,8.00,7.00,1.00,7.00,429.00
Worcester,9,1,390.00,525.00,45.00,11.00,5.00,2.00,14.00,992.00
Worcester,9,2,483.00,723.00,39.00,12.00,6.00,1.00,20.00,1284.00
Worcester,9,3,380.00,433.00,27.00,5.00,5.00,2.00,9.00,861.00
Worcester,9,4,595.00,624.00,46.00,8.00,11.00,1.00,14.00,1299.00
Worcester,9,5,627.00,591.00,37.00,10.00,4.00,3.00,17.00,1289.00
Worcester,10,1,152.00,268.00,20.00,6.00,6.00,1.00,7.00,460.00
Worcester,10,2,114.00,288.00,17.00,4.00,5.00,1.00,7.00,436.00
Worcester,10,3,75.00,369.00,6.00,4.00,6.00,0.00,14.00,474.00
Worcester,10,4,57.00,218.00,14.00,6.00,2.00,0.00,3.00,300.00
Worcester,10,5,60.00,271.00,2.00,4.00,4.00,2.00,7.00,350.00
Worthington,-,1,228.00,310.00,38.00,4.00,1.00,0.00,14.00,595.00
Wrentham,-,1,1035.00,425.00,53.00,7.00,12.00,3.00,12.00,1547.00
Wrentham,-,2,1067.00,411.00,42.00,11.00,13.00,1.00,12.00,1557.00
Wrentham,-,3,935.00,489.00,44.00,16.00,14.00,1.00,15.00,1514.00
Yarmouth,-,1,884.00,668.00,44.00,6.00,32.00,1.00,19.00,1654.00
Yarmouth,-,2,904.00,651.00,37.00,6.00,32.00,0.00,20.00,1650.00
Yarmouth,-,3,557.00,475.00,25.00,6.00,21.00,1.00,11.00,1096.00
Yarmouth,-,4,748.00,591.00,31.00,10.00,41.00,1.00,14.00,1436.00
Yarmouth,-,5,635.00,476.00,40.00,9.00,25.00,1.00,12.00,1198.00
Yarmouth,-,6,639.00,526.00,29.00,7.00,19.00,1.00,8.00,1229.00
Yarmouth,-,7,1059.00,777.00,31.00,9.00,42.00,2.00,13.00,1933.00
TOTALS,,,1044573.00,1004408.00,71814.00,19378.00,16295.00,1858.00,28463.00,2186789.00
