City/Town,Ward,Pct,Ayanna S. Pressley,Michael E. Capuano,All Others,Blanks,Total Votes Cast,Total,White,Black or African American,American Indian and Alaska Native,Asian,Native Hawaiian and Other Pacific Islander,Some Other Race,Two or More Races,Total.1,White (alone),Black or African American (alone),Hispanic or Latino (alone),American Indian and Alaska Native (alone),Asian (alone),Native Hawaiian and Other Pacific Islander (alone),Some Other Race/Ethnicity (alone),Two or More Races/Ethnicities (alone),Black Percentage,Native American Percentage,Asian Percentage,Native Hawaiian/Pacific Islander Percentage,Other Race Percentage,Two or more races Percentage,Hispanic Percentage,White Percentage
Boston,18,2,251,80,1,11,343,1772,46,1598,8,17,1,51,51,1772,22,1544,131,4,16,0,12,43,90.18058691,0.4514672686,0.9593679458,0.05643340858,2.878103837,2.878103837,7.392776524,2.595936795
Boston,18,3,341,115,0,13,469,2048,98,1776,19,18,2,68,67,2048,51,1727,178,15,17,2,7,51,86.71875,0.927734375,0.87890625,0.09765625,3.3203125,3.271484375,8.69140625,4.78515625
Boston,18,4,317,83,0,26,426,2024,96,1764,5,9,0,95,55,2024,70,1711,168,5,9,0,21,40,87.1541502,0.2470355731,0.4446640316,0,4.693675889,2.717391304,8.300395257,4.743083004
Boston,18,5,362,134,0,25,521,1923,104,1681,24,4,0,56,54,1923,82,1630,147,10,4,0,13,37,87.41549662,1.248049922,0.2080083203,0,2.912116485,2.808112324,7.644305772,5.408216329
Boston,18,6,426,147,1,15,589,1999,171,1672,8,13,0,69,66,1999,110,1632,184,7,13,0,6,47,83.64182091,0.4002001001,0.6503251626,0,3.451725863,3.301650825,9.204602301,8.554277139
Boston,18,7,232,107,1,5,345,1688,621,653,18,62,0,277,57,1688,410,584,587,8,59,0,17,23,38.68483412,1.066350711,3.672985782,0,16.40995261,3.376777251,34.77488152,36.78909953
Boston,18,8,396,201,3,21,621,3041,859,1642,15,58,2,356,109,3041,566,1548,791,5,57,2,16,56,53.99539625,0.4932587964,1.907267346,0.06576783953,11.70667544,3.584347254,26.01118053,28.24728708
Boston,18,9,273,165,1,21,460,1606,960,372,7,41,1,160,65,1606,847,345,318,6,40,1,18,31,23.16313823,0.4358655044,2.552926526,0.06226650062,9.9626401,4.04732254,19.8007472,59.7758406
Boston,18,10,407,291,1,11,710,2337,1576,371,13,89,0,212,76,2337,1364,351,470,5,87,0,25,35,15.87505349,0.5562687206,3.808301241,0,9.071459136,3.25203252,20.11125374,67.4368849
Boston,18,11,199,120,0,11,330,1410,415,707,9,29,0,194,56,1410,298,664,390,4,28,0,7,19,50.14184397,0.6382978723,2.056737589,0,13.75886525,3.971631206,27.65957447,29.43262411
Boston,18,12,211,186,0,29,426,1777,951,600,11,40,1,114,60,1777,803,561,342,8,38,1,3,21,33.76477209,0.6190208216,2.250984806,0.05627462015,6.415306697,3.376477209,19.24592009,53.51716376
Boston,18,13,165,80,0,14,259,1147,381,578,3,33,0,116,36,1147,286,546,246,2,33,0,13,21,50.39232781,0.2615518745,2.877070619,0,10.11333915,3.138622493,21.44725371,33.21708806
Boston,18,14,151,81,0,5,237,1284,345,692,5,23,0,169,50,1284,222,647,349,2,20,0,17,27,53.894081,0.3894080997,1.791277259,0,13.16199377,3.894080997,27.18068536,26.86915888
Boston,18,15,262,130,0,18,410,1723,301,1195,6,20,0,151,50,1723,215,1131,330,5,20,0,4,18,69.35577481,0.3482298317,1.160766106,0,8.763784098,2.901915264,19.15264074,17.46952989
Boston,18,16,239,367,1,22,629,1733,1194,380,8,39,5,73,34,1733,1118,355,191,2,38,0,7,22,21.92729371,0.461627236,2.250432776,0.2885170225,4.212348529,1.961915753,11.02135026,68.89786497
Boston,18,17,240,171,1,19,431,1650,689,665,10,44,1,171,70,1650,576,616,374,4,44,1,7,28,40.3030303,0.6060606061,2.666666667,0.06060606061,10.36363636,4.242424242,22.66666667,41.75757576
Boston,18,18,299,205,0,41,545,2356,1007,985,6,17,4,253,84,2356,827,913,537,4,17,0,16,42,41.80814941,0.2546689304,0.7215619694,0.1697792869,10.7385399,3.565365025,22.79286927,42.74193548
Boston,18,19,343,263,2,26,634,2594,1046,1180,8,70,3,199,88,2594,864,1125,467,3,68,0,17,50,45.48959136,0.3084040093,2.698535081,0.1156515035,7.67154973,3.392444102,18.00308404,40.32382421
Boston,18,20,273,325,2,47,647,2279,1486,518,5,42,1,169,58,2279,1417,490,254,4,42,1,38,33,22.72926722,0.2193944713,1.842913559,0.04387889425,7.415533129,2.544975867,11.14523914,65.20403686
Boston,18,21,360,124,0,21,505,2119,111,1810,11,2,0,123,62,2119,61,1748,237,7,1,0,20,45,85.41764983,0.5191127891,0.09438414346,0,5.804624823,2.925908447,11.184521,5.238319962
Boston,18,22,288,223,2,23,536,1753,1115,385,4,32,2,162,53,1753,945,355,387,1,28,2,10,25,21.96235026,0.2281802624,1.825442099,0.1140901312,9.241300627,3.023388477,22.07644039,63.60524815
Boston,18,23,195,126,0,18,339,1195,255,743,6,11,0,148,32,1195,165,696,305,0,11,0,8,10,62.17573222,0.5020920502,0.9205020921,0,12.38493724,2.677824268,25.52301255,21.33891213
Boston,19,7,494,171,0,10,675,1717,1105,211,8,136,0,184,73,1717,941,198,388,2,136,0,11,41,12.28887595,0.4659289458,7.920792079,0,10.71636575,4.251601631,22.59755387,64.35643564
Boston,19,10,350,214,0,16,580,1817,1097,474,6,36,3,142,59,1817,928,425,394,4,35,3,6,22,26.08695652,0.3302146395,1.981287837,0.1651073198,7.815079802,3.247110622,21.68409466,60.37424326
Boston,19,11,238,119,0,14,371,1386,469,390,7,73,0,364,83,1386,232,342,694,2,73,0,7,36,28.13852814,0.5050505051,5.266955267,0,26.26262626,5.988455988,50.07215007,33.83838384
Boston,19,12,258,183,0,11,452,1133,750,237,7,19,1,74,45,1133,656,220,212,5,18,1,1,20,20.91791703,0.6178287732,1.676963813,0.08826125331,6.531332745,3.971756399,18.7113857,66.19593998
Boston,19,13,178,106,0,11,295,1850,792,581,10,42,5,321,99,1850,516,516,732,2,42,4,9,29,31.40540541,0.5405405405,2.27027027,0.2702702703,17.35135135,5.351351351,39.56756757,42.81081081
Boston,20,3,171,193,0,29,393,1967,1118,543,4,121,0,133,48,1967,1001,508,298,4,121,0,7,28,27.60549059,0.2033553635,6.151499746,0,6.761565836,2.440264362,15.14997458,56.8378241
Boston,21,1,188,101,0,2,291,3936,2804,140,8,776,5,78,125,3936,2608,132,298,7,773,3,14,101,3.556910569,0.2032520325,19.71544715,0.1270325203,1.981707317,3.175813008,7.571138211,71.2398374
Boston,21,2,33,17,0,2,52,6796,4675,223,3,1512,0,115,268,6796,4319,204,525,2,1500,0,20,226,3.281341966,0.04414361389,22.2483814,0,1.692171866,3.943496174,7.725132431,68.79046498
Boston,21,3,111,55,0,4,170,3700,2379,137,6,956,1,101,120,3700,2212,127,256,5,946,1,46,107,3.702702703,0.1621621622,25.83783784,0.02702702703,2.72972973,3.243243243,6.918918919,64.2972973
Boston,21,4,119,40,0,3,162,2966,1914,77,2,596,1,240,136,2966,1775,76,326,1,594,1,101,92,2.596089009,0.06743088334,20.09440324,0.03371544167,8.091706001,4.585300067,10.99123399,64.53135536
Boston,21,5,199,78,0,3,280,2668,1915,106,2,511,3,64,67,2668,1792,98,184,0,507,2,29,56,3.973013493,0.07496251874,19.15292354,0.1124437781,2.3988006,2.511244378,6.896551724,71.77661169
Boston,21,6,140,135,0,2,277,2860,2162,94,5,405,3,108,83,2860,2024,89,216,2,404,3,51,71,3.286713287,0.1748251748,14.16083916,0.1048951049,3.776223776,2.902097902,7.552447552,75.59440559
Boston,21,7,172,68,0,4,244,1555,1017,152,5,207,3,107,64,1555,858,131,290,2,206,3,16,49,9.774919614,0.3215434084,13.31189711,0.192926045,6.881028939,4.115755627,18.64951768,65.40192926
Boston,21,8,253,70,0,2,325,2811,2080,124,6,433,1,104,63,2811,1981,118,196,2,432,1,31,50,4.411241551,0.2134471718,15.4037709,0.03557452864,3.699750978,2.241195304,6.972607613,73.99501957
Boston,21,9,180,87,0,4,271,2881,1824,255,11,555,1,140,95,2881,1691,230,304,4,553,1,24,74,8.85109337,0.3818118709,19.26414439,0.03471017008,4.859423811,3.297466158,10.5518917,63.31135023
Boston,21,10,178,98,0,13,289,2112,1504,152,2,313,1,74,66,2112,1399,134,214,1,311,1,7,45,7.196969697,0.0946969697,14.82007576,0.04734848485,3.503787879,3.125,10.13257576,71.21212121
Boston,21,11,209,107,0,7,323,2664,1982,82,4,465,0,67,64,2664,1890,76,161,2,465,0,18,52,3.078078078,0.1501501502,17.45495495,0,2.515015015,2.402402402,6.043543544,74.3993994
Boston,21,12,204,107,0,20,331,2414,2051,85,2,198,2,36,40,2414,1972,76,126,1,196,2,8,33,3.521126761,0.08285004143,8.202154101,0.08285004143,1.491300746,1.657000829,5.21955261,84.96271748
Boston,21,13,197,234,1,30,462,2772,2133,52,1,502,1,39,44,2772,2088,48,76,0,502,1,17,40,1.875901876,0.03607503608,18.10966811,0.03607503608,1.406926407,1.587301587,2.741702742,76.94805195
Boston,21,14,131,71,0,0,202,1528,1253,44,2,175,0,20,34,1528,1197,42,83,2,175,0,2,27,2.879581152,0.1308900524,11.45287958,0,1.308900524,2.22513089,5.431937173,82.0026178
Boston,21,15,171,74,0,4,249,1905,1545,54,6,236,2,32,30,1905,1488,53,87,4,235,2,11,25,2.834645669,0.3149606299,12.38845144,0.1049868766,1.679790026,1.57480315,4.566929134,81.1023622
Boston,21,16,180,146,1,5,332,5369,4299,265,4,567,0,88,146,5369,4024,248,393,4,564,0,11,125,4.935742224,0.07450176942,10.56062581,0,1.639038927,2.719314584,7.319798845,80.07077668
Boston,22,1,213,163,0,10,386,5112,3220,357,17,1026,1,278,213,5112,2804,315,712,8,1022,1,68,182,6.983568075,0.3325508607,20.07042254,0.01956181534,5.438184664,4.166666667,13.92801252,62.98904538
Boston,22,2,277,157,0,10,444,2937,1933,163,8,404,2,315,112,2937,1738,146,480,3,401,2,98,69,5.549880831,0.2723867892,13.75553286,0.06809669731,10.72522983,3.813415049,16.34320735,65.81545795
Boston,22,3,243,146,0,9,398,2369,1875,78,3,306,0,73,34,2369,1787,70,157,3,305,0,21,26,3.292528493,0.1266357113,12.91684255,0,3.081468974,1.435204728,6.62726889,79.14731954
Boston,22,4,164,174,0,9,347,1406,1133,57,0,154,0,42,20,1406,1085,55,87,0,151,0,10,18,4.054054054,0,10.95305832,0,2.987197724,1.422475107,6.187766714,80.58321479
Boston,22,5,109,64,0,4,177,1642,1010,116,3,185,0,251,77,1642,894,99,270,1,184,0,136,58,7.06455542,0.1827040195,11.26674787,0,15.2862363,4.689403167,16.44336175,61.51035323
Boston,22,6,120,92,0,2,214,1585,1157,41,1,221,0,117,48,1585,1066,32,169,1,221,0,58,38,2.586750789,0.06309148265,13.94321767,0,7.38170347,3.028391167,10.66246057,72.99684543
Boston,22,7,191,188,1,8,388,2079,1628,118,4,160,1,121,47,2079,1552,109,164,3,159,1,52,39,5.675805676,0.1924001924,7.696007696,0.0481000481,5.82010582,2.260702261,7.888407888,78.30687831
Boston,22,8,82,145,0,5,232,2065,1583,61,1,357,0,26,37,2065,1505,58,108,1,354,0,8,31,2.953995157,0.04842615012,17.28813559,0,1.259079903,1.791767554,5.230024213,76.65859564
Boston,22,9,180,132,0,4,316,2018,1564,40,0,319,2,33,60,2018,1498,37,99,0,319,2,11,52,1.982160555,0,15.80773043,0.09910802775,1.635282458,2.973240833,4.905847374,77.5024777
Boston,22,10,214,163,0,5,382,2442,1984,90,1,250,0,73,44,2442,1842,81,207,1,248,0,34,29,3.685503686,0.04095004095,10.23751024,0,2.989352989,1.801801802,8.476658477,81.24488124
Boston,22,11,115,114,0,8,237,1315,1019,66,5,155,0,29,41,1315,949,64,109,1,152,0,12,28,5.019011407,0.3802281369,11.78707224,0,2.205323194,3.117870722,8.288973384,77.4904943
Boston,22,12,110,134,0,8,252,1646,1007,164,8,242,1,158,66,1646,903,138,299,5,242,0,29,30,9.963547995,0.4860267315,14.70230863,0.06075334143,9.599027947,4.009720535,18.16524909,61.17861482
