objectid,name,address,address2,municipal,state,zipcode,recordtype,data_year,source,market_id,ebt,coupons,latitude,longitude,prim_type,shape
3277,CVS/Pharmacy,55 Main St, ,Medfield,MA,02052,Verified,2016,ReferenceUSA,0, , ,42.18243000,-71.30290100,Pharmacies & Drug Stores,2400000001000000010004006A6900000C000000010000009B89C8F0B115A094FBD5A311
3278,CVS/Pharmacy,67 Main St # D, ,Medway,MA,02053,Verified,2016,ReferenceUSA,0, , ,42.15270900,-71.40459200,Pharmacies & Drug Stores,2400000001000000010004006A6900000C00000001000000A6E1BDA0B11594E5ABB6A311
3279,CVS/Pharmacy,516 Main St # 522, ,Melrose,MA,02176,Verified,2016,ReferenceUSA,0, , ,42.45552800,-71.06506600,Pharmacies & Drug Stores,2400000001000000010004006A6900000C00000001000000A386BBAAB315AB8CF9F7A511
3280,CVS/Pharmacy,233 Broadway, ,Methuen,MA,01844,Verified,2016,ReferenceUSA,0, , ,42.72510800,-71.18325300,Pharmacies & Drug Stores,2400000001000000010004006A6900000C000000010000008DA8D8CCB21598C68F95A811
3281,CVS/Pharmacy,244 Broadway, ,Methuen,MA,01844,Verified,2016,ReferenceUSA,0, , ,42.73122400,-71.17435400,Pharmacies & Drug Stores,2400000001000000010004006A6900000C00000001000000B7EECED3B21590A1D09BA811
3282,CVS/Pharmacy,220 Maple St, ,Middleton,MA,01949,Verified,2016,ReferenceUSA,0, , ,42.59626100,-70.99397000,Pharmacies & Drug Stores,2400000001000000010004006A6900000C0000000100000090B0ACE1B3159395AB8DA711
3283,CVS/Pharmacy,134 Cape Rd, ,Milford,MA,01757,Verified,2016,ReferenceUSA,0, , ,42.14760800,-71.51723400,Pharmacies & Drug Stores,2400000001000000010004006A6900000C00000001000000A390D9C7B01586F8F2B0A311
3284,CVS/Pharmacy,137 S Main St, ,Milford,MA,01757,Verified,2016,ReferenceUSA,0, , ,42.12690400,-71.51804700,Pharmacies & Drug Stores,2400000001000000010004006A6900000C0000000100000090C186C7B01594E4FB9AA311
3285,CVS/Pharmacy,50 Medway Rd, ,Milford,MA,01757,Verified,2016,ReferenceUSA,0, , ,42.15014400,-71.49986000,Pharmacies & Drug Stores,2400000001000000010004006A6900000C00000001000000B191B2D5B01598CECAB3A311
3286,CVS/Pharmacy,63 Canal St, ,Millbury,MA,01527,Verified,2016,ReferenceUSA,0, , ,42.19306700,-71.75392700,Pharmacies & Drug Stores,2400000001000000010004006A6900000C0000000100000097C4A18DAF159BBBACE1A311
3287,CVS/Pharmacy,984 Great Plain Ave, ,Needham,MA,02492,Verified,2016,ReferenceUSA,0, , ,42.28004400,-71.23630100,Pharmacies & Drug Stores,2400000001000000010004006A6900000C00000001000000A2A1DBA4B21596C6C0BDA411
3288,CVS/Pharmacy,136 Ashley Blvd, ,New Bedford,MA,02746,Verified,2016,ReferenceUSA,0, , ,41.65796100,-70.92898900,Pharmacies & Drug Stores,2400000001000000010004006A6900000C00000001000000A9A4EE9AB4159ECFE1AB9F11
3289,CVS/Pharmacy,47 Pontiac St, ,New Bedford,MA,02745,Unverified,2016,ReferenceUSA,0, , ,41.69672800,-70.93899500,Pharmacies & Drug Stores,2400000001000000010004006A6900000C00000001000000BFACD292B41591E7E2D49F11
3290,CVS/Pharmacy,786 Ashley Blvd, ,New Bedford,MA,02745,Verified,2016,ReferenceUSA,0, , ,41.68148700,-70.93341200,Pharmacies & Drug Stores,2400000001000000010004006A6900000C000000010000009EB19797B415849CD4C49F11
3291,CVS/Pharmacy,13 1/2 Pond St # 3, ,Newburyport,MA,01950,Verified,2016,ReferenceUSA,0, , ,42.80735500,-70.87357000,Pharmacies & Drug Stores,2400000001000000010004006A6900000C000000010000008B92F8BDB4158EE5CBEDA811
3292,CVS/Pharmacy,1217 Centre St, ,Newton Center,MA,02459,Verified,2016,ReferenceUSA,0, , ,42.33107200,-71.19472400,Pharmacies & Drug Stores,2400000001000000010004006A6900000C0000000100000094E29CC5B215B7AED5F3A411
3293,CVS/Pharmacy,730 Commonwealth Ave, ,Newton Center,MA,02459,Verified,2016,ReferenceUSA,0, , ,42.32247900,-71.19233400,Pharmacies & Drug Stores,2400000001000000010004006A6900000C00000001000000BFB591C7B215AF8DC9EAA411
3294,CVS/Pharmacy,304 Walnut St, ,Newtonville,MA,02460,Verified,2016,ReferenceUSA,0, , ,42.35045900,-71.20657200,Pharmacies & Drug Stores,2400000001000000010004006A6900000C000000010000009ADEEBBBB21594EF9588A511
3295,CVS/Pharmacy,55 Veterans Memorial Dr, ,North Adams,MA,01247,Verified,2016,ReferenceUSA,0, , ,42.70039700,-73.11262700,Pharmacies & Drug Stores,2400000001000000010004006A6900000C00000001000000A4F89EE9A6158C95B286A811
3296,CVS/Pharmacy,2 Roche Brothers Way, ,North Easton,MA,02356,Verified,2016,ReferenceUSA,0, , ,42.08821500,-71.09294500,Pharmacies & Drug Stores,2400000001000000010004006A6900000C00000001000000B6C5B996B315A88CE0F2A211
3297,CVS/Pharmacy,689 Depot St, ,North Easton,MA,02356,Verified,2016,ReferenceUSA,0, , ,42.02493300,-71.11924400,Pharmacies & Drug Stores,2400000001000000010004006A6900000C0000000100000091F0FF81B3159DEECFAFA211
3298,CVS/Pharmacy,84 Main St, ,Northampton,MA,01060,Verified,2016,ReferenceUSA,0, , ,42.32534800,-72.63622100,Pharmacies & Drug Stores,2400000001000000010004006A6900000C00000001000000A1AF95D8A915BCB98FF3A411
3299,CVS/Pharmacy,90 Main St, ,Northampton,MA,01060,Verified,2016,ReferenceUSA,0, , ,42.31911600,-72.63002900,Pharmacies & Drug Stores,2400000001000000010004006A6900000C00000001000000A591F9DCA9158BA0BAECA411
3300,CVS/Pharmacy,104 Washington St, ,Norwell,MA,02061,Verified,2016,ReferenceUSA,0, , ,42.17154800,-70.87823900,Pharmacies & Drug Stores,2400000001000000010004006A6900000C000000010000009DC69ABFB415A4B085CCA311
3301,CVS/Pharmacy,658 Washington St, ,Norwood,MA,02062,Verified,2016,ReferenceUSA,0, , ,42.19308900,-71.20090600,Pharmacies & Drug Stores,2400000001000000010004006A6900000C00000001000000A0BAF0C0B215A2A7BEE1A311
3302,CVS/Pharmacy,110 Main St, ,Orleans,MA,02653,Verified,2016,ReferenceUSA,0, , ,41.78343800,-69.98232100,Pharmacies & Drug Stores,2400000001000000010004006A6900000C000000010000008088B688BA15B0EBEDB9A011
3303,CVS/Pharmacy,174 Main St, ,Peabody,MA,01960,Verified,2016,ReferenceUSA,0, , ,42.52326300,-70.91999300,Pharmacies & Drug Stores,2400000001000000010004006A6900000C00000001000000B9FAE29BB4159D95B0C0A611
3304,CVS/Pharmacy,85 Lynnfield St, ,Peabody,MA,01960,Verified,2016,ReferenceUSA,0, , ,42.51691200,-70.95160100,Pharmacies & Drug Stores,2400000001000000010004006A6900000C00000001000000849F8683B4158B84BEB9A611
3305,CVS/Pharmacy,155 Center St, ,Pembroke,MA,02359,Verified,2016,ReferenceUSA,0, , ,42.06824500,-70.81022500,Pharmacies & Drug Stores,2400000001000000010004006A6900000C00000001000000B8C7D7F5B415929884DFA211
3306,CVS/Pharmacy,57 Messenger St, ,Plainville,MA,02762,Verified,2016,ReferenceUSA,0, , ,42.01050100,-71.30580600,Pharmacies & Drug Stores,2400000001000000010004006A6900000C00000001000000A29ED8EEB11592C3EB9FA211
3307,CVS/Pharmacy,2253 State Rd, ,Plymouth,MA,02360,Verified,2016,ReferenceUSA,0, , ,41.82138900,-70.55189600,Pharmacies & Drug Stores,2400000001000000010004006A6900000C00000001000000A783BCC4B615B6B9C3DBA011
3308,CVS/Pharmacy,321 Quincy Shore Dr, ,Quincy,MA,02171,Verified,2016,ReferenceUSA,0, , ,42.28693500,-71.02280300,Pharmacies & Drug Stores,2400000001000000010004006A6900000C0000000100000088C1CECCB31583A4C4C5A411
3309,CVS/Pharmacy,300 Canal St, ,Salem,MA,01970,Verified,2016,ReferenceUSA,0, , ,42.50082100,-70.89616400,Pharmacies & Drug Stores,2400000001000000010004006A6900000C0000000100000080C4CEAEB415B3E2DDA8A611
3310,CVS/Pharmacy,2 Lafayette Rd, ,Salisbury,MA,01952,Verified,2016,ReferenceUSA,0, , ,42.84215500,-70.85979600,Pharmacies & Drug Stores,2400000001000000010004006A6900000C00000001000000A780B4C8B415B48DC592A911
3311,CVS/Pharmacy,1075 Broadway, ,Saugus,MA,01906,Verified,2016,ReferenceUSA,0, , ,42.46880000,-71.02620400,Pharmacies & Drug Stores,2400000001000000010004006A6900000C00000001000000B18BEFC8B315A2BD9586A611
3312,CVS/Pharmacy,1277 Broadway, ,Saugus,MA,01906,Unverified,2016,ReferenceUSA,0, , ,42.44881200,-71.00774400,Pharmacies & Drug Stores,2400000001000000010004006A6900000C0000000100000092EFBBD7B3159BE089F1A511
3313,CVS/Pharmacy,500 Route 134, ,South Dennis,MA,02660,Unverified,2016,ReferenceUSA,0, , ,41.70579500,-70.16200700,Pharmacies & Drug Stores,2400000001000000010004006A6900000C0000000100000098D9A3FBB815AFFD9EE59F11
3314,CVS/Pharmacy,555 Washington St, ,South Easton,MA,02375,Verified,2016,ReferenceUSA,0, , ,42.04902300,-71.08432900,Pharmacies & Drug Stores,2400000001000000010004006A6900000C0000000100000090CCB99DB315A9C3A2C9A211
3315,CVS/Pharmacy,1504 Main St, ,South Weymouth,MA,02190,Verified,2016,ReferenceUSA,0, , ,42.15249900,-70.95512000,Pharmacies & Drug Stores,2400000001000000010004006A6900000C00000001000000B5FDE082B41586CDB9B7A311
3316,CVS/Pharmacy,453 Station Ave, ,South Yarmouth,MA,02664,Verified,2016,ReferenceUSA,0, , ,41.66958900,-70.19233500,Pharmacies & Drug Stores,2400000001000000010004006A6900000C00000001000000B1FDE5E3B815B8F7C2BE9F11
3317,CVS/Pharmacy,1242 Parker St, ,Springfield,MA,01129,Verified,2016,ReferenceUSA,0, , ,42.11496900,-72.49888800,Pharmacies & Drug Stores,2400000001000000010004006A6900000C000000010000008E98C0C1AA15A0D2F792A311
3318,CVS/Pharmacy,600 State St, ,Springfield,MA,01109,Verified,2016,ReferenceUSA,0, , ,42.11002400,-72.57286000,Pharmacies & Drug Stores,2400000001000000010004006A6900000C0000000100000088E78C87AA1594F3B38EA311
3319,CVS/Pharmacy,617 Belmont Ave, ,Springfield,MA,01108,Verified,2016,ReferenceUSA,0, , ,42.08716400,-72.56333100,Pharmacies & Drug Stores,2400000001000000010004006A6900000C000000010000009E90A88EAA1598CF8CF6A211
3320,CVS/Pharmacy,20 Old Sudbury Rd, ,Sudbury,MA,01776,Verified,2016,ReferenceUSA,0, , ,42.38419300,-71.42480400,Pharmacies & Drug Stores,2400000001000000010004006A6900000C00000001000000A9EBAA90B115A6BAC4ABA511
3321,CVS/Pharmacy,675 County St, ,Taunton,MA,02780,Verified,2016,ReferenceUSA,0, , ,41.88418700,-71.06726300,Pharmacies & Drug Stores,2400000001000000010004006A6900000C00000001000000A4CDE7ABB3158BB8DE9AA111
3322,CVS/Pharmacy,7 Washington St, ,Taunton,MA,02780,Verified,2016,ReferenceUSA,0, , ,41.90270900,-71.09831400,Pharmacies & Drug Stores,2400000001000000010004006A6900000C00000001000000B7E79193B3158FA29EAEA111
3323,CVS/Pharmacy,323 N Main St, ,Uxbridge,MA,01569,Verified,2016,ReferenceUSA,0, , ,42.09066900,-71.64221000,Pharmacies & Drug Stores,2400000001000000010004006A6900000C0000000100000099B18AE5AF15A0CDD6F4A211
3324,CVS/Pharmacy,451 Main St, ,Wakefield,MA,01880,Verified,2016,ReferenceUSA,0, , ,42.50195900,-71.06953200,Pharmacies & Drug Stores,2400000001000000010004006A6900000C0000000100000090ECDAA6B31595CA8EA9A611
3325,CVS/Pharmacy,23 Linden St # 81, ,Waltham,MA,02452,Verified,2016,ReferenceUSA,0, , ,42.39305000,-71.22418400,Pharmacies & Drug Stores,2400000001000000010004006A6900000C00000001000000B6DBEDADB215A0F69EB5A511
3326,CVS/Pharmacy,800 Lexington St, ,Waltham,MA,02452,Verified,2016,ReferenceUSA,0, , ,42.40259200,-71.23455500,Pharmacies & Drug Stores,2400000001000000010004006A6900000C000000010000008EA9D7A5B215BFB7A9BFA511
3327,CVS/Pharmacy,104 West St, ,Ware,MA,01082,Verified,2016,ReferenceUSA,0, , ,42.25696200,-72.24825600,Pharmacies & Drug Stores,2400000001000000010004006A6900000C00000001000000B08DBD88AC15A09EA8A7A411
3328,CVS/Pharmacy,6 Swift Ave # 28, ,Wareham,MA,02571,Verified,2016,ReferenceUSA,0, , ,41.74144900,-70.72155300,Pharmacies & Drug Stores,2400000001000000010004006A6900000C00000001000000AEDDE9BEB51592B1BF85A011
3329,CVS/Pharmacy,984 Worcester St, ,Wellesley,MA,02482,Verified,2016,ReferenceUSA,0, , ,42.29716200,-71.29740000,Pharmacies & Drug Stores,2400000001000000010004006A6900000C00000001000000A4EACDF4B115A9DEC0CFA411
3330,CVS/Pharmacy,25 Washington St, ,Wellesley Hills,MA,02481,Verified,2016,ReferenceUSA,0, , ,42.32508200,-71.26053300,Pharmacies & Drug Stores,2400000001000000010004006A6900000C000000010000009F9FC291B2159F8394EDA411
3331,CVS/Pharmacy,999 Watertown St, ,West Newton,MA,02465,Verified,2016,ReferenceUSA,0, , ,42.34968300,-71.22574800,Pharmacies & Drug Stores,2400000001000000010004006A6900000C0000000100000097B8E3ACB2159B9DA687A511
3332,CVS/Pharmacy,239b Memorial Ave, ,West Springfield,MA,01089,Verified,2016,ReferenceUSA,0, , ,42.09626200,-72.60160100,Pharmacies & Drug Stores,2400000001000000010004006A6900000C0000000100000088A79FF0A915968E8F80A311
3333,CVS/Pharmacy,928 Riverdale St, ,West Springfield,MA,01089,Verified,2016,ReferenceUSA,0, , ,42.12920900,-72.62713300,Pharmacies & Drug Stores,2400000001000000010004006A6900000C000000010000008BA9C8DCA91595C4A3A3A311
3334,CVS/Pharmacy,438 Route 28, ,West Yarmouth,MA,02673,Verified,2016,ReferenceUSA,0, , ,41.65117900,-70.24142600,Pharmacies & Drug Stores,2400000001000000010004006A6900000C000000010000009BEF8CBDB815AD8BB8AA9F11
3335,CVS/Pharmacy,Iandoli Shopping Ctr, ,Westborough,MA,01581,Unverified,2016,ReferenceUSA,0, , ,42.26765500,-71.60982200,Pharmacies & Drug Stores,2400000001000000010004006A6900000C00000001000000B888F0FEAF159DDF8EB0A411
3336,CVS/Pharmacy,208 Elm St, ,Westfield,MA,01085,Verified,2016,ReferenceUSA,0, , ,42.12499400,-72.74832000,Pharmacies & Drug Stores,2400000001000000010004006A6900000C00000001000000AE81FAFCA815B7B192A0A311
3337,Cvs/Pharmacy,47 Franklin St # 55, ,Westfield,MA,01085,Unverified,2016,ReferenceUSA,0, , ,42.12533700,-72.75041900,Pharmacies & Drug Stores,2400000001000000010004006A6900000C00000001000000A7EDA6FBA81588FFC3A0A311
3338,CVS/Pharmacy,46 Pleasantview Ave, ,Weymouth,MA,02188,Verified,2016,ReferenceUSA,0, , ,42.20791700,-70.95257900,Pharmacies & Drug Stores,2400000001000000010004006A6900000C00000001000000978DB184B415A88595F2A311
3339,CVS/Pharmacy,500 Washington St, ,Weymouth,MA,02188,Verified,2016,ReferenceUSA,0, , ,42.20791700,-70.95257900,Pharmacies & Drug Stores,2400000001000000010004006A6900000C00000001000000978DB184B415A88595F2A311
3340,CVS/Pharmacy,1990 Boston Rd, ,Wilbraham,MA,01095,Verified,2016,ReferenceUSA,0, , ,42.14954100,-72.47691000,Pharmacies & Drug Stores,2400000001000000010004006A6900000C00000001000000B7B3A0D3AA158B8FADB7A311
3341,CVS/Pharmacy,240 Main St, ,Wilmington,MA,01887,Unverified,2016,ReferenceUSA,0, , ,42.55500300,-71.17996500,Pharmacies & Drug Stores,2400000001000000010004006A6900000C0000000100000092D1F7CFB21580B2F6E0A611
3342,CVS/Pharmacy,301 Central St, ,Winchendon,MA,01475,Verified,2016,ReferenceUSA,0, , ,42.68673800,-72.04407000,Pharmacies & Drug Stores,2400000001000000010004006A6900000C00000001000000BDD886ACAD158085AFEDA711
3343,CVS/Pharmacy,16 Somerset Ave, ,Winthrop,MA,02152,Verified,2016,ReferenceUSA,0, , ,42.37482000,-70.98733700,Pharmacies & Drug Stores,2400000001000000010004006A6900000C000000010000009BB5F9E7B3159598E5A2A511
3344,CVS/Pharmacy,415 Main St, ,Woburn,MA,01801,Verified,2016,ReferenceUSA,0, , ,42.48068800,-71.15092200,Pharmacies & Drug Stores,2400000001000000010004006A6900000C00000001000000A0BA80E7B2159981A592A611
3345,CVS/Pharmacy,891 Main St, ,Woburn,MA,01801,Verified,2016,ReferenceUSA,0, , ,42.50761400,-71.16013400,Pharmacies & Drug Stores,2400000001000000010004006A6900000C00000001000000B3A7D5DFB21593A7E4AEA611
3346,CVS/Pharmacy,1097 Pleasant St, ,Worcester,MA,01602,Verified,2016,ReferenceUSA,0, , ,42.27806500,-71.85126800,Pharmacies & Drug Stores,2400000001000000010004006A6900000C000000010000008CC1FAC0AE15ABF2D3BBA411
3347,CVS/Pharmacy,25 Foster St, ,Worcester,MA,01608,Unverified,2016,ReferenceUSA,0, , ,42.26451000,-71.80023900,Pharmacies & Drug Stores,2400000001000000010004006A6900000C000000010000008E9686E9AE15BCB092ADA411
3348,CVS/Pharmacy,283 Park Ave, ,Worcester,MA,01609,Verified,2016,ReferenceUSA,0, , ,42.26310100,-71.81985400,Pharmacies & Drug Stores,2400000001000000010004006A6900000C00000001000000B8FECDD9AE1584C2DAABA411
3349,CVS/Pharmacy,354 W Boylston St, ,Worcester,MA,01606,Unverified,2016,ReferenceUSA,0, , ,42.31202900,-71.79470900,Pharmacies & Drug Stores,2400000001000000010004006A6900000C0000000100000092AEC9EDAE1586BEBBDFA411
3350,CVS/Pharmacy,375 Main St, ,Worcester,MA,01608,Unverified,2016,ReferenceUSA,0, , ,42.26445900,-71.80168400,Pharmacies & Drug Stores,2400000001000000010004006A6900000C0000000100000098CFF4E7AE15A1FD8BADA411
3351,CVS/Pharmacy,400 Park Ave, ,Worcester,MA,01610,Verified,2016,ReferenceUSA,0, , ,42.25758500,-71.82337100,Pharmacies & Drug Stores,2400000001000000010004006A6900000C0000000100000080F9E8D6AE1599F9EFA5A411
3352,CVS/Pharmacy,7 Neponset St, ,Worcester,MA,01606,Unverified,2016,ReferenceUSA,0, , ,42.29673900,-71.80069300,Pharmacies & Drug Stores,2400000001000000010004006A6900000C00000001000000A0ECE7E8AE15A9B6A4CFA411
3353,Rite Aid,21 Columbia St, ,Adams,MA,01220,Verified,2016,ReferenceUSA,0, , ,42.62633500,-73.11754900,Pharmacies & Drug Stores,2400000001000000010004006A6900000C0000000100000093A7F4E3A615A8A382B8A711
3354,Rite Aid,1099 Washington St, ,Attleboro,MA,02703,Verified,2016,ReferenceUSA,0, , ,41.89607600,-71.37096100,Pharmacies & Drug Stores,2400000001000000010004006A6900000C00000001000000AFC0B3BBB115A5FEC4A6A111
3355,Rite Aid,467 Boston Rd, ,Billerica,MA,01821,Verified,2016,ReferenceUSA,0, , ,42.55239900,-71.26451000,Pharmacies & Drug Stores,2400000001000000010004006A6900000C00000001000000B7F8DC8DB215B4D6F9DDA611
3356,Rite Aid,100 Cambridge St # 102, ,Boston,MA,02114,Verified,2016,ReferenceUSA,0, , ,42.35995700,-71.06213700,Pharmacies & Drug Stores,2400000001000000010004006A6900000C000000010000009ED8A3ADB315BAFFDB92A511
3357,Rite Aid,971 Bennington St, ,Boston,MA,02128,Verified,2016,ReferenceUSA,0, , ,42.38621200,-71.00753900,Pharmacies & Drug Stores,2400000001000000010004006A6900000C0000000100000080BD81D8B31590EEE1AEA511
3358,Rite Aid,399 Market St, ,Brighton,MA,02135,Unverified,2016,ReferenceUSA,0, , ,42.34780100,-71.15195100,Pharmacies & Drug Stores,2400000001000000010004006A6900000C0000000100000081DEE2E6B215AA91C285A511
3359,Rite Aid,725 Centre St, ,Brockton,MA,02302,Verified,2016,ReferenceUSA,0, , ,42.08612900,-70.98882400,Pharmacies & Drug Stores,2400000001000000010004006A6900000C000000010000008EC9CEE8B31591F2FDF0A211
3360,Rite Aid,162 Everett Ave, ,Chelsea,MA,02150,Unverified,2016,ReferenceUSA,0, , ,42.39692500,-71.03334400,Pharmacies & Drug Stores,2400000001000000010004006A6900000C00000001000000ACD5D7C3B315A0EDFFB9A511
3361,Rite Aid,15 Saint Jacques Ave, ,Chicopee,MA,01020,Verified,2016,ReferenceUSA,0, , ,42.17484000,-72.57627800,Pharmacies & Drug Stores,2400000001000000010004006A6900000C00000001000000A4D0A285AA15B7D88BD3A311
3362,Rite Aid,577 Meadow St, ,Chicopee,MA,01013,Verified,2016,ReferenceUSA,0, , ,42.17105900,-72.61408800,Pharmacies & Drug Stores,2400000001000000010004006A6900000C00000001000000B5F4B6E7A915BE84BCCFA311
3363,Rite Aid,71 Lowell Rd # B-1, ,Concord,MA,01742,Verified,2016,ReferenceUSA,0, , ,42.46230000,-71.35372600,Pharmacies & Drug Stores,2400000001000000010004006A6900000C0000000100000088CB81C8B115BAC5ACFEA511
3364,Rite Aid,711 Main St, ,Dennis Port,MA,02639,Verified,2016,ReferenceUSA,0, , ,41.66850800,-70.12207400,Pharmacies & Drug Stores,2400000001000000010004006A6900000C00000001000000A08ACE9BB9158FECA0BE9F11
3365,Rite Aid,405 Broadway, ,Everett,MA,02149,Verified,2016,ReferenceUSA,0, , ,42.40582000,-71.05571400,Pharmacies & Drug Stores,2400000001000000010004006A6900000C000000010000009D9789B2B315BCF6A9C3A511
3366,Rite Aid,85 Huttleston Ave, ,Fairhaven,MA,02719,Verified,2016,ReferenceUSA,0, , ,41.64413500,-70.89813400,Pharmacies & Drug Stores,2400000001000000010004006A6900000C000000010000008BD7BCB3B41597DAA49D9F11
3367,Rite Aid,10 Stafford Rd, ,Fall River,MA,02721,Verified,2016,ReferenceUSA,0, , ,41.68867300,-71.15961800,Pharmacies & Drug Stores,2400000001000000010004006A6900000C000000010000009DB0C4E3B215B39BA8CB9F11
3368,Rite Aid,1024 S Main St, ,Fall River,MA,02724,Verified,2016,ReferenceUSA,0, , ,41.69056800,-71.16518400,Pharmacies & Drug Stores,2400000001000000010004006A6900000C000000010000008DDB8DDFB21592F3A6CD9F11
3369,Rite Aid,1533 S Main St, ,Fall River,MA,02724,Verified,2016,ReferenceUSA,0, , ,41.68621600,-71.17311500,Pharmacies & Drug Stores,2400000001000000010004006A6900000C0000000100000087FFE9D8B2159FDDD5C89F11
3370,Rite Aid,198 Pine St, ,Florence,MA,01062,Unverified,2016,ReferenceUSA,0, , ,42.33075100,-72.67766500,Pharmacies & Drug Stores,2400000001000000010004006A6900000C0000000100000091F8D5B7A915BCC3A4F9A411
3371,Rite Aid,265 E Central St, ,Franklin,MA,02038,Unverified,2016,ReferenceUSA,0, , ,42.08170400,-71.38510900,Pharmacies & Drug Stores,2400000001000000010004006A6900000C0000000100000096B2F8AFB115B9FC92EBA211
3372,Rite Aid,830 Washington St, ,Franklin,MA,02038,Unverified,2016,ReferenceUSA,0, , ,42.08623800,-71.40178900,Pharmacies & Drug Stores,2400000001000000010004006A6900000C00000001000000AFF9E2A2B11582CEF7EFA211
3373,Rite Aid,107 Main St, ,Greenfield,MA,01301,Verified,2016,ReferenceUSA,0, , ,42.58747900,-72.60525800,Pharmacies & Drug Stores,2400000001000000010004006A6900000C000000010000008AFC8CF4A915AC95BB88A711
3374,Rite Aid,2 Water St # 1, ,Haverhill,MA,01830,Verified,2016,ReferenceUSA,0, , ,42.77580700,-71.07610100,Pharmacies & Drug Stores,2400000001000000010004006A6900000C00000001000000B4918FA0B315888F99CBA811
3375,Rite Aid,68 S Main St, ,Haverhill,MA,01835,Verified,2016,ReferenceUSA,0, , ,42.77135800,-71.07512900,Pharmacies & Drug Stores,2400000001000000010004006A6900000C00000001000000A79FF3A0B31588A5BEC6A811
3376,Rite Aid,100 Derby St # 505, ,Hingham,MA,02043,Verified,2016,ReferenceUSA,0, , ,42.17806700,-70.91072900,Pharmacies & Drug Stores,2400000001000000010004006A6900000C00000001000000B5C8C7A5B41599FDE1D2A311
3377,Rite Aid,184 Lincoln St # 1, ,Hingham,MA,02043,Verified,2016,ReferenceUSA,0, , ,42.24884800,-70.90378500,Pharmacies & Drug Stores,2400000001000000010004006A6900000C00000001000000B0E0C0AAB415A0D2E39DA411
3378,Rite Aid,871 Beacon Ave, ,Holyoke,MA,01040,Unverified,2016,ReferenceUSA,0, , ,42.20391300,-72.62289000,Pharmacies & Drug Stores,2400000001000000010004006A6900000C00000001000000B0EBF9E0A91595EFADF2A311
3379,Rite Aid,186 Main St, ,Hudson,MA,01749,Verified,2016,ReferenceUSA,0, , ,42.39205200,-71.56405600,Pharmacies & Drug Stores,2400000001000000010004006A6900000C00000001000000A3D8FDA2B015BE91EDB3A511
3380,Rite Aid,365 Essex St, ,Lawrence,MA,01840,Verified,2016,ReferenceUSA,0, , ,42.70727300,-71.16323100,Pharmacies & Drug Stores,2400000001000000010004006A6900000C00000001000000AAD4B3DCB215ABDCA482A811
3381,Rite Aid,25 Park St, ,Lee,MA,01238,Verified,2016,ReferenceUSA,0, , ,42.30431500,-73.24721000,Pharmacies & Drug Stores,2400000001000000010004006A6900000C00000001000000A2CFC0F7A515928DFBE4A411
3382,Rite Aid,568 Main St, ,Leominster,MA,01453,Unverified,2016,ReferenceUSA,0, , ,42.54129000,-71.73980900,Pharmacies & Drug Stores,2400000001000000010004006A6900000C000000010000008BD4B599AF1592B998D2A611
3383,Rite Aid,121 Church St, ,Lowell,MA,01852,Verified,2016,ReferenceUSA,0, , ,42.64153500,-71.30514800,Pharmacies & Drug Stores,2400000001000000010004006A6900000C00000001000000A394D7EDB115969AA6BCA711
3384,Rite Aid,243 Chauncy St, ,Mansfield,MA,02048,Verified,2016,ReferenceUSA,0, , ,42.03107700,-71.23013000,Pharmacies & Drug Stores,2400000001000000010004006A6900000C00000001000000B3BBB3AAB2159C8EE6B5A211
3385,Rite Aid,1900 Ocean St, ,Marshfield,MA,02050,Verified,2016,ReferenceUSA,0, , ,42.09243900,-70.70618700,Pharmacies & Drug Stores,2400000001000000010004006A6900000C000000010000009184C7C7B515A9E7AFF9A211
3386,Rite Aid,3848 Falmouth Rd, ,Marstons Mills,MA,02648,Verified,2016,ReferenceUSA,0, , ,41.64921000,-70.42523400,Pharmacies & Drug Stores,2400000001000000010004006A6900000C00000001000000B4FE8EABB715BCBCADA69F11
3387,Rite Aid,256 Pleasant St, ,Methuen,MA,01844,Verified,2016,ReferenceUSA,0, , ,42.74098300,-71.16935800,Pharmacies & Drug Stores,2400000001000000010004006A6900000C00000001000000A397BDD7B215A2C6FDA5A811
3388,Rite Aid,25 Main St, ,Millbury,MA,01527,Verified,2016,ReferenceUSA,0, , ,42.19226500,-71.76132500,Pharmacies & Drug Stores,2400000001000000010004006A6900000C0000000100000097A5B787AF15B7FCC1E0A311
3389,Rite Aid,117 Main St, ,Monson,MA,01057,Verified,2016,ReferenceUSA,0, , ,42.09813800,-72.31608000,Pharmacies & Drug Stores,2400000001000000010004006A6900000C0000000100000082EDBFD1AB1584B4C9FFA211
3390,Rite Aid,2170 Acushnet Ave, ,New Bedford,MA,02745,Verified,2016,ReferenceUSA,0, , ,41.68157900,-70.92183600,Pharmacies & Drug Stores,2400000001000000010004006A6900000C0000000100000090EDAFA0B4159FCBE8C49F11
3391,Rite Aid,824 Purchase St, ,New Bedford,MA,02740,Verified,2016,ReferenceUSA,0, , ,41.63555500,-70.92591200,Pharmacies & Drug Stores,2400000001000000010004006A6900000C00000001000000A3CBBB9DB415A2FC85949F11
