OBJECTID,SITE_NAME,OWNERSHIP,PROTECTION,TYPECODE,DISTRICT,ACRES,ADDRESS,ZonAgg,TypeLong,OS_Own_Jur,OS_Mngmnt,POS,PA,ALT_NAME,AgncyJuris,Shape_STArea__,Shape_STLength__,ShapeSTArea,ShapeSTLength,PARK_ID,REGION
8073,Codman Burying Ground,Private, ,4,Dorchester,2.62522784, ,Residential District,Cemeteries & Burying Grounds,NULL, ,N,N, , ,0,0,114356.957519531,1365.33431913918, ,INFO_Reallocation From Dept
8074,Walsh Playground,City of Boston,A97,3,Dorchester,6.94564498,Opposite 31 Clancy Road,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, , ,0,0,302557.673339844,2368.69030999643,312,PARK_Maintenance_Region 2
8075,Dorchester South Burying Ground,City of Boston,Ch114S7/A97,4,Dorchester,1.94260591,Opposite 2096 Dorchester Ave.,Open Space District,Cemeteries & Burying Grounds,BPRD, ,X,X, , ,0,0,84207.9870605469,1262.17934063292,091,PARK_Cemetery Maintenance Request
8076,Dorchester Park,City of Boston,A97,3,Dorchester,27.29735362,1003 Adams Str.,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, , ,0,0,1189093.86279297,6480.99575296482,090,PARK_Maintenance_Region 2
8077,Gallivan/Hallet Circle,Commonwealth of Massachusetts,A97,1,Dorchester,0.47798957, ,Commercial/Office/Business District,"Malls, Squares & Plazas",DCR, ,X,X, , ,0,0,20821.595703125,688.441614938937, ,INFO_Reallocation From Dept
8078,Toohig Playground,Commonwealth of Massachusetts,A97,3,Dorchester,2.12423446, ,Residential District,"Parks, Playgrounds & Athletic Fields",DCR, ,X,X, , ,0,0,92533.30078125,1568.73248760628, ,INFO_Reallocation From Dept
8079,Martin/Hilltop Playground,City of Boston,A97,3,Dorchester,1.31193964,101 Myrtlebank Ave.,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, , ,0,0,57233.6875,997.690052554452,189,PARK_Maintenance_Region 2
8080,Nightingale Garden,BNAN_TTOR,Land Trust,5,Dorchester,1.37139983, ,Residential District,Community Gardens,NULL, ,N, , , ,0,0,59739.23828125,1123.25490314489, ,INFO_Reallocation From Dept
8081,Adams Rock,Private, ,6,Dorchester,0.21706994, ,Residential District,Urban Wilds & Natural Areas,NULL, ,N, , , ,0,0,9414.0146484375,429.925206699896, ,INFO_Reallocation From Dept
8082,10 Josephine Street Garden,Community Group/Nonprofit,PDR/Land Trust,5,Dorchester,0.06908424, ,Residential District,Community Gardens,TTOR, ,X,N, , ,0,0,3009.36328125,230.21453002935, ,INFO_Reallocation From Dept
8083,29 Josephine Street Garden,Community Group/Nonprofit,PDR/Land Trust,5,Dorchester,0.11306632, ,Residential District,Community Gardens,BNAN_TTOR, ,N,N, , ,0,0,4925.26586914062,335.158943688088, ,INFO_Reallocation From Dept
8084,Mother's Rest at Four Corners,City of Boston,A97,3,Dorchester,1.12453477, ,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, , ,0,0,49925.3757324219,1020.59963188007,205,PARK_Maintenance_Region 2
8085,Ripley Playground,City of Boston,A97,3,Dorchester,0.82672673,Opposite 24 Ripley Road,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, , ,0,0,36854.8159179688,940.464336915341,261,PARK_Maintenance_Region 2
8086,Garvey Playground,City of Boston,A97,3,Dorchester,5.27312017,Opposite 345 Neposet Ave.,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X,William H. Garvey Playground, ,0,0,229295.843017578,1961.12610390247,130,PARK_Maintenance_Region 2
8087,Centervale Park,City of Boston, ,1,Dorchester,0.19595483,Between Upland Ave and Bourneside,Residential District,"Malls, Squares & Plazas",NULL,BPRD,N,X,Intervale Park,PWD,0,0,8535.94458007812,984.309926893669, ,PARK_Maintenance_Region 2
8088,Ventura Playground,Commonwealth of Massachusetts,A97,3,Dorchester,1.30990583, ,Open Space District,"Parks, Playgrounds & Athletic Fields",DCR, ,X,X, , ,0,0,57060.5124511719,1193.68730171749, ,INFO_Reallocation From Dept
8090,Norton Street Playground,BRA, ,3,Dorchester,0.06590689, ,Residential District,"Parks, Playgrounds & Athletic Fields",NULL, ,N,X, , ,0,0,2957.49487304688,228.76354724964, ,PARK_Maintenance_Ground Maintenance
8091,Keystone Shoreline,Private, ,6,Dorchester,0.52357348, ,Special District,Urban Wilds & Natural Areas,NULL, ,N, , , ,0,0,22807.2663574219,969.038787182536, ,INFO_Reallocation From Dept
8092,Granite Avenue Ledge,Private, ,6,Dorchester,0.38129459, ,Special District,Urban Wilds & Natural Areas,NULL, ,N, , , ,0,0,16609.4877929688,540.150276280861, ,INFO_Reallocation From Dept
8093,Geneva Cliffs I,City of Boston,A97,6,Dorchester,1.82935019, ,Residential District,Urban Wilds & Natural Areas,BCC,BPRD,X,X, , ,0,0,78334.9521484375,1346.48327841481, ,PARK_Maintenance_Ground Maintenance
8094,YMCA Community Park,Private, ,3,Dorchester,1.02749317, ,Residential District,"Parks, Playgrounds & Athletic Fields",NULL, ,N,X, , ,0,0,44758.3984375,1170.51164987796, ,PARK_Maintenance_Ground Maintenance
8096,Wheatland Avenue Victory Garden,BNAN_TTOR,Land Trust,5,Dorchester,0.15480932, ,Residential District,Community Gardens,NULL, ,N, , , ,0,0,6743.61474609375,335.082770464207, ,INFO_Reallocation From Dept
8097,Clayborne Street Garden,Community Group/Nonprofit,Land Trust,5,Dorchester,0.07610699, ,Residential District,Community Gardens,NULL, ,N, , , ,0,0,3315.27954101562,244.991308112967, ,PARK_Maintenance_Ground Maintenance
8098,Fannie Lou Hamer Community Garden,Private,Land Trust,5,Dorchester,0.10322488, ,Residential District,Community Gardens,NULL, ,N, , , ,0,0,4496.55541992188,281.383774777428, ,INFO_Reallocation From Dept
8099,Audrey Jacobs Memorial CG,BNAN_TTOR,Land Trust,5,Dorchester,0.10389404, ,Residential District,Community Gardens,NULL, ,N, , , ,0,0,4525.70556640625,286.978418229199, ,INFO_Reallocation From Dept
8100,Bullard Street Garden,Community Group/Nonprofit,PDR/Land Trust,5,Dorchester,0.09183434, ,Residential District,Community Gardens,BNAN_TTOR, ,N,N, , ,0,0,3961.2236328125,276.470577328861, ,INFO_Reallocation From Dept
8101,Quincy/Coleman Garden,Community Group/Nonprofit,Land Trust,5,Dorchester,0.3022826, ,Residential District,Community Gardens,NULL, ,N, , , ,0,0,13167.6645507812,463.395335606066, ,PARK_Maintenance_Ground Maintenance
8102,Barry Street Garden,Community Group/Nonprofit,PDR/Land Trust,5,Dorchester,0.09218628, ,Residential District,Community Gardens,BNAN_TTOR, ,N,N, , ,0,0,3943.80541992188,258.101019871574, ,PARK_Maintenance_Ground Maintenance
8103,Lydon Way Garden,City of Boston, ,5,Dorchester,0.18563368, ,Residential District,Community Gardens,NULL, ,N, , , ,0,0,8086.34741210938,404.709183651376, ,INFO_Reallocation From Dept
8104,Codman Square,City of Boston, ,1,Dorchester,0.33918222, ,Residential District,"Malls, Squares & Plazas",NULL, ,N,X, , ,0,0,14775.0407714844,572.455069942841, ,PARK_Maintenance_Region 2
8105,Hayes Park,City of Boston,A97,3,South End,0.28368006,Opposite 178 West Canton Str.,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, , ,0,0,11986.6333007812,438.110833433043,147,PARK_Maintenance_Region 6
8106,Peters Park II,BRA, ,3,South End,0.42185015,230 Shawmut Ave.,Residential District,"Parks, Playgrounds & Athletic Fields",NULL,BPRD,N,X, , ,0,0,22088.9943847656,1330.05190265245, ,INFO_Reallocation From Dept
8107,Peters Park I,City of Boston,A97,3,South End,3.39506058,230 Shawmut Ave.,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, , ,0,0,144907.221679688,1789.60420578932,236,PARK_Maintenance_Region 6
8108,Rotch Playground,City of Boston,A97,3,South End,2.74585015,30 Randolph Str.,Industrial District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, , ,0,0,119611.358642578,1412.84977451492,272,PARK_Maintenance_Region 6
8109,Ringgold Park,City of Boston,A97,3,South End,0.38043644,10 Ringgold Str.,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X,"Hanson St. Play Area, Ringgold St. Play Area", ,0,0,19405.7983398438,603.736020873784,260,PARK_Maintenance_Region 6
8110,Blackstone Square,City of Boston,A97,1,South End,2.44443563,1535 Washington Str.,Residential District,"Malls, Squares & Plazas",BPRD, ,X,X, , ,0,0,106481.509033203,1309.75983639219,024,PARK_Maintenance_Region 6
8111,Franklin Square,City of Boston,A97,1,South End,2.48280505,Opposite 7 St. George Str.,Residential District,"Malls, Squares & Plazas",BPRD, ,X,X, , ,0,0,108152.911132812,1319.6699253696,126,PARK_Maintenance_Region 6
8112,South End South Burying Ground,City of Boston,Ch114S7/A97,4,South End,1.47716127,1620 Washington Str.,Residential District,Cemeteries & Burying Grounds,BPRD, ,X,X, , ,0,0,64033.5014648438,1177.64100596666,286,PARK_Cemetery Maintenance Request
8113,Worcester Square,City of Boston,A97,1,South End,0.34375641,17 Worcester Sq.,Residential District,"Malls, Squares & Plazas",BPRD,BPRD,X,X, ,BPRD,0,0,14974.2954101562,709.322083693044,330,PARK_Maintenance_Region 6
8114,Carter Playground,City of Boston,A97,3,South End,4.91455022,627 Columbus Ave,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, , ,0,0,214081.614746094,2132.06966829993,043,PARK_Maintenance_Region 6
8115,Titus Sparrow Park,City of Boston,A97,3,South End,1.7513453,75 West Rutland Sq.,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, , ,0,0,78354.8400878906,1450.63185315376,304,PARK_Maintenance_Region 6
8116,Waltham Square,City of Boston,A97,1,South End,0.1184051,Opposite 75 Union Park Str.,Industrial District,"Malls, Squares & Plazas",BPRD, ,X,X, , ,0,0,5157.81762695312,341.240541644058,314,PARK_Maintenance_Region 6
8117,Harriet Tubman Square,City of Boston,A97,1,South End,0.14,Columbus/Warren Ave.,Open Space District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,"Tubman Sq, Columbus Square",BPRD,0,0,6175.8017578125,359.880944262526,144,PARK_Maintenance_Region 6
8118,Concord Square,City of Boston,A97,1,South End,0.14955097,Opposite 20 Concord Sq.,Residential District,"Malls, Squares & Plazas",BPRD,BPRD,X,X, ,BPRD,0,0,6514.55590820312,896.265354530523,065,PARK_Maintenance_Region 6
8119,Rutland/Washington Community Garden,Community Group/Nonprofit,Land Trust,5,South End,0.28200651, ,Open Space District,Community Gardens,BNAN_TTOR, ,N, , , ,0,0,12284.4223632812,495.74026401944, ,INFO_Reallocation From Dept
8120,Saranac/New Castle Garden,MBTA,NULL,5,South End,0.15201745, ,Open Space District,Community Gardens,NULL,DCR,N,N, ,DCR,0,0,6621.99780273438,671.906149090338, ,INFO_Reallocation From Dept
8121,Kendall & Lenox Streets Garden,Community Group/Nonprofit,Land Trust,5,South End,0.43402264, ,Open Space District,Community Gardens,BNAN_TTOR, ,N, , , ,0,0,18906.3625488281,633.694509322125, ,INFO_Reallocation From Dept
8122,Ramsay Park,City of Boston,A97,3,South End,5.49340772,1917 Washington Str.,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, , ,0,0,239297.094482422,2040.89134569434,254,PARK_Maintenance_Region 6
8123,Worcester Street Garden,Community Group/Nonprofit, ,5,South End,0.57, ,Residential District,Community Gardens,NULL, ,N, , , ,0,0,24808.2048339844,741.145667201593, ,PARK_Maintenance_Ground Maintenance
8124,Berkeley Street Garden,Community Group/Nonprofit,Land Trust,5,South End,1.10192904, ,Residential District,Community Gardens,BNAN_TTOR, ,N, , , ,0,0,48000.8828125,1635.98002335114, ,INFO_Reallocation From Dept
8125,Warren & Clarendon Streets Garden,Community Group/Nonprofit,Land Trust,5,South End,0.05212554, ,Open Space District,Community Gardens,BNAN_TTOR, ,N, , , ,0,0,2270.62939453125,197.397143902324, ,INFO_Reallocation From Dept
8126,Unity Towers Garden,Private, ,5,South End,0.06694949, ,Residential District,Community Gardens,NULL, ,N, ,Torre Unidad Gdn, ,0,0,2916.37158203125,217.982773610728, ,INFO_Reallocation From Dept
8127,Dartmouth Green,Community Group/Nonprofit,Land Trust,5,South End,0.07154899, 29-31 Dartmouth Street,Open Space District,Community Gardens,BNAN_TTOR,BNAN_TTOR,N,X,Dartmouth Garden,NULL,0,0,3103.77026367188,234.117565067772, ,INFO_Reallocation From Dept
8128,Wellington Green,Community Group/Nonprofit,Land Trust,5,South End,0.04605808, ,Open Space District,Community Gardens,BNAN_TTOR, ,N, , , ,0,0,2369.75366210938,238.342042548622, ,INFO_Reallocation From Dept
8129,Blackwood/Claremont Garden,MBTA,NULL,5,Back Bay/Beacon Hill,0.09479788, ,Open Space District,Community Gardens,NULL,DCR,N,N, ,DCR,0,0,4361.09643554688,321.667311146483, ,INFO_Reallocation From Dept
8130,Greenwich/Cumberland Garden,MBTA,NULL,5,Back Bay/Beacon Hill,0.08851492, ,Open Space District,Community Gardens,NULL,DCR,N,N, ,DCR,0,0,4274.56787109375,327.238739661214, ,INFO_Reallocation From Dept
8131,Braddock Park Garden,MBTA,NULL,5,South End,0.09212478, ,Residential District,Community Gardens,NULL,DCR,N,N, ,DCR,0,0,3864.18481445312,275.659237321725, ,INFO_Reallocation From Dept
8132,Chester Square,City of Boston,A97,1,South End,0.89013036,Between 531 to 555 Mass Ave.,Residential District,"Malls, Squares & Plazas",BPRD, ,X,X,Chester Park, ,0,0,38774.76953125,1679.24841008883,053,PARK_Maintenance_Region 6
8133,Msgr. Reynolds Playground,City of Boston,A97,3,South End,0.30609673,Corner of Wash. & Msgr. Reynolds,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, , ,0,0,13978.6533203125,468.044050745777,202,PARK_Maintenance_Region 6
8134,Rutland Square,City of Boston,A97,1,South End,0.15580724, ,Residential District,"Malls, Squares & Plazas",BPRD,BPRD,X,X, ,BPRD,0,0,6787.08374023438,923.524293814622,273,PARK_Maintenance_Region 6
8135,Hiscock Park,City of Boston,A97,3,South End,0.10572969, ,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, , ,0,0,4606.51831054688,288.775771999015,153,PARK_Maintenance_Region 6
8136,Billings Field,City of Boston,A97,3,West Roxbury,10.77506733,369 LaGrange Str.,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, , ,0,0,469370.277587891,2795.86270956971,023,PARK_Maintenance_Region 4
8137,Leatherbee Woods,BNAN_TTOR,Land Trust/WPA,6,West Roxbury,8.15, ,Open Space District,Urban Wilds & Natural Areas,NULL, ,N,X,Hancock Swamp, ,0,0,354979.232666016,2501.69059305596, ,INFO_Reallocation From Dept
8138,Mount Benedict Cemetery,Private, ,4,West Roxbury,79.21, ,Conservation Protection Subdistrict,Cemeteries & Burying Grounds,NULL, ,N, , , ,0,0,3454684.52331543,11302.8006678848, ,INFO_Reallocation From Dept
8139,Mount Lebanon Cemetery,Private, ,4,West Roxbury,48.5943994, ,Open Space District,Cemeteries & Burying Grounds,NULL, ,N, , , ,0,0,2121996.86083984,15947.6484196494, ,INFO_Reallocation From Dept
8140,Gethsemane Cemetery,Private, ,4,West Roxbury,20.81197696, ,Open Space District,Cemeteries & Burying Grounds,NULL, ,N, , , ,0,0,907832.703857422,3774.16087903082, ,INFO_Reallocation From Dept
8141,Hancock Woods I,Commonwealth of Massachusetts,A97/WPA,2,West Roxbury,45.95, ,Conservation Protection Subdistrict,"Parkways, Reservations & Beaches",DCR, ,X,X, , ,0,0,2001598.81665039,8079.25444644711, ,INFO_Reallocation From Dept
8142,Hancock Woods II,Private,100/WPA,2,West Roxbury,4.59, ,Conservation Protection Subdistrict,"Parkways, Reservations & Beaches",NULL, ,N, , , ,0,0,199859.676513672,2093.78216297026, ,INFO_Reallocation From Dept
8143,Dana Road I,City of Boston, ,6,West Roxbury,2.57749731, ,Residential District,Urban Wilds & Natural Areas,NULL, ,N, , , ,0,0,118826.917480469,3280.44945411423, ,INFO_Reallocation From Dept
8144,Dana Road II,Private, ,6,West Roxbury,0.35271219, ,Residential District,Urban Wilds & Natural Areas,NULL, ,N, , , ,0,0,8692.57006835938,569.528232103469, ,INFO_Reallocation From Dept
8146,Sawmill Brook/Brook Farm,Commonwealth of Massachusetts,A97/NRHP/WPA,2,West Roxbury,146.63704255, ,Open Space District,"Parkways, Reservations & Beaches",DCR, ,X,X, , ,0,0,6509298.09375,18133.7107212042, ,INFO_Reallocation From Dept
8147,Congregation Mishkan Tefia Cemetery,Private, ,4,West Roxbury,9.58687512, ,Open Space District,Cemeteries & Burying Grounds,NULL, ,N, , , ,0,0,417611.704833984,3035.37546811694, ,INFO_Reallocation From Dept
8148,Draper Playground,City of Boston,A97,3,West Roxbury,5.86,68 Stimpson Str.,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X, ,BPRD,0,0,255356.219726562,2410.07537652385,093,PARK_Maintenance_Region 4
8149,Westerly Burying Ground,City of Boston,Ch114S7/A97/NR,4,West Roxbury,0.90346258,Centre Str.,Open Space District,Cemeteries & Burying Grounds,BPRD, ,X,X, , ,0,0,39355.5299072266,963.021805095248,320,PARK_Cemetery Maintenance Request
8150,Piemonte Park,City of Boston,A97,1,West Roxbury,0.08956676,Opposite 200 Lasell Str.,Open Space District,"Malls, Squares & Plazas",BPRD, ,X,X, , ,0,0,3901.59790039062,322.616389438535,239,PARK_Maintenance_Region 4
8151,Duffie Square,City of Boston,A97,1,West Roxbury,0.06040139,Stratford Street west of Clement Avenue,Residential District,"Malls, Squares & Plazas",BPRD,Private,X,X,Arthur Duffie Square,BPRD,0,0,2410.94897460938,211.719549428097,096,PARK_Maintenance_Ground Maintenance
8152,Centre Marsh,Private, ,6,West Roxbury,3.7189119, ,Residential District,Urban Wilds & Natural Areas,NULL, ,N, , , ,0,0,161998.683959961,1841.74080683292, ,PARK_Maintenance_Ground Maintenance
8153,St Joseph's Cemetery,Private, ,4,West Roxbury,128.27577258, ,Conservation Protection Subdistrict,Cemeteries & Burying Grounds,NULL, ,N, , , ,0,0,5624021.65991211,25581.0429921564, ,INFO_Reallocation From Dept
8154,Allandale Woods I,City of Boston,A97/WPA,6,West Roxbury,49.58, ,Conservation Protection Subdistrict,Urban Wilds & Natural Areas,BPRD,BPRD,X,X, ,BPRD,0,0,2159607.38720703,13903.2602806901,004,PARK_Maintenance_Ground Maintenance
8155,Allandale Woods III,Private,A97/CR/WPA,6,West Roxbury,16.72, ,Conservation Protection Subdistrict,Urban Wilds & Natural Areas,BCC,Private+BPRD,X,X,Allandale Condo CR, ,0,0,728521.707763672,10707.410818494, ,PARK_Maintenance_Ground Maintenance
8156,Bellevue Hill Reservation,Commonwealth of Massachusetts,A97,2,West Roxbury,26.78180477, ,Open Space District,"Parkways, Reservations & Beaches",DCR, ,X,X, , ,0,0,1161618.08081055,4186.48892741371, ,INFO_Reallocation From Dept
8157,Praught/Bunker Fields,Private,A97,3,West Roxbury,4.91796284, ,Open Space District,"Parks, Playgrounds & Athletic Fields",NULL, ,N, , , ,0,0,214230.270019531,2072.02846062063, ,INFO_Reallocation From Dept
8158,West Roxbury H.S. Athletic Fields,City of Boston, ,3,West Roxbury,13.42,Off VFW Pkwy,Institutional District,"Parks, Playgrounds & Athletic Fields",NULL,BPRD,N,X, , ,0,0,584754.097167969,4350.46898386149,318,PARK_Maintenance_Region 4
8159,Catholic Memorial H.S. Athltc Fld,Private, ,3,West Roxbury,7.26006285, ,Institutional District,"Parks, Playgrounds & Athletic Fields",NULL, ,N, , , ,0,0,316253.998901367,2609.81917057749, ,INFO_Reallocation From Dept
8160,Harvard Medical School Quadrangle,Private, ,1,Fenway/Kenmore,1.71223131, ,Institutional District,"Malls, Squares & Plazas",NULL, ,N,X, , ,0,0,74586.1220703125,1227.89668225289, ,INFO_Reallocation From Dept
8161,Wentworth Grounds,Private, ,1,Fenway/Kenmore,3.28579794, ,Institutional District,"Malls, Squares & Plazas",NULL, ,N,X, , ,0,0,143131.902832031,2893.54663156024, ,INFO_Reallocation From Dept
8162,Mason Schoolyard,City of Boston, ,3,Roxbury,0.38047679, ,Industrial District,"Parks, Playgrounds & Athletic Fields",NULL, ,N,X, , ,0,0,16573.8637695312,774.32214784623, ,INFO_Reallocation From Dept
8163,Boys Club Park,Private, ,3,Roxbury,0.81512514, ,Commercial/Office/Business District,"Parks, Playgrounds & Athletic Fields",NULL, ,N,X, , ,0,0,35507.4821777344,738.135661891459, ,INFO_Reallocation From Dept
8164,UMass Boston Athletic Fields,Commonwealth of Massachusetts, ,3,Dorchester,18.4677814, ,Industrial District,"Parks, Playgrounds & Athletic Fields",NULL, ,N, , , ,0,0,429393.071777344,4541.06620792452, ,INFO_Reallocation From Dept
8165,Claymont Terrace,Private, ,3,Dorchester,0.60573728, ,Residential District,"Parks, Playgrounds & Athletic Fields",NULL, ,N, , , ,0,0,26386.3854980469,712.904108774007, ,INFO_Reallocation From Dept
8166,Lucy Stone Schoolyard,City of Boston, ,3,Dorchester,0.78345732, ,Commercial/Office/Business District,"Parks, Playgrounds & Athletic Fields",NULL, ,N,X, , ,0,0,34128.0075683594,1512.69107857, ,INFO_Reallocation From Dept
8167,Dartmouth Street Mall,City of Boston, ,1,Back Bay/Beacon Hill,0.99856538,Western Sidewalk Dartmouth Street from Boylston to Beacon Sts,Commercial/Office/Business District,"Malls, Squares & Plazas",NULL,BPWD,N,X, ,BPWD,0,0,43849.4284667969,2564.19132897462, ,INFO_Reallocation From Dept
8168,Ramler Park,City of Boston,A97,3,Fenway/Kenmore,0.51,124 Peterborough Str.,Institutional District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X,Dorothy and David Ramler Park, ,0,0,22040.0988769531,604.725551953775,253,PARK_Maintenance_Region 3
8169,Belle Isle Coastal Preserve,City of Boston,WPA/Ch91/ACEC,6,East Boston,1.57, ,Open Space District,Urban Wilds & Natural Areas,NULL,DND,N,X, , ,0,0,68192.2504882812,1317.67262323083, ,INFO_Reallocation From Dept
8170,Fernald Rock,City of Boston,A97,6,Dorchester,0.06422499, ,Residential District,Urban Wilds & Natural Areas,BCC,BPRD,X,X, , ,0,0,2763.76904296875,217.012686913921, ,PARK_Maintenance_Ground Maintenance
8171,Richmond & North Streets Park I,MassDOT,BPRD License,3,Central Boston,0.09, ,Residential District,"Parks, Playgrounds & Athletic Fields",NULL,BPRD,N,X,Richmond Street Play Area,MassDOT,0,0,4137.63403320312,450.998622515236, ,INFO_Reallocation From Dept
8172,Nashua Street Park,Commonwealth of Massachusetts,A97/Ch91/WPA,2,Central Boston,2.03353691, ,Open Space District,"Parkways, Reservations & Beaches",DCR, ,X,X,New Charles River Reservation, ,0,0,88582.4436035156,1848.82809150781, ,INFO_Reallocation From Dept
8173,Crittenton Hospital,Private, ,6,Allston-Brighton,2.92656298, ,Conservation Protection Subdistrict,Urban Wilds & Natural Areas,NULL, ,N, , , ,0,0,127483.349609375,1673.77889248352, ,INFO_Reallocation From Dept
8174,Chestnut Hill Reservoir,Commonwealth of Massachusetts,"A97,/NRHP/WPA",2,Allston-Brighton,115.80233177, ,Open Space District,"Parkways, Reservations & Beaches",DCR, ,X,X, , ,0,0,5044439.25048828,20198.0800680007, ,INFO_Reallocation From Dept
8175,Commonwealth Avenue Outbound,City of Boston, ,1,Allston-Brighton,5.52780408, ,Commercial/Office/Business District,"Malls, Squares & Plazas",NULL, ,N,X, ,BPWD,0,0,240795.420898438,35569.1192457465, ,PARK_Maintenance_Ground Maintenance
8176,Mount St. Joseph's Athletic Fields,Private, ,6,Allston-Brighton,4.19149009, ,Conservation Protection Subdistrict,Urban Wilds & Natural Areas,NULL, ,N, , , ,0,0,156605.479492188,1909.54747852275, ,INFO_Reallocation From Dept
8177,Penniman Road Play Area,City of Boston,A97,3,Allston-Brighton,0.7600167,25 Penniman Road,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X,Penniman-Hano Play Area, ,0,0,40176.2607421875,973.852337576348,234,PARK_Maintenance_Region 4
8178,O'Day Playground,City of Boston,A97,3,South End,0.71765517,"West Newton, San Juan, & Aquadilla Sts.",Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, , ,0,0,31261.615234375,713.823213510749,219,PARK_Maintenance_Region 6
8179,Fan Pier Plaza,United States of America,Ch91/WPA,1,South Boston,2.36,12 Northern Avenue,Special District,"Malls, Squares & Plazas",NULL, ,N,X,Courthouse Plaza, ,0,0,102943.765136719,2027.35140650754, ,INFO_Reallocation From Dept
8180,Children's Wharf Harborwalk,Private,A97/Ch91/WPA,1,South Boston,0.23,308 Congress Street,Industrial District,"Malls, Squares & Plazas",BPRD,Private,X,X, , ,0,0,9933.5986328125,768.74251143873,334,INFO_Reallocation From Dept
8181,Martin's Park,City of Boston,A97/Ch91/WPA,3,South Boston,1.12,64 Sleeper St,Industrial District,"Parks, Playgrounds & Athletic Fields",BPRD,Private,X,X, ,BPRD,0,0,48840.3403320312,1031.78159153529,333,INFO_Reallocation From Dept
8182,Emanuel College Grounds,Private, ,1,Fenway/Kenmore,3.62166311, ,Institutional District,"Malls, Squares & Plazas",NULL, ,N, , , ,0,0,139656.169677734,3059.85078544796, ,INFO_Reallocation From Dept
8183,Christian Science Plaza,Private, ,1,Fenway/Kenmore,9.91998231, ,Special District,"Malls, Squares & Plazas",NULL, ,N,X, , ,0,0,432122.112304688,6100.23997220309, ,INFO_Reallocation From Dept
8184,Harcourt/West Canton Garden,MBTA,NULL,5,Back Bay/Beacon Hill,0.05094606, ,Open Space District,Community Gardens,NULL,DCR,N,N, ,DCR,0,0,3410.99584960938,262.951443014877, ,INFO_Reallocation From Dept
8185,Braddock Park,City of Boston,A97,1,South End,0.09217966,27 Braddock Park,Residential District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,Berwick Park,BPRD,0,0,4015.41772460938,562.013151666248,029,PARK_Maintenance_Region 6
8186,Jenney Plaza,Private, ,1,Central Boston,0.12596551, ,Special District,"Malls, Squares & Plazas",NULL, ,N,X, , ,0,0,5487.15454101562,354.026899653165, ,INFO_Reallocation From Dept
8187,Grain Exchange Plaza,City of Boston, ,1,Central Boston,0.05182403, ,Special District,"Malls, Squares & Plazas",NULL, ,N,X, ,PWD,0,0,2257.494140625,274.036816555978, ,INFO_Reallocation From Dept
8188,Reggie Wong Park,MassDOT, ,3,Central Boston,0.34,Opposite 144 Kneeland Str.,Special District,"Parks, Playgrounds & Athletic Fields",NULL, ,N,X,Pagoda Park,MassDOT,0,0,14674.0632324219,471.632837936547, ,INFO_Reallocation From Dept
8189,Massachusetts Avenue Malls,City of Boston, ,1,South End,0.43492921,Between 525 & 565 Mass. Ave.,Commercial/Office/Business District,"Malls, Squares & Plazas",NULL, ,N,X, , ,0,0,18945.8520507812,4815.74725003218, ,PARK_Maintenance_Region 1
8190,United Nbhd of Lower Roxbury CG,Commonwealth of Massachusetts, ,5,South End,0.27680273, ,Residential District,Community Gardens,NULL, ,N, , , ,0,0,12489.2197265625,514.32350200681, ,INFO_Reallocation From Dept
8191,Lewis Mall,BHA, ,1,East Boston,1.27120513, ,Open Space District,"Malls, Squares & Plazas",NULL,BHA,N,X, , ,0,0,57725.0024414062,1694.13613238031, ,INFO_Reallocation From Dept
8192,Scarmella/Maverick Square,Commonwealth of Massachusetts, ,1,East Boston,0.39870423, ,Open Space District,"Malls, Squares & Plazas",NULL, ,N,X, , ,0,0,17367.8635253906,1019.14936729193, ,INFO_Reallocation From Dept
